PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29589475","Analysis of indirect treatment comparisons in national health technology assessments and requirements for industry submissions","Es-Skali IJ, Spoors J.","J Comp Eff Res. 2018 Apr;7(4):397-409. doi: 10.2217/cer-2017-0092. Epub 2018 Mar 28.","Es-Skali IJ","J Comp Eff Res","2018","2018/03/29","","","10.2217/cer-2017-0092"
"29579174","Non-herbal tea consumption and ovarian cancer risk: a systematic review and meta-analysis of observational epidemiologic studies with indirect comparison and dose-response analysis","Zhang D, Kaushiva A, Xi Y, Wang T, Li N.","Carcinogenesis. 2018 May 28;39(6):808-818. doi: 10.1093/carcin/bgy048.","Zhang D","Carcinogenesis","2018","2018/03/27","","","10.1093/carcin/bgy048"
"29570121","Progression of Adjacent-level Degeneration After Lumbar Total Disc Replacement: Results of a Post-hoc Analysis of Patients With Available Radiographs From a Prospective Study With 5-year Follow-up","Zigler JE, Blumenthal SL, Guyer RD, Ohnmeiss DD, Patel L.","Spine (Phila Pa 1976). 2018 Oct 15;43(20):1395-1400. doi: 10.1097/BRS.0000000000002647.","Zigler JE","Spine (Phila Pa 1976)","2018","2018/03/24","PMC6203419","","10.1097/BRS.0000000000002647"
"29537878","Number needed to treat in indirect treatment comparison","Guyot P, Cheng W, Tremblay G, Copher R, Burnett H, Li X, Makin C.","J Comp Eff Res. 2018 Mar;7(3):259-269. doi: 10.2217/cer-2017-0023. Epub 2018 Mar 14.","Guyot P","J Comp Eff Res","2018","2018/03/15","","","10.2217/cer-2017-0023"
"29524005","The cost-effectiveness of nivolumab monotherapy for the treatment of advanced melanoma patients in England","Meng Y, Hertel N, Ellis J, Morais E, Johnson H, Philips Z, Roskell N, Walker A, Lee D.","Eur J Health Econ. 2018 Nov;19(8):1163-1172. doi: 10.1007/s10198-018-0964-4. Epub 2018 Mar 9.","Meng Y","Eur J Health Econ","2018","2018/03/11","","","10.1007/s10198-018-0964-4"
"29521644","Cost-effectiveness Analysis of Silver Delivery Approaches in the Management of Partial-thickness Burns","Nherera L, Trueman P, Roberts C, Berg L.","Wounds. 2018 Feb 23:WNDS20180223-3. Online ahead of print.","Nherera L","Wounds","2018","2018/03/10","","",""
"29513676","Mechanical endovascular therapy for acute ischemic stroke: An indirect treatment comparison between Solitaire and Penumbra thrombectomy devices","Caranfa JT, Nguyen E, Ali R, Francis I, Zichichi A, Bosco E, Coleman CI, Baker WL, Kohn CG.","PLoS One. 2018 Mar 7;13(3):e0191657. doi: 10.1371/journal.pone.0191657. eCollection 2018.","Caranfa JT","PLoS One","2018","2018/03/08","PMC5841644","","10.1371/journal.pone.0191657"
"29494348","Methodological challenges in indirect treatment comparisons: spotlight on a recent comparison of long-acting injectable aripiprazole versus paliperidone palmitate in the treatment of schizophrenia","Singh A, Gopal S, Kim E, Mathews M, Kern-Sliwa J, Turkoz I, Wooller A, Berlin J.","Int Clin Psychopharmacol. 2018 Jul;33(4):213-216. doi: 10.1097/YIC.0000000000000215.","Singh A","Int Clin Psychopharmacol","2018","2018/03/02","PMC5991170","","10.1097/YIC.0000000000000215"
"29480454","Ponatinib for Treating Chronic Myeloid Leukaemia: An Evidence Review Group Perspective of a NICE Single Technology Appraisal","Pandor A, Stevenson M, Stevens J, James MM, Hamilton J, Byrne J, Rudin C, Rawdin A, Wong R.","Pharmacoeconomics. 2018 Aug;36(8):903-915. doi: 10.1007/s40273-018-0627-4.","Pandor A","Pharmacoeconomics","2018","2018/02/27","","","10.1007/s40273-018-0627-4"
"29458286","Cost-effectiveness of ceritinib in previously untreated anaplastic lymphoma kinase-positive metastatic non-small cell lung cancer in the United States","Zhou ZY, Mutebi A, Han S, Bensimon AG, Louise Ricculli M, Xie J, Dalal A, Culver K.","J Med Econ. 2018 Jun;21(6):577-586. doi: 10.1080/13696998.2018.1443111. Epub 2018 Mar 12.","Zhou ZY","J Med Econ","2018","2018/02/21","","","10.1080/13696998.2018.1443111"
"29408938","Cost-effectiveness of liraglutide versus lixisenatide as add-on therapies to basal insulin in type 2 diabetes","Ericsson Å, Glah D, Lorenzi M, Jansen JP, Fridhammar A.","PLoS One. 2018 Feb 6;13(2):e0191953. doi: 10.1371/journal.pone.0191953. eCollection 2018.","Ericsson Å","PLoS One","2018","2018/02/07","PMC5800677","","10.1371/journal.pone.0191953"
"29381246","Evidence in support of hyperkalaemia management strategies: A systematic literature review","Palaka E, Leonard S, Buchanan-Hughes A, Bobrowska A, Langford B, Grandy S.","Int J Clin Pract. 2018 Feb;72(2). doi: 10.1111/ijcp.13052. Epub 2018 Jan 30.","Palaka E","Int J Clin Pract","2018","2018/01/31","","","10.1111/ijcp.13052"
"29330217","A systematic review of network meta-analyses for pharmacological treatment of common mental disorders","Williams T, Stein DJ, Ipser J.","Evid Based Ment Health. 2018 Feb;21(1):7-11. doi: 10.1136/eb-2017-102718. Epub 2018 Jan 12.","Williams T","Evid Based Ment Health","2018","2018/01/14","","","10.1136/eb-2017-102718"
"29327372","Relative short-term efficacy and acceptability of agomelatine versus vortioxetine in adult patients suffering from major depressive disorder","Kennedy SH, Grouin JM, Cadour S, Robert V, Picarel-Blanchot F.","Hum Psychopharmacol. 2018 Jan;33(1). doi: 10.1002/hup.2646. Epub 2018 Jan 12.","Kennedy SH","Hum Psychopharmacol","2018","2018/01/13","","","10.1002/hup.2646"
"29304933","Comparison of Adalimumab and Etanercept for the Treatment of Moderate to Severe Psoriasis: An Indirect Comparison Using Individual Patient Data from Randomized Trials","Papp KA, Yang M, Sundaram M, Jarvis J, Betts KA, Bao Y, Signorovitch JE.","Value Health. 2018 Jan;21(1):1-8. doi: 10.1016/j.jval.2017.05.025. Epub 2017 Aug 18.","Papp KA","Value Health","2018","2018/01/07","","","10.1016/j.jval.2017.05.025"
"29302193","Management of trauma pain in the emergency setting: low-dose methoxyflurane or nitrous oxide? A systematic review and indirect treatment comparison","Porter KM, Siddiqui MK, Sharma I, Dickerson S, Eberhardt A.","J Pain Res. 2017 Dec 20;11:11-21. doi: 10.2147/JPR.S150600. eCollection 2018.","Porter KM","J Pain Res","2017","2018/01/06","PMC5741984","","10.2147/JPR.S150600"
"29271481","Systemic pharmacological treatments for chronic plaque psoriasis: a network meta-analysis","Sbidian E, Chaimani A, Garcia-Doval I, Do G, Hua C, Mazaud C, Droitcourt C, Hughes C, Ingram JR, Naldi L, Chosidow O, Le Cleach L.","Cochrane Database Syst Rev. 2017 Dec 22;12(12):CD011535. doi: 10.1002/14651858.CD011535.pub2.","Sbidian E","Cochrane Database Syst Rev","2017","2017/12/23","PMC6486272","","10.1002/14651858.CD011535.pub2"
"29247383","Adjusted Indirect Comparison Using Propensity Score Matching of Osimertinib to Platinum-Based Doublet Chemotherapy in Patients with EGFRm T790M NSCLC Who Have Progressed after EGFR-TKI","Mann H, Andersohn F, Bodnar C, Mitsudomi T, Mok TSK, Yang JC, Hoyle C.","Clin Drug Investig. 2018 Apr;38(4):319-331. doi: 10.1007/s40261-017-0611-3.","Mann H","Clin Drug Investig","2018","2017/12/17","PMC5856890","","10.1007/s40261-017-0611-3"
"29234637","Efficacy and Safety of Systemic Therapies for Advanced Hepatocellular Carcinoma: A Network Meta-Analysis of Phase III Trials","Cucchetti A, Piscaglia F, Pinna AD, Djulbegovic B, Mazzotti F, Bolondi L.","Liver Cancer. 2017 Nov;6(4):337-348. doi: 10.1159/000481314. Epub 2017 Oct 19.","Cucchetti A","Liver Cancer","2017","2017/12/14","PMC5704710","","10.1159/000481314"
"29205421","Systematic review with network meta-analysis: comparative assessment of tofacitinib and biological therapies for moderate-to-severe ulcerative colitis","Bonovas S, Lytras T, Nikolopoulos G, Peyrin-Biroulet L, Danese S.","Aliment Pharmacol Ther. 2018 Feb;47(4):454-465. doi: 10.1111/apt.14449. Epub 2017 Dec 4.","Bonovas S","Aliment Pharmacol Ther","2018","2017/12/06","","","10.1111/apt.14449"
"29201386","Meta-research metrics matter: letter regarding article ""indirect tolerability comparison of Deutetrabenazine and Tetrabenazine for Huntington disease""","Rodrigues FB, Duarte GS, Costa J, Ferreira JJ, Wild EJ.","J Clin Mov Disord. 2017 Nov 22;4:19. doi: 10.1186/s40734-017-0067-x. eCollection 2017.","Rodrigues FB","J Clin Mov Disord","2017","2017/12/05","PMC5698972","","10.1186/s40734-017-0067-x"
"29197667","Indirect comparison of third-generation antiepileptic drugs as adjunctive treatment for uncontrolled focal epilepsy","Li-Na Z, Deng C, Hai-Jiao W, Da X, Ge T, Ling L.","Epilepsy Res. 2018 Jan;139:60-72. doi: 10.1016/j.eplepsyres.2017.11.008. Epub 2017 Nov 26.","Li-Na Z","Epilepsy Res","2018","2017/12/04","","","10.1016/j.eplepsyres.2017.11.008"
"29192016","Comparative Efficacy of Daratumumab Monotherapy and Pomalidomide Plus Low-Dose Dexamethasone in the Treatment of Multiple Myeloma: A Matching Adjusted Indirect Comparison","Van Sanden S, Ito T, Diels J, Vogel M, Belch A, Oriol A.","Oncologist. 2018 Mar;23(3):279-287. doi: 10.1634/theoncologist.2017-0103. Epub 2017 Nov 30.","Van Sanden S","Oncologist","2018","2017/12/02","PMC5905688","","10.1634/theoncologist.2017-0103"
"32026346","A Network Meta-Analysis of Long-Acting Muscarinic Antagonist (LAMA) and Long-Acting β(2)-Agonist (LABA) Combinations in COPD","Sion KYJ, Huisman EL, Punekar YS, Naya I, Ismaila AS.","Pulm Ther. 2017 Dec;3(2):297-316. doi: 10.1007/s41030-017-0048-0. Epub 2017 Aug 22.","Sion KYJ","Pulm Ther","2017","2020/02/07","PMC6964204","","10.1007/s41030-017-0048-0"
"29178025","Pegylated Liposomal Irinotecan Hydrochloride Trihydrate for Treating Pancreatic Cancer After Gemcitabine: An Evidence Review Group Perspective of a NICE Single Technology Appraisal","Fleeman N, Abdulla A, Bagust A, Beale S, Richardson M, Stainthorpe A, Boland A, Kotas E, McEntee J, Palmer D.","Pharmacoeconomics. 2018 Mar;36(3):289-299. doi: 10.1007/s40273-017-0592-3.","Fleeman N","Pharmacoeconomics","2018","2017/11/28","","","10.1007/s40273-017-0592-3"
"29172760","Adjusted comparison of daratumumab monotherapy versus real-world historical control data from the Czech Republic in heavily pretreated and highly refractory multiple myeloma patients","Jelínek T, Maisnar V, Pour L, Špička I, Minařík J, Gregora E, Kessler P, Sýkora M, Fraňková H, Adamová D, Wróbel M, Mikula P, Jarkovský J, Diels J, Gatopoulou X, Veselá Š, Besson H, Brožová L, Ito T, Hájek R.","Curr Med Res Opin. 2018 May;34(5):775-783. doi: 10.1080/03007995.2017.1410121. Epub 2018 Feb 15.","Jelínek T","Curr Med Res Opin","2018","2017/11/28","","","10.1080/03007995.2017.1410121"
"29171861","Matching-adjusted indirect comparison of efficacy in patients with moderate-to-severe plaque psoriasis treated with ixekizumab vs. secukinumab","Warren RB, Brnabic A, Saure D, Langley RG, See K, Wu JJ, Schacht A, Mallbris L, Nast A.","Br J Dermatol. 2018 May;178(5):1064-1071. doi: 10.1111/bjd.16140. Epub 2018 Mar 1.","Warren RB","Br J Dermatol","2018","2017/11/25","","","10.1111/bjd.16140"
"29164973","An indirect treatment comparison of the efficacy of insulin degludec/liraglutide (IDegLira) and insulin glargine/lixisenatide (iGlarLixi) in patients with type 2 diabetes uncontrolled on basal insulin","Evans M, Billings LK, Håkan-Bloch J, Slothuus U, Abrahamsen TJ, Andersen A, Jansen JP.","J Med Econ. 2018 Apr;21(4):340-347. doi: 10.1080/13696998.2017.1409228. Epub 2017 Dec 3.","Evans M","J Med Econ","2018","2017/11/23","","","10.1080/13696998.2017.1409228"
"29139314","Cost-utility analysis of life-long prophylaxis with recombinant factor VIIIFc vs recombinant factor VIII for the management of severe hemophilia A in Sweden","Henry N, Jovanović J, Schlueter M, Kritikou P, Wilson K, Myrén KJ.","J Med Econ. 2018 Apr;21(4):318-325. doi: 10.1080/13696998.2017.1405816. Epub 2017 Dec 4.","Henry N","J Med Econ","2018","2017/11/16","","","10.1080/13696998.2017.1405816"
"29139001","The Assessment for Disinvestment of Intramuscular Interferon Beta for Relapsing-Remitting Multiple Sclerosis in Brazil","de Lemos LLP, Guerra Júnior AA, Santos M, Magliano C, Diniz I, Souza K, Pereira RG, Alvares J, Godman B, Bennie M, Zimmermann IR, Dos Santos VCC, Pretramale CA, Acurcio FA.","Pharmacoeconomics. 2018 Feb;36(2):161-173. doi: 10.1007/s40273-017-0579-0.","de Lemos LLP","Pharmacoeconomics","2018","2017/11/16","PMC5805817","","10.1007/s40273-017-0579-0"
"29126800","Nanoencapsulated Illicium verum Hook.f. essential oil as an effective novel plant-based preservative against aflatoxin B(1) production and free radical generation","Dwivedy AK, Singh VK, Prakash B, Dubey NK.","Food Chem Toxicol. 2018 Jan;111:102-113. doi: 10.1016/j.fct.2017.11.007. Epub 2017 Nov 8.","Dwivedy AK","Food Chem Toxicol","2018","2017/11/12","","","10.1016/j.fct.2017.11.007"
"30657401","Overcoming the Straw Man Effect in Oncology: Visualization and Ranking of Chemotherapy Regimens Using an Information Theoretic Approach","Warner JL, Yang PC, Alterovitz G.","JCO Clin Cancer Inform. 2017 Nov;1:1-9. doi: 10.1200/CCI.17.00079.","Warner JL","JCO Clin Cancer Inform","2017","2019/01/19","PMC6874021","","10.1200/CCI.17.00079"
"29086363","Pomalidomide with Dexamethasone for Treating Relapsed and Refractory Multiple Myeloma Previously Treated with Lenalidomide and Bortezomib: An Evidence Review Group Perspective of an NICE Single Technology Appraisal","Büyükkaramikli NC, de Groot S, Fayter D, Wolff R, Armstrong N, Stirk L, Worthy G, Albuquerque de Almeida F, Kleijnen J, Al MJ.","Pharmacoeconomics. 2018 Feb;36(2):145-159. doi: 10.1007/s40273-017-0581-6.","Büyükkaramikli NC","Pharmacoeconomics","2018","2017/11/01","PMC5805808","","10.1007/s40273-017-0581-6"
"29043538","Venous thromboembolism prophylaxis in medically ill patients: a mixed treatment comparison meta-analysis","Al Yami MS, Silva MA, Donovan JL, Kanaan AO.","J Thromb Thrombolysis. 2018 Jan;45(1):36-47. doi: 10.1007/s11239-017-1562-5.","Al Yami MS","J Thromb Thrombolysis","2018","2017/10/19","","","10.1007/s11239-017-1562-5"
"29037513","Comparison of Abiraterone Acetate and Docetaxel with Androgen Deprivation Therapy in High-risk and Metastatic Hormone-naïve Prostate Cancer: A Systematic Review and Network Meta-analysis","Wallis CJD, Klaassen Z, Bhindi B, Goldberg H, Chandrasekar T, Farrell AM, Boorjian SA, Kulkarni GS, Karnes RJ, Satkunasivam R.","Eur Urol. 2018 Jun;73(6):834-844. doi: 10.1016/j.eururo.2017.10.002. Epub 2017 Oct 14.","Wallis CJD","Eur Urol","2018","2017/10/18","","","10.1016/j.eururo.2017.10.002"
"28971316","Resveratrol, pterostilbene, and baicalein: plant-derived anti-biofilm agents","Kolouchová I, Maťátková O, Paldrychová M, Kodeš Z, Kvasničková E, Sigler K, Čejková A, Šmidrkal J, Demnerová K, Masák J.","Folia Microbiol (Praha). 2018 May;63(3):261-272. doi: 10.1007/s12223-017-0549-0. Epub 2017 Oct 2.","Kolouchová I","Folia Microbiol (Praha)","2018","2017/10/04","","","10.1007/s12223-017-0549-0"
"28967482","Cost-effectiveness of Pomalidomide, Carfilzomib, and Daratumumab for the Treatment of Patients with Heavily Pretreated Relapsed-refractory Multiple Myeloma in the United States","Pelligra CG, Parikh K, Guo S, Chandler C, Mouro J, Abouzaid S, Ailawadhi S.","Clin Ther. 2017 Oct;39(10):1986-2005.e5. doi: 10.1016/j.clinthera.2017.08.010. Epub 2017 Sep 28.","Pelligra CG","Clin Ther","2017","2017/10/03","","","10.1016/j.clinthera.2017.08.010"
"28920068","Tetrabenazine Versus Deutetrabenazine for Huntington's Disease: Twins or Distant Cousins?","Rodrigues FB, Duarte GS, Costa J, Ferreira JJ, Wild EJ.","Mov Disord Clin Pract. 2017 Jul-Aug;4(4):582-585. doi: 10.1002/mdc3.12483. Epub 2017 Mar 29.","Rodrigues FB","Mov Disord Clin Pract","2017","2017/09/19","PMC5573977","","10.1002/mdc3.12483"
"28901021","Optimisation of chemotherapy and radiotherapy for untreated Hodgkin lymphoma patients with respect to second malignant neoplasms, overall and progression-free survival: individual participant data analysis","Franklin J, Eichenauer DA, Becker I, Monsef I, Engert A.","Cochrane Database Syst Rev. 2017 Sep 13;9(9):CD008814. doi: 10.1002/14651858.CD008814.pub2.","Franklin J","Cochrane Database Syst Rev","2017","2017/09/14","PMC6483617","","10.1002/14651858.CD008814.pub2"
"28880737","Cost-effectiveness of osimertinib in the UK for advanced EGFR-T790M non-small cell lung cancer","Bertranou E, Bodnar C, Dansk V, Greystoke A, Large S, Dyer M.","J Med Econ. 2018 Feb;21(2):113-121. doi: 10.1080/13696998.2017.1377718. Epub 2017 Sep 21.","Bertranou E","J Med Econ","2018","2017/09/08","","","10.1080/13696998.2017.1377718"
"28866822","Dutch Economic Value of Radium-223 in Metastatic Castration-Resistant Prostate Cancer","Peters ML, de Meijer C, Wyndaele D, Noordzij W, Leliveld-Kors AM, van den Bosch J, van den Berg PH, Baka A, Gaultney JG.","Appl Health Econ Health Policy. 2018 Feb;16(1):133-143. doi: 10.1007/s40258-017-0350-x.","Peters ML","Appl Health Econ Health Policy","2018","2017/09/04","PMC5797195","","10.1007/s40258-017-0350-x"
"28864100","Optimal stump management in laparoscopic appendectomy: A network meta-analysis by the Minimally Invasive Surgery Synthesis of Interventions and Outcomes Network","Antoniou SA, Mavridis D, Hajibandeh S, Hajibandeh S, Antoniou GA, Gorter R, Tenhagen M, Koutras C, Pointner R, Chalkiadakis GE, Granderath FA, Fragiadakis GF, Philalithis AE, Bonjer HJ.","Surgery. 2017 Nov;162(5):994-1005. doi: 10.1016/j.surg.2017.07.013. Epub 2017 Aug 30.","Antoniou SA","Surgery","2017","2017/09/03","","","10.1016/j.surg.2017.07.013"
"28856580","Can Matching-Adjusted Indirect Comparison Methods Mitigate Placebo Response Differences Among Patient Populations in Adjunctive Trials of Brivaracetam and Levetiracetam?","Swallow E, Fang A, Signorovitch J, Plumb J, Borghs S.","CNS Drugs. 2017 Oct;31(10):899-910. doi: 10.1007/s40263-017-0462-8.","Swallow E","CNS Drugs","2017","2017/09/01","PMC5658476","","10.1007/s40263-017-0462-8"
"28854405","Newer antiepileptic drugs compared to levetiracetam as adjunctive treatments for uncontrolled focal epilepsy: An indirect comparison","Zhu LN, Chen D, Xu D, Tan G, Wang HJ, Liu L.","Seizure. 2017 Oct;51:121-132. doi: 10.1016/j.seizure.2017.07.017. Epub 2017 Aug 16.","Zhu LN","Seizure","2017","2017/08/31","","","10.1016/j.seizure.2017.07.017"
"28823204","Methods for Population-Adjusted Indirect Comparisons in Health Technology Appraisal","Phillippo DM, Ades AE, Dias S, Palmer S, Abrams KR, Welton NJ.","Med Decis Making. 2018 Feb;38(2):200-211. doi: 10.1177/0272989X17725740. Epub 2017 Aug 19.","Phillippo DM","Med Decis Making","2018","2017/08/22","PMC5774635","","10.1177/0272989X17725740"
"28762213","Comparative Effectiveness of Adalimumab versus Secukinumab for the Treatment of Psoriatic Arthritis: A Matching-Adjusted Indirect Comparison","Strand V, Betts KA, Mittal M, Song J, Skup M, Joshi A.","Rheumatol Ther. 2017 Dec;4(2):349-362. doi: 10.1007/s40744-017-0070-6. Epub 2017 Jul 31.","Strand V","Rheumatol Ther","2017","2017/08/02","PMC5696282","","10.1007/s40744-017-0070-6"
"28742235","Silver delivery approaches in the management of partial thickness burns: A systematic review and indirect treatment comparison","Nherera L, Trueman P, Roberts C, Berg L.","Wound Repair Regen. 2017 Aug;25(4):707-721. doi: 10.1111/wrr.12559. Epub 2017 Aug 17.","Nherera L","Wound Repair Regen","2017","2017/07/26","","","10.1111/wrr.12559"
"28736505","Estimating the cost-effectiveness of daclatasvir + sofosbuvir versus sofosbuvir + ribavirin for patients with genotype 3 hepatitis C virus","McEwan P, Webster S, Ward T, Brenner M, Kalsekar A, Yuan Y.","Cost Eff Resour Alloc. 2017 Jul 21;15:15. doi: 10.1186/s12962-017-0077-4. eCollection 2017.","McEwan P","Cost Eff Resour Alloc","2017","2017/07/25","PMC5521139","","10.1186/s12962-017-0077-4"
"28732142","Network meta-analysis including treatment by covariate interactions: Consistency can vary across covariate values","Donegan S, Welton NJ, Tudur Smith C, D'Alessandro U, Dias S.","Res Synth Methods. 2017 Dec;8(4):485-495. doi: 10.1002/jrsm.1257. Epub 2017 Aug 23.","Donegan S","Res Synth Methods","2017","2017/07/22","PMC5724666","","10.1002/jrsm.1257"
"28712616","Aripiprazole Lauroxil Compared with Paliperidone Palmitate in Patients with Schizophrenia: An Indirect Treatment Comparison","Cameron C, Zummo J, Desai DN, Drake C, Hutton B, Kotb A, Weiden PJ.","Value Health. 2017 Jul-Aug;20(7):876-885. doi: 10.1016/j.jval.2017.03.010. Epub 2017 May 9.","Cameron C","Value Health","2017","2017/07/18","","","10.1016/j.jval.2017.03.010"
"28708944","Indirect comparison of bronchial thermoplasty versus omalizumab for uncontrolled severe asthma","Niven RM, Simmonds MR, Cangelosi MJ, Tilden DP, Cottrell S, Shargill NS.","J Asthma. 2018 Apr;55(4):443-451. doi: 10.1080/02770903.2017.1337789. Epub 2017 Jul 14.","Niven RM","J Asthma","2018","2017/07/15","","","10.1080/02770903.2017.1337789"
"28680955","Second-line Treatments for Advanced Gastric Cancer: A Network Meta-Analysis of Overall Survival Using Parametric Modelling Methods","Harvey RC.","Oncol Ther. 2017;5(1):53-67. doi: 10.1007/s40487-017-0048-0. Epub 2017 Jun 6.","Harvey RC","Oncol Ther","2017","2017/07/07","PMC5488131","","10.1007/s40487-017-0048-0"
"28663124","Comparative evaluation of vortioxetine as a switch therapy in patients with major depressive disorder","Thase ME, Danchenko N, Brignone M, Florea I, Diamand F, Jacobsen PL, Vieta E.","Eur Neuropsychopharmacol. 2017 Aug;27(8):773-781. doi: 10.1016/j.euroneuro.2017.05.009. Epub 2017 Jun 27.","Thase ME","Eur Neuropsychopharmacol","2017","2017/07/01","","","10.1016/j.euroneuro.2017.05.009"
"28648305","Assessing the Budget Impact and Economic Outcomes of the Introduction of Daclatasvir + Asunaprevir and Sofosbuvir/Ledipasvir for the Treatment of Chronic Hepatitis C Virus Infection in Japan","Ward T, Webster S, Mishina S, McEwan P, Wygant G, Wang F.","Value Health Reg Issues. 2017 May;12:1-6. doi: 10.1016/j.vhri.2016.10.002. Epub 2016 Dec 24.","Ward T","Value Health Reg Issues","2017","2017/06/27","","","10.1016/j.vhri.2016.10.002"
"28646922","An investigation of the impact of using different methods for network meta-analysis: a protocol for an empirical evaluation","Karahalios AE, Salanti G, Turner SL, Herbison GP, White IR, Veroniki AA, Nikolakopoulou A, Mckenzie JE.","Syst Rev. 2017 Jun 24;6(1):119. doi: 10.1186/s13643-017-0511-x.","Karahalios AE","Syst Rev","2017","2017/06/26","PMC5483272","","10.1186/s13643-017-0511-x"
"28641997","Uterine Artery Embolization and Surgical Methods for the Treatment of Symptomatic Uterine Leiomyomas: A Systemic Review and Meta-analysis Followed by Indirect Treatment Comparison","Fonseca MCM, Castro R, Machado M, Conte T, Girao MJBC.","Clin Ther. 2017 Jul;39(7):1438-1455.e2. doi: 10.1016/j.clinthera.2017.05.346. Epub 2017 Jun 20.","Fonseca MCM","Clin Ther","2017","2017/06/24","","","10.1016/j.clinthera.2017.05.346"
"28614980","Meta-analysis and indirect treatment comparison of lipegfilgrastim with pegfilgrastim and filgrastim for the reduction of chemotherapy-induced neutropenia-related events","Bond TC, Szabo E, Gabriel S, Klastersky J, Tomey O, Mueller U, Schwartzberg L, Tang B.","J Oncol Pharm Pract. 2018 Sep;24(6):412-423. doi: 10.1177/1078155217714859. Epub 2017 Jun 14.","Bond TC","J Oncol Pharm Pract","2018","2017/06/16","PMC6094503","","10.1177/1078155217714859"
"28607774","A Matching-Adjusted Indirect Comparison of Sonidegib and Vismodegib in Advanced Basal Cell Carcinoma","Odom D, Mladsi D, Purser M, Kaye JA, Palaka E, Charter A, Jensen JA, Sellami D.","J Skin Cancer. 2017;2017:6121760. doi: 10.1155/2017/6121760. Epub 2017 May 21.","Odom D","J Skin Cancer","2017","2017/06/14","PMC5457749","","10.1155/2017/6121760"
"28604117","Efficacy and safety of post-docetaxel therapies in metastatic castration-resistant prostate cancer: a systematic review of the literature","Summers N, Vanderpuye-Orgle J, Reinhart M, Gallagher M, Sartor O.","Curr Med Res Opin. 2017 Nov;33(11):1995-2008. doi: 10.1080/03007995.2017.1341869. Epub 2017 Jul 10.","Summers N","Curr Med Res Opin","2017","2017/06/13","","","10.1080/03007995.2017.1341869"
"28603010","Deficiencies in addressing effect modification in network meta-analyses: a meta-epidemiological survey","Kovic B, Zoratti MJ, Michalopoulos S, Silvestre C, Thorlund K, Thabane L.","J Clin Epidemiol. 2017 Aug;88:47-56. doi: 10.1016/j.jclinepi.2017.06.004. Epub 2017 Jun 8.","Kovic B","J Clin Epidemiol","2017","2017/06/13","","","10.1016/j.jclinepi.2017.06.004"
"28573505","Comparative Efficacy of Ibrutinib Versus Obinutuzumab + Chlorambucil in First-Line Treatment of Chronic Lymphocytic Leukemia: A Matching-Adjusted Indirect Comparison","Van Sanden S, Baculea S, Diels J, Cote S.","Adv Ther. 2017 Jul;34(7):1650-1661. doi: 10.1007/s12325-017-0564-1. Epub 2017 Jun 1.","Van Sanden S","Adv Ther","2017","2017/06/03","PMC5504213","","10.1007/s12325-017-0564-1"
"28556675","A new modeling approach allowing prediction and comparison of the long-term outcomes of treatments for hemophilia B","Keep MV, Hoxer CS, Hemstock M, Groth AV, Knight C.","J Comp Eff Res. 2018 Jan;7(1):39-48. doi: 10.2217/cer-2017-0028. Epub 2017 May 30.","Keep MV","J Comp Eff Res","2018","2017/05/31","","","10.2217/cer-2017-0028"
"28552513","Chemically characterized Mentha cardiaca L. essential oil as plant based preservative in view of efficacy against biodeteriorating fungi of dry fruits, aflatoxin secretion, lipid peroxidation and safety profile assessment","Dwivedy AK, Prakash B, Chanotiya CS, Bisht D, Dubey NK.","Food Chem Toxicol. 2017 Aug;106(Pt A):175-184. doi: 10.1016/j.fct.2017.05.043. Epub 2017 May 24.","Dwivedy AK","Food Chem Toxicol","2017","2017/05/30","","","10.1016/j.fct.2017.05.043"
"28549125","Transfemoral, transapical and transcatheter aortic valve implantation and surgical aortic valve replacement: a meta-analysis of direct and adjusted indirect comparisons of early and mid-term deaths","Ando T, Takagi H, Grines CL.","Interact Cardiovasc Thorac Surg. 2017 Sep 1;25(3):484-492. doi: 10.1093/icvts/ivx150.","Ando T","Interact Cardiovasc Thorac Surg","2017","2017/05/27","","","10.1093/icvts/ivx150"
"28522221","Comparative efficacy and safety of different circumcisions for patients with redundant prepuce or phimosis: A network meta-analysis","Huang C, Song P, Xu C, Wang R, Wei L, Zhao X.","Int J Surg. 2017 Jul;43:17-25. doi: 10.1016/j.ijsu.2017.04.060. Epub 2017 May 15.","Huang C","Int J Surg","2017","2017/05/20","","","10.1016/j.ijsu.2017.04.060"
"28497561","On assessing bioequivalence and interchangeability between generics based on indirect comparisons","Zheng J, Chow SC, Yuan M.","Stat Med. 2017 Aug 30;36(19):2978-2993. doi: 10.1002/sim.7326. Epub 2017 May 11.","Zheng J","Stat Med","2017","2017/05/13","","","10.1002/sim.7326"
"28474745","Daratumumab monotherapy compared with historical control data in heavily pretreated and highly refractory patients with multiple myeloma: An adjusted treatment comparison","Usmani SZ, Diels J, Ito T, Mehra M, Khan I, Lam A.","Am J Hematol. 2017 Aug;92(8):E146-E152. doi: 10.1002/ajh.24781. Epub 2017 Jun 5.","Usmani SZ","Am J Hematol","2017","2017/05/06","PMC5518219","","10.1002/ajh.24781"
