PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,notes,date
29570121,Progression of Adjacent-level Degeneration After Lumbar Total Disc Replacement: Results of a Post-hoc Analysis of Patients With Available Radiographs From a Prospective Study With 5-year Follow-up,"Zigler JE, Blumenthal SL, Guyer RD, Ohnmeiss DD, Patel L.",Spine (Phila Pa 1976). 2018 Oct 15;43(20):1395-1400. doi: 10.1097/BRS.0000000000002647.,Zigler JE,Spine (Phila Pa 1976),2018,24/03/2018,PMC6203419,NA,10.1097/BRS.0000000000002647,,05/09/2022
29458286,Cost-effectiveness of ceritinib in previously untreated anaplastic lymphoma kinase-positive metastatic non-small cell lung cancer in the United States,"Zhou ZY, Mutebi A, Han S, Bensimon AG, Louise Ricculli M, Xie J, Dalal A, Culver K.",J Med Econ. 2018 Jun;21(6):577-586. doi: 10.1080/13696998.2018.1443111. Epub 2018 Mar 12.,Zhou ZY,J Med Econ,2018,21/02/2018,NA,NA,10.1080/13696998.2018.1443111,,05/09/2022
29192016,Comparative Efficacy of Daratumumab Monotherapy and Pomalidomide Plus Low-Dose Dexamethasone in the Treatment of Multiple Myeloma: A Matching Adjusted Indirect Comparison,"Van Sanden S, Ito T, Diels J, Vogel M, Belch A, Oriol A.",Oncologist. 2018 Mar;23(3):279-287. doi: 10.1634/theoncologist.2017-0103. Epub 2017 Nov 30.,Van Sanden S,Oncologist,2018,02/12/2017,PMC5905688,NA,10.1634/theoncologist.2017-0103,,06/09/2022
29171861,Matching-adjusted indirect comparison of efficacy in patients with moderate-to-severe plaque psoriasis treated with ixekizumab vs. secukinumab,"Warren RB, Brnabic A, Saure D, Langley RG, See K, Wu JJ, Schacht A, Mallbris L, Nast A.",Br J Dermatol. 2018 May;178(5):1064-1071. doi: 10.1111/bjd.16140. Epub 2018 Mar 1.,Warren RB,Br J Dermatol,2018,25/11/2017,NA,NA,10.1111/bjd.16140,,06/09/2022
28967482,"Cost-effectiveness of Pomalidomide, Carfilzomib, and Daratumumab for the Treatment of Patients with Heavily Pretreated Relapsed-refractory Multiple Myeloma in the United States","Pelligra CG, Parikh K, Guo S, Chandler C, Mouro J, Abouzaid S, Ailawadhi S.",Clin Ther. 2017 Oct;39(10):1986-2005.e5. doi: 10.1016/j.clinthera.2017.08.010. Epub 2017 Sep 28.,Pelligra CG,Clin Ther,2017,03/10/2017,NA,NA,10.1016/j.clinthera.2017.08.010,,07/09/2022
28762213,Comparative Effectiveness of Adalimumab versus Secukinumab for the Treatment of Psoriatic Arthritis: A Matching-Adjusted Indirect Comparison,"Strand V, Betts KA, Mittal M, Song J, Skup M, Joshi A.",Rheumatol Ther. 2017 Dec;4(2):349-362. doi: 10.1007/s40744-017-0070-6. Epub 2017 Jul 31.,Strand V,Rheumatol Ther,2017,02/08/2017,PMC5696282,NA,10.1007/s40744-017-0070-6,,07/09/2022
28607774,A Matching-Adjusted Indirect Comparison of Sonidegib and Vismodegib in Advanced Basal Cell Carcinoma,"Odom D, Mladsi D, Purser M, Kaye JA, Palaka E, Charter A, Jensen JA, Sellami D.",J Skin Cancer. 2017;2017:6121760. doi: 10.1155/2017/6121760. Epub 2017 May 21.,Odom D,J Skin Cancer,2017,14/06/2017,PMC5457749,NA,10.1155/2017/6121760,,07/09/2022
28573505,Comparative Efficacy of Ibrutinib Versus ObinutuzumabÂ +Â Chlorambucil in First-Line Treatment of Chronic Lymphocytic Leukemia: A Matching-Adjusted Indirect Comparison,"Van Sanden S, Baculea S, Diels J, Cote S.",Adv Ther. 2017 Jul;34(7):1650-1661. doi: 10.1007/s12325-017-0564-1. Epub 2017 Jun 1.,Van Sanden S,Adv Ther,2017,03/06/2017,PMC5504213,NA,10.1007/s12325-017-0564-1,,07/09/2022
28350241,Comparative effectiveness of delayed-release dimethyl fumarate versus glatiramer acetate in multiple sclerosis patients: results of a matching-adjusted indirect comparison,"Chan A, Cutter G, Fox RJ, Xiao J, Lewin JB, Edwards MR.",J Comp Eff Res. 2017 Jun;6(4):313-323. doi: 10.2217/cer-2016-0085. Epub 2017 Mar 28.,Chan A,J Comp Eff Res,2017,29/03/2017,NA,NA,10.2217/cer-2016-0085,,07/09/2022
28265459,Indirect tolerability comparison of Deutetrabenazine and Tetrabenazine for Huntington disease,"Claassen DO, Carroll B, De Boer LM, Wu E, Ayyagari R, Gandhi S, Stamler D.",J Clin Mov Disord. 2017 Mar 1;4:3. doi: 10.1186/s40734-017-0051-5. eCollection 2017.,Claassen DO,J Clin Mov Disord,2017,08/03/2017,PMC5331691,NA,10.1186/s40734-017-0051-5,,07/09/2022
27733070,Comparative effectiveness using a matching-adjusted indirect comparison between delayed-release dimethyl fumarate and fingolimod for the treatment of multiple sclerosis,"Fox RJ, Chan A, Zhang A, Xiao J, Levison D, Lewin JB, Edwards MR, Marantz JL.",Curr Med Res Opin. 2017 Feb;33(2):175-183. doi: 10.1080/03007995.2016.1248380. Epub 2016 Nov 10.,Fox RJ,Curr Med Res Opin,2017,14/10/2016,NA,NA,10.1080/03007995.2016.1248380,,07/09/2022
27550239,Panobinostat Plus Bortezomib Versus Lenalidomide in Patients with Relapsed and/or Refractory Multiple Myeloma: A Matching-Adjusted Indirect Treatment Comparison of Survival Outcomes using Patient-level Data,"Majer I, van de Wetering G, Polanyi Z, Krishna A, Gray E, Roy A.",Appl Health Econ Health Policy. 2017 Feb;15(1):45-55. doi: 10.1007/s40258-016-0271-0.,Majer I,Appl Health Econ Health Policy,2017,24/08/2016,NA,NA,10.1007/s40258-016-0271-0,,09/09/2022
27445511,Matching-adjusted indirect comparisons of efficacy of BAY 81-8973 vs two recombinant factor VIII for the prophylactic treatment of severe hemophilia A,"Pocoski J, Li N, Ayyagari R, Church N, Maas Enriquez M, Xiang Q, Kelkar S, Du EX, Wu EQ, Xie J.",J Blood Med. 2016 Jul 4;7:129-37. doi: 10.2147/JBM.S104074. eCollection 2016.,Pocoski J,J Blood Med,2016,23/07/2016,PMC4938137,NA,10.2147/JBM.S104074,,09/09/2022
27288979,Comparative Efficacy of Ceritinib and Crizotinib as Initial ALK-Targeted Therapies in Previously Treated Advanced NSCLC: An Adjusted Comparison with External Controls,"Tan DS, AraÃºjo A, Zhang J, Signorovitch J, Zhou ZY, Cai X, Liu G.",J Thorac Oncol. 2016 Sep;11(9):1550-7. doi: 10.1016/j.jtho.2016.05.029. Epub 2016 Jun 8.,Tan DS,J Thorac Oncol,2016,12/06/2016,NA,NA,10.1016/j.jtho.2016.05.029,,09/09/2022
26839044,Daclatasvir and Sofosbuvir Versus Sofosbuvir and Ribavirin in Patients with Chronic Hepatitis C Coinfected with HIV: A Matching-adjusted Indirect Comparison,"Swallow E, Song J, Yuan Y, Kalsekar A, Kelley C, Peeples M, Mu F, Ackerman P, Signorovitch J.",Clin Ther. 2016 Feb;38(2):404-12. doi: 10.1016/j.clinthera.2015.12.017. Epub 2016 Feb 3.,Swallow E,Clin Ther,2016,04/02/2016,NA,NA,10.1016/j.clinthera.2015.12.017,,09/09/2022
26793987,Daclatasvir + asunaprevir versus sofosbuvir/ledipasvir for hepatitis C genotype 1 in Japanese patients: an indirect comparison,"Swallow E, Kelley C, Signorovitch J, Wygant G, McPhee F.",J Comp Eff Res. 2016 May;5(3):273-9. doi: 10.2217/cer.15.69. Epub 2016 Jan 21.,Swallow E,J Comp Eff Res,2016,23/01/2016,NA,NA,10.2217/cer.15.69,,09/09/2022
26602976,An Indirect Comparison of Everolimus Versus Axitinib in US Patients With Advanced Renal Cell Carcinoma in Whom Prior Sunitinib Therapy Failed,"Sherman S, Amzal B, Calvo E, Wang X, Park J, Liu Z, Lin C, Casciano R.",Clin Ther. 2015 Oct 22:S0149-2918(15)01144-3. doi: 10.1016/j.clinthera.2015.09.013. Online ahead of print.,Sherman S,Clin Ther,2015,26/11/2015,NA,NA,10.1016/j.clinthera.2015.09.013,,11/09/2022
26455472,"Indirect comparison of the antiviral efficacy of peginterferon alpha 2a plus ribavirin used with or without simeprevir in genotype 4 hepatitis C virus infection, where common comparator study arms are lacking: a special application of the matching adjusted indirect comparison methodology","Van Sanden S, Pisini M, Duchesne I, Mehnert A, Belsey J.",Curr Med Res Opin. 2016;32(1):147-54. doi: 10.1185/03007995.2015.1106934. Epub 2015 Oct 29.,Van Sanden S,Curr Med Res Opin,2016,13/10/2015,NA,NA,10.1185/03007995.2015.1106934,,13/09/2022
26390233,Daclatasvir + sofosbuvir versus standard of care for hepatitis C genotype 3: a matching-adjusted indirect comparison,"Swallow E, Song J, Yuan Y, Kalsekar A, Kelley C, Mu F, Kim S, Noviello S, Signorovitch J.",J Comp Eff Res. 2016 Mar;5(2):129-39. doi: 10.2217/cer.15.49. Epub 2015 Sep 21.,Swallow E,J Comp Eff Res,2016,22/09/2015,NA,NA,10.2217/cer.15.49,,13/09/2022
26159375,Comparative efficacy and safety of daclatasvir/asunaprevir versus IFN-based regimens in genotype 1b hepatitis C virus infection,"Signorovitch JE, Betts KA, Song Y, Sorg RA, Li J, Behl AS, Kalsekar A.",J Comp Eff Res. 2015 Nov;4(6):593-605. doi: 10.2217/cer.15.33. Epub 2015 Jul 10.,Signorovitch JE,J Comp Eff Res,2015,11/07/2015,NA,NA,10.2217/cer.15.33,,13/09/2022
27202160,Comparison of Mean Overall Survival (OS) and Radiographic Progression Free Survival (RPFS) Based on Matching Adjusted Indirect Comparison of Abiraterone Acetate and Enzalutamide for the Treatment of Castration-Resistant Prostate Cancer in Chemotherapy NaÃ¯ve Patients,"Dearden L, Majer I, Heeg B, Liwing J, Sandstrom K, Diels J.",Value Health. 2014 Nov;17(7):A616. doi: 10.1016/j.jval.2014.08.2170. Epub 2014 Oct 26.,Dearden L,Value Health,2014,21/05/2016,NA,NA,10.1016/j.jval.2014.08.2170,abstract only,XX
27202151,"Comparative Effectiveness of Treatments for Relapsed or Refractory Mantle Cell Lymphoma (R/R MCL), Using Matching Adjusted Indirect Comparison","Tongbram V, Sengupta N, Gaudig M, Sidhu M, Exuzides A, Colby C, Sanden SV, McGovern A.",Value Health. 2014 Nov;17(7):A614-5. doi: 10.1016/j.jval.2014.08.2163. Epub 2014 Oct 26.,Tongbram V,Value Health,2014,21/05/2016,NA,NA,10.1016/j.jval.2014.08.2163,abstract only,XX
25356603,One-year and long-term molecular response to nilotinib and dasatinib for newly diagnosed chronic myeloid leukemia: a matching-adjusted indirect comparison,"Signorovitch JE, Betts KA, Reichmann WM, Thomason D, Galebach P, Wu EQ, Chen L, DeAngelo DJ.",Curr Med Res Opin. 2015 Feb;31(2):315-22. doi: 10.1185/03007995.2014.977992. Epub 2014 Nov 7.,Signorovitch JE,Curr Med Res Opin,2015,31/10/2014,NA,NA,10.1185/03007995.2014.977992,,14/09/2022
24314093,Everolimus and sunitinib for advanced pancreatic neuroendocrine tumors: a matching-adjusted indirect comparison,"Signorovitch J, Swallow E, Kantor E, Wang X, Klimovsky J, Haas T, Devine B, Metrakos P.",Exp Hematol Oncol. 2013 Dec 6;2(1):32. doi: 10.1186/2162-3619-2-32.,Signorovitch J,Exp Hematol Oncol,2013,10/12/2013,PMC4175512,NA,10.1186/2162-3619-2-32,,14/09/2022
23975660,Comparative efficacy of guanfacine extended release versus atomoxetine for the treatment of attention-deficit/hyperactivity disorder in children and adolescents: applying matching-adjusted indirect comparison methodology,"Sikirica V, Findling RL, Signorovitch J, Erder MH, Dammerman R, Hodgkins P, Lu M, Xie J, Wu EQ.",CNS Drugs. 2013 Nov;27(11):943-53. doi: 10.1007/s40263-013-0102-x.,Sikirica V,CNS Drugs,2013,27/08/2013,PMC3824845,NA,10.1007/s40263-013-0102-x,,15/09/2022
23339434,Matching-adjusted indirect comparison of adalimumab vs etanercept and infliximab for the treatment of psoriatic arthritis,"Kirson NY, Rao S, Birnbaum HG, Kantor E, Wei RS, Cifaldi M.",J Med Econ. 2013;16(4):479-89. doi: 10.3111/13696998.2013.768530. Epub 2013 Feb 7.,Kirson NY,J Med Econ,2013,24/01/2013,NA,NA,10.3111/13696998.2013.768530,,15/09/2022
23113551,Cost effectiveness of guanfacine extended-release versus atomoxetine for the treatment of attention-deficit/hyperactivity disorder: application of a matching-adjusted indirect comparison,"Erder MH, Xie J, Signorovitch JE, Chen KS, Hodgkins P, Lu M, Wu EQ, Sikirica V.",Appl Health Econ Health Policy. 2012 Nov 1;10(6):381-95. doi: 10.1007/BF03261873.,Erder MH,Appl Health Econ Health Policy,2012,02/11/2012,NA,NA,10.1007/BF03261873,,15/09/2022
21819162,Comparative efficacy of vildagliptin and sitagliptin in Japanese patients with type 2 diabetes mellitus: a matching-adjusted indirect comparison of randomized trials,"Signorovitch JE, Wu EQ, Swallow E, Kantor E, Fan L, Gruenberger JB.",Clin Drug Investig. 2011;31(9):665-74. doi: 10.2165/11592490-000000000-00000.,Signorovitch JE,Clin Drug Investig,2011,09/08/2011,NA,NA,10.2165/11592490-000000000-00000,,16/09/2022
21585706,Comparative effectiveness of bevacizumab plus cisplatin-based chemotherapy versus pemetrexed plus cisplatin treatment in East Asian non-squamous non-small cell lung cancer patients applying real-life outcomes,"Chang GC, Ahn MJ, Wright E, Kim HT, Kim JH, Kang JH, Kim SW, Sherman S, Walzer S.",Asia Pac J Clin Oncol. 2011 Jun;7 Suppl 2:34-40. doi: 10.1111/j.1743-7563.2011.01400.x.,Chang GC,Asia Pac J Clin Oncol,2011,19/05/2011,NA,NA,10.1111/j.1743-7563.2011.01400.x,,16/09/2022
21524239,Comparative efficacy of nilotinib and dasatinib in newly diagnosed chronic myeloid leukemia: a matching-adjusted indirect comparison of randomized trials,"Signorovitch JE, Wu EQ, Betts KA, Parikh K, Kantor E, Guo A, Bollu VK, Williams D, Wei LJ, DeAngelo DJ.",Curr Med Res Opin. 2011 Jun;27(6):1263-71. doi: 10.1185/03007995.2011.576238. Epub 2011 Apr 28.,Signorovitch JE,Curr Med Res Opin,2011,29/04/2011,NA,NA,10.1185/03007995.2011.576238,,16/09/2022
34991104,"A Cost-effectiveness Analysis Comparing Pembrolizumab-Axitinib, Nivolumab-Ipilimumab, and Sunitinib for Treatment of Advanced Renal Cell Carcinoma","Chan A, Dang C, Wisniewski J, Weng X, Hynson E, Zhong L, Wilson L.",Am J Clin Oncol. 2022 Feb 1;45(2):66-73. doi: 10.1097/COC.0000000000000884.,Chan A,Am J Clin Oncol,2022,06/01/2022,NA,NA,10.1097/COC.0000000000000884,"To be excluded: say they do a MAIC but from the description of their methodology and lack of references to the appropriate literature, it is not clear that they actually are doing one",16/09/2022
34080140,The Cost-Effectiveness of Lorlatinib Versus Chemotherapy as a Second- or Third-Line Treatment in Anaplastic Lymphoma Kinase (ALK)-Positive Non-small-cell Lung Cancer in Sweden,"Nilsson FOL, Asanin ST, Masters ET, Iadeluca L, Almond C, Cooper M, Smith S.",Pharmacoeconomics. 2021 Aug;39(8):941-952. doi: 10.1007/s40273-021-01015-8. Epub 2021 Jun 3.,Nilsson FOL,Pharmacoeconomics,2021,03/06/2021,PMC8298221,NA,10.1007/s40273-021-01015-8,,16/09/2022
33052055,Comparative efficacy of cemiplimab versus other systemic treatments for advanced cutaneous squamous cell carcinoma,"Keeping S, Xu Y, Chen CI, Cope S, Mojebi A, Kuznik A, Konidaris G, Ayers D, Sasane M, Allen R, Huynh TM, Popoff E, Freeman M, Andria ML, Fury MG, Singh K, Stockfleth E, Challapalli A, Schmults CD.",Future Oncol. 2021 Feb;17(5):611-627. doi: 10.2217/fon-2020-0823. Epub 2020 Oct 14.,Keeping S,Future Oncol,2021,14/10/2020,NA,NA,10.2217/fon-2020-0823,,16/09/2022
32826180,Cost-effectiveness of Pembrolizumab versus Carboplatin-based Chemotherapy as First-line Treatment of PD-L1-positive Locally Advanced or Metastatic Urothelial Carcinoma Ineligible for Cisplatin-based Therapy in the United States,"Hale O, Patterson K, Lai Y, Meng Y, Li H, Godwin JL, Homet Moreno B, Mamtani R.",Clin Genitourin Cancer. 2021 Feb;19(1):e17-e30. doi: 10.1016/j.clgc.2020.07.006. Epub 2020 Jul 16.,Hale O,Clin Genitourin Cancer,2021,23/08/2020,NA,NA,10.1016/j.clgc.2020.07.006,,16/09/2022
32550696,Rosacea Treatment Satisfaction: Matching Adjusted Indirect Treatment Comparison Analysis of Metronidazole Gel or Cream vs Azelaic Acid Foam,"Williamson T, LaRose A, Cameron J, Lott J, Eaddy M, Hopson S, Shih HC, Tennant LT.",J Drugs Dermatol. 2020 Mar 1;19(3):295-304.,Williamson T,J Drugs Dermatol,2020,19/06/2020,NA,NA,10.36849/JDD.2020.3679,"Not using aggregated data, using only IPD",XX
30547369,Pembrolizumab for Locally Advanced or Metastatic Urothelial Cancer Where Cisplatin is Unsuitable: An Evidence Review Group Perspective of a NICE Single Technology Appraisal,"Ren S, Squires H, Hock E, Kaltenthaler E, Rawdin A, Alifrangis C.",Pharmacoeconomics. 2019 Sep;37(9):1073-1080. doi: 10.1007/s40273-018-0750-2.,Ren S,Pharmacoeconomics,2019,15/12/2018,NA,NA,10.1007/s40273-018-0750-2,"health technology approval mentioning results from a STC, but not conducting one",XX
25414048,No evidence of disease activity: indirect comparisons of oral therapies for the treatment of relapsing-remitting multiple sclerosis,"Nixon R, Bergvall N, Tomic D, Sfikas N, Cutter G, Giovannoni G.",Adv Ther. 2014 Nov;31(11):1134-54. doi: 10.1007/s12325-014-0167-z. Epub 2014 Nov 21.,Nixon R,Adv Ther,2014,22/11/2014,PMC4245493,,10.1007/s12325-014-0167-z,"Discarded during articles selection process, but included after seeing a reference to it in the literature",13/09/2022
