key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,pubmed_id,pmc_id
rayyan-804155849,Cost effectiveness of guanfacine extended-release versus atomoxetine for the treatment of attention-deficit/hyperactivity disorder: application of a matching-adjusted indirect comparison.,2012,11,1,Applied health economics and health policy,1179-1896 (Electronic),10,6,381-95,Erder MH and Xie J and Signorovitch JE and Chen KS and Hodgkins P and Lu M and Wu EQ and Sikirica V,https://pubmed.ncbi.nlm.nih.gov/23113551/,eng,,New Zealand,"BACKGROUND: About 7% of children and adolescents are diagnosed with attention-deficit/hyperactivity disorder (ADHD) in the US. Patients with ADHD who are intolerant of or do not have an optimal response to stimulants often use non-stimulants as alternative therapies. Guanfacine extended-release (GXR) and atomoxetine (ATX) are the only non-stimulants approved by the US Food and Drug Administration for once-daily use in the treatment of children and adolescents with ADHD in the US. ATX has been on the market since 2002 while GXR was recently approved in 2009. To date, there is no comparative effectiveness or cost-effectiveness study comparing the two drugs. OBJECTIVES: The aim of this study was to assess the cost effectiveness of GXR versus ATX for the treatment of ADHD in children and adolescents, using the comparative efficacy results from a matching-adjusted indirect comparison (MAIC). METHODS: The MAIC method was used to compare the efficacy between GXR (target dose and lower doses) and ATX (target dose) in the absence of head-to-head clinical trials. Individual patients in the GXR trials were weighted such that the summary baseline characteristics and the efficacy of the placebo arm of the GXR trials matched exactly with those from published ATX trials. After weighting, the efficacy (i.e. change in the ADHD rating scale, fourth edition [ADHD-RS-IV] total score from baseline) was compared between each GXR dosing group and the ATX group. The results from the MAIC analyses were used to populate a 1-year Markov model that is used to compare the cost effectiveness of GXR versus ATX from a US third-party payer perspective. Effectiveness outcomes for each treatment group were estimated as the proportion of responders, defined as patients with ≥25% reduction in ADHD-RS-IV total score from baseline, and average quality-adjusted life years (QALYs). Utilities associated with response/non-response and disutilities due to adverse events were applied in the model. Costs included drug and medical service costs and were inflated to 2011 US dollars ($US). Incremental cost/QALY and incremental cost/responder were estimated. Univariate sensitivity analyses were conducted by varying all model parameters, including costs, utilities, and response rate. RESULTS: The target dose of GXR was 0.12 mg/kg/day. In match-adjusted populations with balanced baseline characteristics, patients receiving GXR at the dose of 0.09-0.12(p = 0.0016) [DOSAGE ERROR CORRECTED] and 0.075-0.09 mg/kg/day (p = 0.0248) had better efficacy, while those receiving GXR at the dose of 0.046-0.075 mg/kg/day had comparable efficacy (p = 0.0699), compared with patients receiving ATX at the target dose of 1.2 mg/kg/day. In the base case of the cost-effectiveness analysis (CEA), GXR had incremental cost-effectiveness ratios of $US10 637/QALY and $US853/responder, compared with ATX (incremental costs: $US74; incremental effectiveness: 0.007 QALYs and 86 responders per 1000 patients treated). Results of all univariate sensitivity analyses showed that the model results were robust to changes in model inputs. CONCLUSIONS: To our knowledge, this is the first application of the novel comparative efficacy method of MAIC to a CEA model. The MAIC results indicate that GXR (0.075-0.12 mg/kg/day) was more effective than ATX (1.2 mg/kg/day) in the trial population. The CEA results indicate that GXR is cost effective compared with ATX for the treatment of ADHD in children and adolescents.","RAYYAN-INCLUSION: {""Max""=>""Included""}",23113551,
rayyan-804155850,Mixed treatment comparison of the treatment discontinuations of biologic disease-modifying antirheumatic drugs in adults with rheumatoid arthritis.,2012,11,,The Annals of pharmacotherapy,1542-6270 (Electronic),46,11,1491-505,Desai RJ and Hansen RA and Rao JK and Wilkins TM and Harden EA and Yuen A and Jonas DE and Roubey R and Jonas B and Gartlehner G and Lux L and Donahue KE,https://pubmed.ncbi.nlm.nih.gov/23092868/,eng,,United States,"BACKGROUND: Introduction of biologic disease-modifying antirheumatic drugs (DMARDs) has considerably changed treatment options for rheumatoid arthritis (RA) over the past decade. Very little information is available on comparative discontinuation rates of the biologics. OBJECTIVE: To compare treatment discontinuations for 9 biologic DMARDs in adults with RA. METHODS: We searched electronic databases through May 2012 to retrieve randomized controlled trials (RCTs) of patients with RA that compared biologic DMARDs with placebo or another biologic DMARD. The primary outcome was treatment discontinuation during the blinded phase of the trials, measured as overall withdrawals, withdrawals resulting from lack of efficacy, and withdrawals resulting from adverse events. Random-effects meta-analysis estimated the effect size for individual agents, and adjusted indirect comparisons were made between biologics using mixed treatment comparisons (MTC) meta-analysis. RESULTS: Forty-four trials were included in the analysis. In comparison with placebo, biologics were less likely to be withdrawn because of lack of efficacy (OR 0.22, 95% CI 0.17 to 0.27) and more likely to be withdrawn because of an adverse event (OR 1.41, 95% CI 1.16 to 1.70). Based on the MTC, certolizumab had the most favorable overall withdrawal profile, followed by etanercept and rituximab. Certolizumab had lower relative withdrawal rates resulting from lack of efficacy than adalimumab, anakinra, and infliximab. Anakinra had higher relative withdrawal rates resulting from lack of efficacy than most other biologics. Certolizumab and infliximab had more, while etanercept had fewer, withdrawals because of adverse events than most other drugs. CONCLUSIONS: Based on MTC using data from RCTs, differences in discontinuation rates were observed, generally favoring certolizumab, etanercept, and rituximab over other biologic DMARDs. These potential differences need to be further explored in head-to-head trials or well-conducted observational studies.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no_paitc",23092868,
rayyan-804155851,Statistical approaches to indirectly compare bioequivalence between generics: a comparison of methodologies employing artemether/lumefantrine 20/120 mg tablets as prequalified by WHO.,2012,12,,European journal of clinical pharmacology,1432-1041 (Electronic),68,12,1611-8,Gwaza L and Gordon J and Welink J and Potthast H and Hansson H and Stahl M and García-Arieta A,https://pubmed.ncbi.nlm.nih.gov/23011014/,eng,,Germany,"PURPOSE: The objective of this study was to compare different methods of adjusted indirect comparisons that can be used to investigate the relative bioavailability of different generic products. To achieve this goal, generic artemether/lumefantrine 20/120 mg tablets that have been prequalified by the World Health Organization (WHO) were selected as model products for study. METHODS: Data from three bioequivalence studies conducted independently that compared three generics with the same reference product were used to indirectly determine the relative bioavailability between the generics themselves. RESULTS: The different methods of indirect comparison examined in this study provide consistent results. Methods based on the assumption of a large sample size give slightly narrower 90 % confidence intervals. Therefore, the use of methods based on the t test is recommended. Given the precision of the area under the time-concentration curve (AUC) data, it is possible to conclude that the extent of exposure of artemether and lumefantrine is bioequivalent between the different generics studied. However, given the precision of the drug peak concentration (C(max)) data, it is not possible to demonstrate equivalence within the conventional acceptance range for all comparisons; it is possible to conclude bioequivalence within the widened acceptance range 75-133 %. CONCLUSIONS: From a clinical viewpoint, not only are these prequalified generics bioequivalent and interchangeable with the reference product (Coartem, Novartis), but also the existing indirect evidence makes it possible to conclude that these WHO prequalified products are bioequivalent between themselves with respect to the AUC. The lack of the necessary precision to demonstrate bioequivalence between generics with respect to the C(max) within the conventional acceptance range does not preclude considering them as interchangeable, if necessary, since C(max) is considered to be of less clinical relevance for the relevant therapy.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no_paitc,methodological",23011014,
rayyan-804155852,Matching-adjusted indirect comparisons: a new tool for timely comparative effectiveness research.,2012,9,,Value in health : the journal of the International Society for Pharmacoeconomics and           Outcomes Research,1524-4733 (Electronic),15,6,940-7,Signorovitch JE and Sikirica V and Erder MH and Xie J and Lu M and Hodgkins PS and Betts KA and Wu EQ,https://pubmed.ncbi.nlm.nih.gov/22999145/,eng,,United States,"OBJECTIVE: In the absence of head-to-head randomized trials, indirect comparisons of treatments across separate trials can be performed. However, these analyses may be biased by cross-trial differences in patient populations, sensitivity to modeling assumptions, and differences in the definitions of outcome measures. The objective of this study was to demonstrate how incorporating individual patient data (IPD) from trials of one treatment into indirect comparisons can address several limitations that arise in analyses based only on aggregate data. METHODS: Matching-adjusted indirect comparisons (MAICs) use IPD from trials of one treatment to match baseline summary statistics reported from trials of another treatment. After matching, by using an approach similar to propensity score weighting, treatment outcomes are compared across balanced trial populations. This method is illustrated by reviewing published MAICs in different therapeutic areas. A novel analysis in attention deficit/hyperactivity disorder further demonstrates the applicability of the method. The strengths and limitations of MAICs are discussed in comparison to those of indirect comparisons that use only published aggregate data. RESULTS: Example applications were selected to illustrate how indirect comparisons based only on aggregate data can be limited by cross-trial differences in patient populations, differences in the definitions of outcome measures, and sensitivity to modeling assumptions. The use of IPD and MAIC is shown to address these limitations in the selected examples by reducing or removing the observed cross-trial differences. An important assumption of MAIC, as in any comparison of nonrandomized treatment groups, is that there are no unobserved cross-trial differences that could confound the comparison of outcomes. CONCLUSIONS: Indirect treatment comparisons can be limited by cross-trial differences. By combining IPD with published aggregate data, MAIC can reduce observed cross-trial differences and provide decision makers with timely comparative evidence.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: methodological",22999145,
rayyan-804155853,Combining individual patient data and aggregate data in mixed treatment comparison meta-analysis: Individual patient data may be beneficial if only for a subset of trials.,2013,3,15,Statistics in medicine,1097-0258 (Electronic),32,6,914-30,Donegan S and Williamson P and D'Alessandro U and Garner P and Smith CT,https://pubmed.ncbi.nlm.nih.gov/22987606/,eng,,England,"BACKGROUND: Individual patient data (IPD) meta-analysis is the gold standard. Aggregate data (AD) and IPD can be combined using conventional pairwise meta-analysis when IPD cannot be obtained for all relevant studies. We extend the methodology to combine IPD and AD in a mixed treatment comparison (MTC) meta-analysis. METHODS: The proposed random-effects MTC models combine IPD and AD for a dichotomous outcome. We study the benefits of acquiring IPD for a subset of trials when assessing the underlying consistency assumption by including treatment-by-covariate interactions in the model. We describe three different model specifications that make increasingly stronger assumptions regarding the interactions. We illustrate the methodology through application to real data sets to compare drugs for treating malaria by using the outcome unadjusted treatment success at day 28. We compare results from AD alone, IPD alone and all data. RESULTS: When IPD contributed (i.e. either using IPD alone or combining IPD and AD), the chains converged, and we identified statistically significant regression coefficients for the interactions. Using IPD alone, we were able to compare only three of the six treatments of interest. When models were fitted to AD, the treatment effects and regression coefficients for the interactions were far more imprecise, and the chains did not converge. CONCLUSIONS: The models combining IPD and AD encapsulated all available evidence. When exploring interactions, it can be beneficial to obtain IPD for a subset of trials and to combine IPD with additional AD.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-LABELS: to_read | RAYYAN-EXCLUSION-REASONS: methodological",22987606,
rayyan-804155854,Simulation evaluation of statistical properties of methods for indirect and mixed treatment comparisons.,2012,9,12,BMC medical research methodology,1471-2288 (Electronic),12,,138,Song F and Clark A and Bachmann MO and Maas J,https://pubmed.ncbi.nlm.nih.gov/22970794/,eng,,,"BACKGROUND: Indirect treatment comparison (ITC) and mixed treatment comparisons (MTC) have been increasingly used in network meta-analyses. This simulation study comprehensively investigated statistical properties and performances of commonly used ITC and MTC methods, including simple ITC (the Bucher method), frequentist and Bayesian MTC methods. METHODS: A simple network of three sets of two-arm trials with a closed loop was simulated. Different simulation scenarios were based on different number of trials, assumed treatment effects, extent of heterogeneity, bias and inconsistency. The performance of the ITC and MTC methods was measured by the type I error, statistical power, observed bias and mean squared error (MSE). RESULTS: When there are no biases in primary studies, all ITC and MTC methods investigated are on average unbiased. Depending on the extent and direction of biases in different sets of studies, ITC and MTC methods may be more or less biased than direct treatment comparisons (DTC). Of the methods investigated, the simple ITC method has the largest mean squared error (MSE). The DTC is superior to the ITC in terms of statistical power and MSE. Under the simulated circumstances in which there are no systematic biases and inconsistencies, the performances of MTC methods are generally better than the performance of the corresponding DTC methods. For inconsistency detection in network meta-analysis, the methods evaluated are on average unbiased. The statistical power of commonly used methods for detecting inconsistency is very low. CONCLUSIONS: The available methods for indirect and mixed treatment comparisons have different advantages and limitations, depending on whether data analysed satisfies underlying assumptions. To choose the most valid statistical methods for research synthesis, an appropriate assessment of primary studies included in evidence network is required.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-LABELS: to_read | RAYYAN-EXCLUSION-REASONS: no_paitc,methodological | USER-NOTES: {""Max""=>[""Give overview of different meta analysis methods""]}",22970794,PMC3524036
rayyan-804155855,Two zotarolimus-eluting stent generations: a meta-analysis of 12 randomised trials versus other limus-eluting stents and an adjusted indirect comparison.,2012,11,,Heart (British Cardiac Society),1468-201X (Electronic),98,22,1632-40,Cassese S and Ndrepepa G and King LA and Tada T and Fusaro M and Kastrati A,https://pubmed.ncbi.nlm.nih.gov/22949487/,eng,,England,"OBJECTIVE: To evaluate efficacy and safety of two zotarolimus-eluting stent generations versus other limus-eluting stents (LES), and to compare Resolute zotarolimus-eluting stents (R-ZES) with Endeavor zotarolimus-eluting stents (E-ZES). BACKGROUND: The performance of zotarolimus-eluting stents versus other LES, and the possible improvements of R-ZES versus E-ZES still remain to be defined. METHODS: We undertook a meta-analysis of trials in which patients were randomly assigned to percutaneous coronary interventions (PCI) with R-ZES versus LES, or with E-ZES versus LES, as well as an indirect comparison of R-ZES versus E-ZES, with LES as common comparator. The primary efficacy endpoint was ischaemia-driven target vessel revascularisation (ID-TVR); the primary safety endpoints were myocardial infarction (MI), cardiac death and cumulative definite/probable stent thrombosis (ST). RESULTS: Overall, 13'709 patients were assigned to PCI with R-ZES versus LES (n=7185) or with E-ZES versus LES (n=6524). The risk of ID-TVR (OR (95% CI)=1.06 (0.90 to 1.25), p=0.47), MI (1.00 (0.81 to 1.25), p=0.97), cardiac death (0.99 (0.69 to 1.42), p=0.96) and ST (1.18 (0.68 to 2.03), p=0.56) did not differ between R-ZES and LES. Patients receiving E-ZES were more likely to undergo ID-TVR as compared with those receiving LES (1.95 (1.40 to 2.73), p<0.0001). The risk of MI (0.91 (0.54 to 1.54), p=0.73), cardiac death (1.02 (0.54 to 1.91), p=0.96) and ST (1.10 (0.50 to 2.44), p=0.81) was similar between E-ZES and LES. At indirect comparison, PCI with R-ZES versus E-ZES reduced the risk of ID-TVR (0.54 (0.37 to 0.78), p=0.001), without increasing MI (1.09 (0.62 to 1.93), p=0.74), cardiac death (0.97 (0.46 to 2.00), p=0.93) and ST (1.07 (0.40 to 2.80), p=0.88). CONCLUSIONS: The antirestenotic efficacy of Resolute zotarolimus-eluting stents is superior to Endeavor zotarolimus-eluting stents and similar to other limus-eluting stents. Endeavor zotarolimus-eluting stents increase the risk of reinterventions as compared with other limus-eluting stents. First and second-generation zotarolimus-eluting stents have similar thrombogenicity compared with other limus-eluting stents.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no_paitc",22949487,
rayyan-804155856,The cost effectiveness of newer epilepsy treatments: a review of the literature on partial-onset seizures.,2012,10,1,PharmacoEconomics,1179-2027 (Electronic),30,10,903-23,Bolin K and Forsgren L,https://pubmed.ncbi.nlm.nih.gov/22924967/,eng,,New Zealand,"BACKGROUND AND OBJECTIVE: Epilepsy is one of the most common neurological disorders, affecting more than 3 million people in Europe. This paper reviews the published evidence regarding the cost effectiveness of second-generation antiepileptic drugs (AEDs). METHODS: A systematic literature search was performed, using the databases Academic Search Complete, Econlit, EMBASE and MEDLINE. Health economic evaluations of newer (second-generation) AEDs, published as full-length journal articles, were searched for. We focused on evaluations of newer AEDs as treatment for partial-onset seizures. 470 studies were initially identified and 19 were finally included. Information regarding (i) AEDs studied, (ii) cost effectiveness, and (iii) a variety of health economic modelling specifics was extracted from each study. Then, the included studies were summarized and a quality assessment was performed, according to the British Medical Journal's guidelines for economic studies. RESULTS: The results were as follows: (i) the cost per additional QALY for newer AEDs used as adjunctive treatment, compared with standard therapy, ranged between $US19 139 (levetiracetam) and $US57 210 (pregabalin) [year 2010 values]; no cost-effectiveness evidence was identified for felbamate, eslicarbazepine, oxcarbazepine or tiagabine; and (ii) all studies met at least 60% of the British Medical Journal's guidelines criteria, and seven studies were found to satisfy more than 80% of the criteria. Guidelines criteria not met involve inadequate reporting of input data and modelling details, including validation and availability of models used for cost-effectiveness calculations. CONCLUSIONS: Although failure to meet good practice guidelines influences the reliability of the presented evidence adversely, a sufficient number of the included studies were found to comply enough with the guidelines in order for the qualitative content of the cost-effectiveness results - that some of the newer AEDs are cost effective - to be reliable. In fact, this conclusion is likely to be relatively robust, since the effect of improved seizure control on labour market performance was not included in the base-case results in any of the included studies and improved seizure control need only to have a moderate effect on sickness absenteeism in order for the corresponding treatment to be cost effective even when willingness to pay for an additional QALY is low. However, the cost effectiveness of newer AEDs has only been studied for a small number of settings, and hence future studies incorporating additional settings are needed.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no_paitc",22924967,
rayyan-804155857,Systematic review and adjusted indirect comparison meta-analysis of oral anticoagulants in atrial fibrillation.,2012,9,1,Circulation. Cardiovascular quality and outcomes,1941-7705 (Electronic),5,5,711-9,Baker WL and Phung OJ,https://pubmed.ncbi.nlm.nih.gov/22912382/,eng,,United States,"BACKGROUND: Oral anticoagulants such as apixaban, dabigatran, and rivaroxaban are alternatives to warfarin for preventing events in patients with atrial fibrillation. Direct comparative studies between agents are unavailable. Our objective was to conduct an adjusted indirect comparison meta-analysis between new oral agents in atrial fibrillation. METHODS AND RESULTS: We searched MEDLINE and Cochrane Central through February 2012 for randomized, controlled trials in patients with atrial fibrillation evaluating apixaban, dabigatran, or rivaroxaban versus warfarin. For dabigatran, only data from the Food and Drug Administration-approved dose were included. Outcomes included the composite of stroke or systemic embolism, any stroke, and major bleeding among, others. Outcomes were initially pooled using standard random-effects methods, producing risk ratio and 95% confidence intervals. Adjusted indirect comparisons using these pooled estimates were then performed. A total of 44 733 patients from 4 studies were analyzed. Most analyses yielded no differences between agents. Dabigatran lowered risk of composite outcome (risk ratio, 0.75; 95% confidence interval, 0.57-1.00), ischemic stroke (0.67; 0.48-0.93), and hemorrhagic stroke (0.45; 0.45-0.99) versus rivaroxaban. No differences in all strokes or mortality were seen. Apixaban lowered the risk of major bleeding (0.74; 0.60-0.91) and gastrointestinal bleeding (0.58; 0.41-0.82) versus dabigatran and major bleeding versus rivaroxaban (0.68; 0.55-0.83), but increased systemic emboli versus rivaroxaban (3.86; 1.17-12.75). CONCLUSIONS: Significant differences in efficacy and safety parameters may exist between oral anticoagulant agents in patients with atrial fibrillation. Apixaban lowers the risk of major and gastrointestinal bleeding versus dabigatran and rivaroxaban. Dabigatran lowers the composite of stroke or systemic emboli, and ischemic stroke versus rivaroxaban. Head-to-head clinical trials are required to confirm these findings.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no_paitc",22912382,
rayyan-804155858,Dabigatran versus rivaroxaban for the prevention of stroke and systemic embolism in atrial fibrillation in Canada. Comparative efficacy and cost-effectiveness.,2012,10,,Thrombosis and haemostasis,2567-689X (Electronic),108,4,672-82,Kansal AR and Sharma M and Bradley-Kennedy C and Clemens A and Monz BU and Peng S and Roskell N and Sorensen SV,https://pubmed.ncbi.nlm.nih.gov/22898892/,eng,,Germany,"Canadian patients with atrial fibrillation (AF) in whom anticoagulation is appropriate have two new choices for anticoagulation for prevention of stroke and systemic embolism--dabigatran etexilate (dabigatran) and rivaroxaban. Based on the RE-LY and ROCKET AF trial results, we investigated the cost-effectiveness of dabigatran (twice daily dosing of 150 mg or 110 mg based on patient age) versus rivaroxaban from a Canadian payer perspective. A formal indirect treatment comparison (ITC) of dabigatran versus rivaroxaban was performed, using dabigatran clinical event rates from RE-LY for the safety-on-treatment population, adjusted to the ROCKET AF population. A previously described Markov model was modified to simulate anticoagulation treatment using ITC results as inputs. Model outputs included total costs, event rates, and quality-adjusted life-years (QALYs). The ITC found when compared to rivaroxaban, dabigatran had a lower risk of intracranial haemorrhage (ICH) (relative risk [RR] = 0.38; 95% confidence interval [CI] 0.21 - 0.67) and stroke (RR = 0.62; 95%CI 0.45-0.87). Over a lifetime horizon, the model found dabigatran-treated patients experienced fewer ICHs (0.33 dabigatran vs. 0.71 rivaroxaban) and ischaemic strokes (3.40 vs. 3.96) per 100 patient-years, and accrued more QALYs (6.17 vs. 6.01). Dabigatran-treated patients had lower acute care and long-term follow-up costs per patient ($52,314 vs. $53,638) which more than offset differences in drug costs ($7,299 vs. $6,128). In probabilistic analysis, dabigatran had high probability of being the most cost-effective therapy at common thresholds of willingness-to-pay (93% at a $20,000/QALY threshold). This study found dabigatran is economically dominant versus rivaroxaban for prevention of stroke and systemic embolism among Canadian AF patients.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-LABELS: FULL_ARTICLE | RAYYAN-EXCLUSION-REASONS: no_paitc | USER-NOTES: {""Max""=>[""Using patient-level data to carry the adjustment""]}",22898892,
rayyan-804155859,"Cost-effectiveness of everolimus vs sunitinib in treating patients with advanced, progressive pancreatic neuroendocrine tumors in the United States.",2012,,,Journal of medical economics,1941-837X (Electronic),15,,55-64,Casciano R and Chulikavit M and Perrin A and Liu Z and Wang X and Garrison LP,https://pubmed.ncbi.nlm.nih.gov/22881362/,eng,,England,"BACKGROUND: Everolimus (Afinitor) and sunitinib (Sutent) were recently approved to treat patients with advanced, progressive pancreatic neuroendocrine tumors (pNETs). (Afinitor is a registered trademark of Novartis Pharmaceuticals Corporation, East Hanover, NJ, USA; Sutent is a registered trademark of Pfizer Inc., New York, NY, USA.) This analysis examined the projected cost-effectiveness of everolimus vs sunitinib in this setting from a US payer perspective. METHODS: A semi-Markov model was developed to simulate a cohort of patients with advanced, progressive pNET and to estimate the cost per life-year gained (LYG) and per quality-adjusted life-year (QALY) gained when treating with everolimus vs sunitinib. Efficacy data were based on a weight-adjusted indirect comparison of the agents using phase 3 trial data. Model health states included: stable disease with no adverse events, stable disease with adverse events, disease progression, and death. Therapy costs were based on wholesale acquisition cost. Other costs such as physician visits, tests, hospitalizations, and adverse event costs were obtained from literature and/or primary research. Utility inputs were based on primary research. Sensitivity analyses were conducted to test the model's robustness. RESULTS: In the base-case analysis, everolimus was associated with an incremental 0.448 LYG (0.304 QALYs) at an incremental cost of $12,673, resulting in an incremental cost-effectiveness ratio (ICER) of $28,281/LYG ($41,702/QALY gained). The ICER fell within the cost per QALY range for many widely used oncology drugs. Sensitivity analyses demonstrated that, overall, there is a trend that everolimus is cost-effective compared to sunitinib in this setting. LIMITATIONS: Results of the indirect analysis were not statistically significant (p > 0.05). Assumptions that treatment patterns are the same across therapies may not represent real-world practice. CONCLUSIONS: While the analysis is limited by its reliance on an indirect comparison of two phase 3 studies, everolimus is expected to be cost-effective relative to sunitinib in advanced, progressive pNET.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-LABELS: FULL_ARTICLE | RAYYAN-EXCLUSION-REASONS: no_paitc | USER-NOTES: {""Max""=>[""likely not but to read just for the sake of it""]}",22881362,
rayyan-804155860,A conditional error function approach for subgroup selection in adaptive clinical trials.,2012,12,30,Statistics in medicine,1097-0258 (Electronic),31,30,4309-20,Friede T and Parsons N and Stallard N,https://pubmed.ncbi.nlm.nih.gov/22865774/,eng,,England,"Growing interest in personalised medicine and targeted therapies is leading to an increase in the importance of subgroup analyses. If it is planned to view treatment comparisons in both a predefined subgroup and the full population as co-primary analyses, it is important that the statistical analysis controls the familywise type I error rate. Spiessens and Debois (Cont. Clin. Trials, 2010, 31, 647-656) recently proposed an approach specific for this setting, which incorporates an assumption about the correlation based on the known sizes of the different groups, and showed that this is more powerful than generic multiple comparisons procedures such as the Bonferroni correction. If recruitment is slow relative to the length of time taken to observe the outcome, it may be efficient to conduct an interim analysis. In this paper, we propose a new method for an adaptive clinical trial with co-primary analyses in a predefined subgroup and the full population based on the conditional error function principle. The methodology is generic in that we assume test statistics can be taken to be normally distributed rather than making any specific distributional assumptions about individual patient data. In a simulation study, we demonstrate that the new method is more powerful than previously suggested analysis strategies. Furthermore, we show how the method can be extended to situations when the selection is not based on the final but on an early outcome. We use a case study in a targeted therapy in oncology to illustrate the use of the proposed methodology with non-normal outcomes.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong_topic",22865774,
rayyan-804155861,Results of indirect and mixed treatment comparison of fracture efficacy for osteoporosis treatments: a meta-analysis.,2013,1,,Osteoporosis international : a journal established as result of cooperation between           the European Foundation for Osteoporosis and the National Osteoporosis Foundation of            the USA,1433-2965 (Electronic),24,1,209-17,Freemantle N and Cooper C and Diez-Perez A and Gitlin M and Radcliffe H and Shepherd S and Roux C,https://pubmed.ncbi.nlm.nih.gov/22832638/,eng,,,"Network meta-analysis techniques (meta-analysis, adjusted indirect comparison, and mixed treatment comparison [MTC]) allow for treatment comparisons in the absence of head-to-head trials. In this study, conditional estimates of relative treatment efficacy derived through these techniques show important differences in the fracture risk reduction profiles of marketed pharmacologic therapies for postmenopausal osteoporosis. INTRODUCTION: This study illustrates how network meta-analysis techniques (meta-analysis, adjusted indirect comparison, and MTC) can provide comparisons of the relative efficacy of postmenopausal osteoporosis therapies in the absence of comprehensive head-to-head trials. METHODS: Source articles were identified in MEDLINE; EMBASE; Cochrane Central Register of Controlled Trials (CENTRAL) via Wiley Interscience; and Cumulative Index to Nursing and Allied Health Literature (CINAHL) between April 28, 2009 and November 4, 2009. Two reviewers identified English-language articles reporting randomized controlled trials (RCTs) with on-label dosing of marketed osteoporosis agents and fracture endpoints. Trial design, population characteristics, intervention and comparator, fracture outcomes, and adverse events were abstracted for analysis. Primary analyses included data from RCTs with fracture endpoints. Sensitivity analyses also included studies with fractures reported through adverse event reports. Meta-analysis compared fracture outcomes for pharmacological therapies vs. placebo (fixed and random effects models); adjusted indirect comparisons and MTC assessed fracture risk in postmenopausal women treated with denosumab vs. other agents. RESULTS: Using data from 34 studies, random effects meta-analysis showed that all agents except etidronate significantly reduced the risk of new vertebral fractures compared with placebo; denosumab, risedronate, and zoledronic acid significantly reduced the risk for nonvertebral and hip fracture, while alendronate, strontium ranelate, and teriparatide significantly reduced the risk for nonvertebral fractures. MTC showed denosumab to be more effective than strontium ranelate, raloxifene, alendronate, and risedronate in preventing new vertebral fractures. CONCLUSIONS: The conditional estimates of relative treatment efficacy indicate that there are important differences in fracture risk reduction profiles for marketed pharmacological therapies for postmenopausal osteoporosis.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no_paitc",22832638,PMC3662000
rayyan-804155862,Comparative effectiveness and child health.,2012,8,1,PharmacoEconomics,1179-2027 (Electronic),30,8,637-45,Prosser LA,https://pubmed.ncbi.nlm.nih.gov/22788256/,eng,,New Zealand,"Comparative effectiveness research is expected to play an important role in future clinical and policy decision making in the US; however, the application of comparative effectiveness methodologies to child health requires special attention to aspects of health and healthcare that are specific to children. These special considerations include the role of parent/caregiver as joint decision maker and co-participant in many types of interventions, how the effectiveness of an intervention varies by age and developmental stage, and the difficulties in translating short-term data from childhood into projected effectiveness over the lifespan. Each aspect of comparative effectiveness, such as conducting new studies, synthesizing existing evidence, emphasizing real-world settings, considering multiple decision makers, and measuring patient-relevant outcomes, will require expanded definitions when considered in the context of child health. This paper discusses how comparative effectiveness methods and concepts will differ when applied to child health and suggests a potential role for decision analysis as a method to synthesize data and project long-term outcomes. The initiation of comparative effectiveness studies for children represents an exciting opportunity to provide evidence that can guide clinical and policy decisions for child health.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong_topic",22788256,
