doi	section	ITC num	Ind studies num	questions	decision	PMID
10.1186/2162-3619-2-32	results	2	NA	Sample size of the population of interest in the non IPD treatment arm	NA	24314093
10.1186/2162-3619-2-32	results	2	NA	Initial sample size of the population of interest in the IPD treatment arm	NA	24314093
10.1186/2162-3619-2-32	results	2	NA	Reporting of a weights' distribution evaluation (MAIC)	NA	24314093
10.1186/2162-3619-2-32	results	2	NA	Reporting of the list of the covariates adjusted for/matched on	NA	24314093
10.1186/2162-3619-2-32	results	2	NA	Number of covariates adjusted for/matched on	NA	24314093
10.1186/2162-3619-2-32	results	2	NA	Covariates adjusted for/matched on in the indirect comparison	NA	24314093
10.1186/2162-3619-2-32	results	2	NA	Primary outcome: treatment effect contrast	NA	24314093
10.1186/2162-3619-2-32	results	2	NA	Direction of the treatment effect contrast: IPD treatment is:	NA	24314093
10.1186/2162-3619-2-32	results	2	NA	Primary outcome: unadjusted treatment effect	NA	24314093
10.1186/2162-3619-2-32	results	2	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	NA	24314093
10.1186/2162-3619-2-32	results	2	NA	Primary outcome: adjusted treatment effect	NA	24314093
10.1186/2162-3619-2-32	results	2	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	NA	24314093
10.1186/2162-3619-2-32	results	3	NA	Sample size of the population of interest in the non IPD treatment arm	86	24314093
10.1186/2162-3619-2-32	results	3	NA	If anchored comparison, sample size of the population of interest in the non IPD treatment anchor arm	85	24314093
10.1186/2162-3619-2-32	results	3	NA	Reporting of a weights' distribution evaluation (MAIC)	Not mentioned	24314093
10.1186/2162-3619-2-32	results	3	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	24314093
10.1186/2162-3619-2-32	results	3	NA	Number of covariates adjusted for/matched on	8	24314093
10.1186/2162-3619-2-32	results	3	NA	Covariates adjusted for/matched on in the indirect comparison	Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest	24314093
10.1186/2162-3619-2-32	results	3	NA	Primary outcome: treatment effect contrast	HR	24314093
10.1186/2162-3619-2-32	results	3	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	24314093
10.1186/2162-3619-2-32	results	3	NA	Primary outcome: unadjusted treatment effect	0.9	24314093
10.1186/2162-3619-2-32	results	3	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	0.695	24314093
10.1186/2162-3619-2-32	results	3	NA	Primary outcome: adjusted treatment effect	0.84	24314093
10.1186/2162-3619-2-32	results	3	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	0.578	24314093
10.1186/2162-3619-2-32	results	3	NA	Initial sample size of the population of interest in the IPD treatment arm	NA	24314093
10.1186/2162-3619-2-32	results	3	NA	If anchored comparison, initial sample size of the population of interest in the IPD anchor arm	NA	24314093
10.1186/2162-3619-2-32	study_information	NA	1	Patient-level data used	Yes	NA
10.1186/2162-3619-2-32	study_information	NA	1	Clinical Trial	Yes	NA
10.1186/2162-3619-2-32	study_information	NA	1	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT00510068	NA
10.1186/2162-3619-2-32	study_information	NA	1	Country where the clinical trial/observational study was conducted (international if more than one)	international	NA
10.1186/2162-3619-2-32	study_information	NA	1	Phase of the clinical trial (clinical trial only)	3	NA
10.1186/2162-3619-2-32	study_information	NA	1	Number of treatment arms (clinical trial only)	2 or more	NA
10.1186/2162-3619-2-32	study_information	NA	2	Patient-level data used	No	NA
10.1186/2162-3619-2-32	study_information	NA	2	Clinical Trial	Yes	NA
10.1186/2162-3619-2-32	study_information	NA	2	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT00428597	NA
10.1186/2162-3619-2-32	study_information	NA	2	Country where the clinical trial/observational study was conducted (international if more than one)	international	NA
10.1186/2162-3619-2-32	study_information	NA	2	Phase of the clinical trial (clinical trial only)	3	NA
10.1186/2162-3619-2-32	study_information	NA	2	Number of treatment arms (clinical trial only)	2 or more	NA
10.1186/s12885-018-5157-0	general_information	NA	NA	Medical Condition of Interest Name	metastatic renal cell carcinoma	NA
10.1186/s12885-018-5157-0	general_information	NA	NA	Countries of first author affiliations	canada	NA
10.1186/s12885-018-5157-0	general_information	NA	NA	Countries of last author affiliations	uk	NA
10.1186/s12885-018-5157-0	general_information	NA	NA	Positions of study investigators (for any authors of the article, any that applies)	Academic, Pharmaceutical Industry, Private Data Analysis Company	NA
10.1186/s12885-018-5157-0	general_information	NA	NA	At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company	Yes	NA
10.1186/s12885-018-5157-0	general_information	NA	NA	Mentioned sources of funding	Pharmaceutical Industry	NA
10.1186/s12885-018-5157-0	general_information	NA	NA	Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article	Yes	NA
10.1186/s12885-018-5157-0	general_information	NA	NA	Mention of a systematic review to find the studies to compare treatments of interest	No	NA
10.1186/s12885-018-5157-0	general_information	NA	NA	Medical Condition of Interest Name	metastatic renal cell carcinoma	NA
10.1186/s12885-018-5157-0	general_information	NA	NA	Countries of first author affiliations	canada	NA
10.1186/s12885-018-5157-0	general_information	NA	NA	Countries of last author affiliations	uk	NA
10.1186/s12885-018-5157-0	general_information	NA	NA	Positions of study investigators (for any authors of the article, any that applies)	Academic, Pharmaceutical Industry, Private Data Analysis Company	NA
10.1186/s12885-018-5157-0	general_information	NA	NA	At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company	Yes	NA
10.1186/s12885-018-5157-0	general_information	NA	NA	Mentioned sources of funding	Pharmaceutical Industry	NA
10.1186/s12885-018-5157-0	general_information	NA	NA	Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article	Yes	NA
10.1186/s12885-018-5157-0	general_information	NA	NA	Mention of a systematic review to find the studies to compare treatments of interest	No	NA
10.1186/s12885-018-5157-0	methodology	1	NA	Treatment name 1	axitinib	NA
10.1186/s12885-018-5157-0	methodology	1	NA	Study 'number(s)' for treatment 1	1	NA
10.1186/s12885-018-5157-0	methodology	1	NA	Treatment name 2	cabozantinib	NA
10.1186/s12885-018-5157-0	methodology	1	NA	Study 'number(s)' for treatment 2	2	NA
10.1186/s12885-018-5157-0	methodology	1	NA	Type of population-adjusted indirect comparisons performed	MAIC	NA
10.1186/s12885-018-5157-0	methodology	1	NA	Anchored comparison?	No	NA
10.1186/s12885-018-5157-0	methodology	1	NA	Form of the indirect comparison	Simple (ie treatments effects extracted from two studies)	NA
10.1186/s12885-018-5157-0	methodology	1	NA	Definition of a single primary outcome for the indirect comparison	Yes	NA
10.1186/s12885-018-5157-0	methodology	1	NA	Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)	progression-free survival	NA
10.1186/s12885-018-5157-0	methodology	1	NA	Primary outcome: variable type	Time-to-event	NA
10.1186/s12885-018-5157-0	methodology	1	NA	Justification for selecting variables to be included in the adjustment model (in the main text)	Nothing mentioned, not reported	NA
10.1186/s12885-018-5157-0	methodology	1	NA	Inclusion of prognostic factors in the adjustment/matching model	Yes	NA
10.1186/s12885-018-5157-0	methodology	1	NA	Inclusion of treatment-effect modifiers in the adjustment/matching model	No discussion (in the main text) of the status of treatment-effect modifiers of the variables	NA
10.1186/s12885-018-5157-0	methodology	1	NA	Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)	No	NA
10.1186/s12885-018-5157-0	methodology	1	NA	Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)	No	NA
10.1186/s12885-018-5157-0	methodology	2	NA	Treatment name 1	axitinib	NA
10.1186/s12885-018-5157-0	methodology	2	NA	Study 'number(s)' for treatment 1	1	NA
10.1186/s12885-018-5157-0	methodology	2	NA	Treatment name 2	everolimus	NA
10.1186/s12885-018-5157-0	methodology	2	NA	Study 'number(s)' for treatment 2	2	NA
10.1186/s12885-018-5157-0	methodology	2	NA	Type of population-adjusted indirect comparisons performed	MAIC	NA
10.1186/s12885-018-5157-0	methodology	2	NA	Anchored comparison?	No	NA
10.1186/s12885-018-5157-0	methodology	2	NA	Form of the indirect comparison	Simple (ie treatments effects extracted from two studies)	NA
10.1186/s12885-018-5157-0	methodology	2	NA	Definition of a single primary outcome for the indirect comparison	Yes	NA
10.1186/s12885-018-5157-0	methodology	2	NA	Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)	progression-free survival	NA
10.1186/s12885-018-5157-0	methodology	2	NA	Primary outcome: variable type	Time-to-event	NA
10.1186/s12885-018-5157-0	methodology	2	NA	Justification for selecting variables to be included in the adjustment model (in the main text)	Nothing mentioned, not reported	NA
10.1186/s12885-018-5157-0	methodology	2	NA	Inclusion of prognostic factors in the adjustment/matching model	Yes	NA
10.1186/s12885-018-5157-0	methodology	2	NA	Inclusion of treatment-effect modifiers in the adjustment/matching model	No discussion (in the main text) of the status of treatment-effect modifiers of the variables	NA
10.1186/s12885-018-5157-0	methodology	2	NA	Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)	No	NA
10.1186/s12885-018-5157-0	methodology	2	NA	Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)	No	NA
10.1186/s12885-018-5157-0	results	1	NA	Sample size of the population of interest in the non IPD treatment arm	135	NA
10.1186/s12885-018-5157-0	results	1	NA	Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC	104	NA
10.1186/s12885-018-5157-0	results	1	NA	Reporting of a weights' distribution evaluation (MAIC)	Not mentioned	NA
10.1186/s12885-018-5157-0	results	1	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	NA
10.1186/s12885-018-5157-0	results	1	NA	Number of covariates adjusted for/matched on	9	NA
10.1186/s12885-018-5157-0	results	1	NA	Covariates adjusted for/matched on in the indirect comparison	Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest, Other(s)	NA
10.1186/s12885-018-5157-0	results	1	NA	Primary outcome: treatment effect contrast	HR	NA
10.1186/s12885-018-5157-0	results	1	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	NA
10.1186/s12885-018-5157-0	results	1	NA	Primary outcome: adjusted treatment effect	1.15	NA
10.1186/s12885-018-5157-0	results	1	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	0.423	NA
10.1186/s12885-018-5157-0	results	1	NA	Initial sample size of the population of interest in the IPD treatment arm	194	NA
10.1186/s12885-018-5157-0	results	2	NA	Sample size of the population of interest in the non IPD treatment arm	132	NA
10.1186/s12885-018-5157-0	results	2	NA	Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC	61	NA
10.1186/s12885-018-5157-0	results	2	NA	Reporting of a weights' distribution evaluation (MAIC)	Not mentioned	NA
10.1186/s12885-018-5157-0	results	2	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	NA
10.1186/s12885-018-5157-0	results	2	NA	Number of covariates adjusted for/matched on	9	NA
10.1186/s12885-018-5157-0	results	2	NA	Covariates adjusted for/matched on in the indirect comparison	Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest, Other(s)	NA
10.1186/s12885-018-5157-0	results	2	NA	Primary outcome: treatment effect contrast	HR	NA
10.1186/s12885-018-5157-0	results	2	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	NA
10.1186/s12885-018-5157-0	results	2	NA	Primary outcome: adjusted treatment effect	0.53	NA
10.1186/s12885-018-5157-0	results	2	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	0.002	NA
10.1186/s12885-018-5157-0	results	2	NA	Initial sample size of the population of interest in the IPD treatment arm	194	NA
10.1186/s12885-018-5157-0	study_information	NA	1	Patient-level data used	Yes	NA
10.1186/s12885-018-5157-0	study_information	NA	1	Clinical Trial	Yes	NA
10.1186/s12885-018-5157-0	study_information	NA	1	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT00678392	NA
10.1186/s12885-018-5157-0	study_information	NA	1	Country where the clinical trial/observational study was conducted (international if more than one)	international	NA
10.1186/s12885-018-5157-0	study_information	NA	1	Phase of the clinical trial (clinical trial only)	3	NA
10.1186/s12885-018-5157-0	study_information	NA	1	Number of treatment arms (clinical trial only)	2 or more	NA
10.1186/s12885-018-5157-0	study_information	NA	1	Patient-level data used	Yes	NA
10.1186/s12885-018-5157-0	study_information	NA	1	Clinical Trial	Yes	NA
10.1186/s12885-018-5157-0	study_information	NA	1	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT00678392	NA
10.1186/s12885-018-5157-0	study_information	NA	1	Country where the clinical trial/observational study was conducted (international if more than one)	international	NA
10.1186/s12885-018-5157-0	study_information	NA	1	Phase of the clinical trial (clinical trial only)	3	NA
10.1186/s12885-018-5157-0	study_information	NA	1	Number of treatment arms (clinical trial only)	2 or more	NA
10.1186/s12885-018-5157-0	study_information	NA	2	Patient-level data used	No	NA
10.1186/s12885-018-5157-0	study_information	NA	2	Clinical Trial	Yes	NA
10.1186/s12885-018-5157-0	study_information	NA	2	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT01865747	NA
10.1186/s12885-018-5157-0	study_information	NA	2	Country where the clinical trial/observational study was conducted (international if more than one)	international	NA
10.1186/s12885-018-5157-0	study_information	NA	2	Phase of the clinical trial (clinical trial only)	3	NA
10.1186/s12885-018-5157-0	study_information	NA	2	Number of treatment arms (clinical trial only)	2 or more	NA
10.1186/s12885-018-5157-0	study_information	NA	2	Patient-level data used	No	NA
10.1186/s12885-018-5157-0	study_information	NA	2	Clinical Trial	Yes	NA
10.1186/s12885-018-5157-0	study_information	NA	2	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT01865747	NA
10.1186/s12885-018-5157-0	study_information	NA	2	Country where the clinical trial/observational study was conducted (international if more than one)	international	NA
10.1186/s12885-018-5157-0	study_information	NA	2	Phase of the clinical trial (clinical trial only)	3	NA
10.1186/s12885-018-5157-0	study_information	NA	2	Number of treatment arms (clinical trial only)	2 or more	NA
10.1186/s13045-021-01144-9	general_information	NA	NA	Medical Condition of Interest Name	relapsed or refractory large b cell lymphoma	NA
10.1186/s13045-021-01144-9	general_information	NA	NA	Countries of first author affiliations	usa	NA
10.1186/s13045-021-01144-9	general_information	NA	NA	Countries of last author affiliations	france	NA
10.1186/s13045-021-01144-9	general_information	NA	NA	Positions of study investigators (for any authors of the article, any that applies)	Academic, Pharmaceutical Industry, Private Data Analysis Company	NA
10.1186/s13045-021-01144-9	general_information	NA	NA	At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company	Yes	NA
10.1186/s13045-021-01144-9	general_information	NA	NA	Mentioned sources of funding	Pharmaceutical Industry	NA
10.1186/s13045-021-01144-9	general_information	NA	NA	Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article	Yes	NA
10.1186/s13045-021-01144-9	general_information	NA	NA	Mention of a systematic review to find the studies to compare treatments of interest	Yes	NA
10.1186/s13045-021-01144-9	methodology	1	NA	Treatment name 1	lisocabtagene maraleucel	34493319
10.1186/s13045-021-01144-9	methodology	1	NA	Study 'number(s)' for treatment 1	1	34493319
10.1186/s13045-021-01144-9	methodology	1	NA	Treatment name 2	axicabtagene ciloleucel	34493319
10.1186/s13045-021-01144-9	methodology	1	NA	Study 'number(s)' for treatment 2	2	34493319
10.1186/s13045-021-01144-9	methodology	1	NA	Type of population-adjusted indirect comparisons performed	MAIC	34493319
10.1186/s13045-021-01144-9	methodology	1	NA	Anchored comparison?	No	34493319
10.1186/s13045-021-01144-9	methodology	1	NA	Form of the indirect comparison	Simple (ie treatments effects extracted from two studies)	34493319
10.1186/s13045-021-01144-9	methodology	1	NA	Definition of a single primary outcome for the indirect comparison	No primary outcome defined, or multiple primary outcomes without any clear distinction between them	34493319
10.1186/s13045-021-01144-9	methodology	1	NA	Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)	NA	34493319
10.1186/s13045-021-01144-9	methodology	1	NA	Primary outcome: variable type	Binary (eg rates)	34493319
10.1186/s13045-021-01144-9	methodology	1	NA	Justification for selecting variables to be included in the adjustment model (in the main text)	NA	34493319
10.1186/s13045-021-01144-9	methodology	1	NA	Inclusion of prognostic factors in the adjustment/matching model	Yes	34493319
10.1186/s13045-021-01144-9	methodology	1	NA	Inclusion of treatment-effect modifiers in the adjustment/matching model	NA	34493319
10.1186/s13045-021-01144-9	methodology	1	NA	Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)	No	34493319
10.1186/s13045-021-01144-9	methodology	1	NA	Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)	No	34493319
10.1186/s13045-021-01144-9	results	1	NA	Sample size of the population of interest in the non IPD treatment arm	101	34493319
10.1186/s13045-021-01144-9	results	1	NA	Initial sample size of the population of interest in the IPD treatment arm	NA	34493319
10.1186/s13045-021-01144-9	results	1	NA	Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC	42.1	34493319
10.1186/s13045-021-01144-9	results	1	NA	Reporting of a weights' distribution evaluation (MAIC)	NA	34493319
10.1186/s13045-021-01144-9	results	1	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	34493319
10.1186/s13045-021-01144-9	results	1	NA	Number of covariates adjusted for/matched on	10	34493319
10.1186/s13045-021-01144-9	results	1	NA	Covariates adjusted for/matched on in the indirect comparison	NA	34493319
10.1186/s13045-021-01144-9	results	1	NA	Primary outcome: treatment effect contrast	OR	34493319
10.1186/s13045-021-01144-9	results	1	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	34493319
10.1186/s13045-021-01144-9	results	1	NA	Primary outcome: unadjusted treatment effect	0.92	34493319
10.1186/s13045-021-01144-9	results	1	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	0.753	34493319
10.1186/s13045-021-01144-9	results	1	NA	Primary outcome: adjusted treatment effect	1.4	34493319
10.1186/s13045-021-01144-9	results	1	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	0.476	34493319
10.1186/s13045-021-01144-9	study_information	NA	1	Patient-level data used	Yes	NA
10.1186/s13045-021-01144-9	study_information	NA	1	Clinical Trial	Yes	NA
10.1186/s13045-021-01144-9	study_information	NA	1	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT02631044	NA
10.1186/s13045-021-01144-9	study_information	NA	1	Country where the clinical trial/observational study was conducted (international if more than one)	usa	NA
10.1186/s13045-021-01144-9	study_information	NA	1	Phase of the clinical trial (clinical trial only)	1	NA
10.1186/s13045-021-01144-9	study_information	NA	1	Number of treatment arms (clinical trial only)	1	NA
10.1186/s13045-021-01144-9	study_information	NA	2	Patient-level data used	No	NA
10.1186/s13045-021-01144-9	study_information	NA	2	Clinical Trial	Yes	NA
10.1186/s13045-021-01144-9	study_information	NA	2	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT02348216	NA
10.1186/s13045-021-01144-9	study_information	NA	2	Country where the clinical trial/observational study was conducted (international if more than one)	international	NA
10.1186/s13045-021-01144-9	study_information	NA	2	Phase of the clinical trial (clinical trial only)	1, 2	NA
10.1186/s13045-021-01144-9	study_information	NA	2	Number of treatment arms (clinical trial only)	1	NA
10.1186/s40164-022-00268-z	general_information	NA	NA	Medical Condition of Interest Name	relapsed or refractory aggressive large b-cell lymphomas	NA
10.1186/s40164-022-00268-z	general_information	NA	NA	Countries of first author affiliations	france	NA
10.1186/s40164-022-00268-z	general_information	NA	NA	Countries of last author affiliations	canada	NA
10.1186/s40164-022-00268-z	general_information	NA	NA	Positions of study investigators (for any authors of the article, any that applies)	Academic, Private Data Analysis Company, Pharmaceutical Industry	NA
10.1186/s40164-022-00268-z	general_information	NA	NA	At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company	Yes	NA
10.1186/s40164-022-00268-z	general_information	NA	NA	Mentioned sources of funding	Pharmaceutical Industry	NA
10.1186/s40164-022-00268-z	general_information	NA	NA	Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article	Yes	NA
10.1186/s40164-022-00268-z	general_information	NA	NA	Mention of a systematic review to find the studies to compare treatments of interest	No	NA
10.1186/s40164-022-00268-z	general_information	NA	NA	Medical Condition of Interest Name	XXXX	NA
10.1186/s40164-022-00268-z	general_information	NA	NA	Countries of first author affiliations	france	NA
10.1186/s40164-022-00268-z	general_information	NA	NA	Countries of last author affiliations	canada	NA
10.1186/s40164-022-00268-z	general_information	NA	NA	Positions of study investigators (for any authors of the article, any that applies)	XXXX	NA
10.1186/s40164-022-00268-z	general_information	NA	NA	At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company	Yes	NA
10.1186/s40164-022-00268-z	general_information	NA	NA	Mentioned sources of funding	Pharmaceutical Industry	NA
10.1186/s40164-022-00268-z	general_information	NA	NA	Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article	Yes	NA
10.1186/s40164-022-00268-z	general_information	NA	NA	Mention of a systematic review to find the studies to compare treatments of interest	No	NA
10.1186/s40164-022-00268-z	methodology	1	NA	Treatment name 1	lisocabtagene maraleucel	NA
10.1186/s40164-022-00268-z	methodology	1	NA	Study 'number(s)' for treatment 1	1	NA
10.1186/s40164-022-00268-z	methodology	1	NA	Treatment name 2	tisagenlecleucel	NA
10.1186/s40164-022-00268-z	methodology	1	NA	Study 'number(s)' for treatment 2	2	NA
10.1186/s40164-022-00268-z	methodology	1	NA	Type of population-adjusted indirect comparisons performed	MAIC	NA
10.1186/s40164-022-00268-z	methodology	1	NA	Anchored comparison?	No	NA
10.1186/s40164-022-00268-z	methodology	1	NA	Form of the indirect comparison	Simple (ie treatments effects extracted from two studies)	NA
10.1186/s40164-022-00268-z	methodology	1	NA	Definition of a single primary outcome for the indirect comparison	No primary outcome defined, or multiple primary outcomes without any clear distinction between them	NA
10.1186/s40164-022-00268-z	methodology	1	NA	Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)	objective response rate	NA
10.1186/s40164-022-00268-z	methodology	1	NA	Primary outcome: variable type	Binary (eg rates)	NA
10.1186/s40164-022-00268-z	methodology	1	NA	Justification for selecting variables to be included in the adjustment model (in the main text)	Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)	NA
10.1186/s40164-022-00268-z	methodology	1	NA	Inclusion of prognostic factors in the adjustment/matching model	Yes	NA
10.1186/s40164-022-00268-z	methodology	1	NA	Inclusion of treatment-effect modifiers in the adjustment/matching model	Yes	NA
10.1186/s40164-022-00268-z	methodology	1	NA	Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)	No	NA
10.1186/s40164-022-00268-z	methodology	1	NA	Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)	No	NA
10.1186/s40164-022-00268-z	results	1	NA	Sample size of the population of interest in the non IPD treatment arm	111	NA
10.1186/s40164-022-00268-z	results	1	NA	Initial sample size of the population of interest in the IPD treatment arm	256	NA
10.1186/s40164-022-00268-z	results	1	NA	Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC	164	NA
10.1186/s40164-022-00268-z	results	1	NA	Reporting of a weights' distribution evaluation (MAIC)	Yes, mentions that the weights distribution has been studied, but weights distribution not reported	NA
10.1186/s40164-022-00268-z	results	1	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	NA
10.1186/s40164-022-00268-z	results	1	NA	Number of covariates adjusted for/matched on	6	NA
10.1186/s40164-022-00268-z	results	1	NA	Covariates adjusted for/matched on in the indirect comparison	Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest, Comorbidities and medical history (beside pathology/disease of interest in the comparison)	NA
10.1186/s40164-022-00268-z	results	1	NA	Primary outcome: treatment effect contrast	OR	NA
10.1186/s40164-022-00268-z	results	1	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	NA
10.1186/s40164-022-00268-z	results	1	NA	Primary outcome: unadjusted treatment effect	2.49	NA
10.1186/s40164-022-00268-z	results	1	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	[1.52;4.07]	NA
10.1186/s40164-022-00268-z	results	1	NA	Primary outcome: adjusted treatment effect	2.78	NA
10.1186/s40164-022-00268-z	results	1	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	[1.63;4.74]	NA
10.1186/s40164-022-00268-z	study_information	NA	1	Patient-level data used	Yes	NA
10.1186/s40164-022-00268-z	study_information	NA	1	Clinical Trial	Yes	NA
10.1186/s40164-022-00268-z	study_information	NA	1	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT02631044	NA
10.1186/s40164-022-00268-z	study_information	NA	1	Phase of the clinical trial (clinical trial only)	1	NA
10.1186/s40164-022-00268-z	study_information	NA	1	Number of treatment arms (clinical trial only)	1	NA
10.1186/s40164-022-00268-z	study_information	NA	1	Country where the clinical trial/observational study was conducted (international if more than one)	usa	NA
10.1186/s40164-022-00268-z	study_information	NA	1	Patient-level data used	Yes	NA
10.1186/s40164-022-00268-z	study_information	NA	1	Clinical Trial	Yes	NA
10.1186/s40164-022-00268-z	study_information	NA	1	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT02631044	NA
10.1186/s40164-022-00268-z	study_information	NA	1	Phase of the clinical trial (clinical trial only)	1	NA
10.1186/s40164-022-00268-z	study_information	NA	1	Number of treatment arms (clinical trial only)	1	NA
10.1186/s40164-022-00268-z	study_information	NA	1	Country where the clinical trial/observational study was conducted (international if more than one)	XXXX	NA
10.1186/s40164-022-00268-z	study_information	NA	2	Patient-level data used	No	NA
10.1186/s40164-022-00268-z	study_information	NA	2	Clinical Trial	Yes	NA
10.1186/s40164-022-00268-z	study_information	NA	2	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT02445248	NA
10.1186/s40164-022-00268-z	study_information	NA	2	Phase of the clinical trial (clinical trial only)	2	NA
10.1186/s40164-022-00268-z	study_information	NA	2	Number of treatment arms (clinical trial only)	1	NA
10.1186/s40164-022-00268-z	study_information	NA	2	Country where the clinical trial/observational study was conducted (international if more than one)	international	NA
