Edit URL,Timestamp,itc_number,DOI of the article,Initials of the reviewer filling the form ,Medical Condition of Interest Name,Countries of first author affiliations,Countries of last author affiliations,"Positions of study investigators (for any authors of the article, any that applies)","At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company",Mentioned sources of funding,"Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article",Mention of a systematic review to find the studies to compare treatments of interest,study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),Treatment name 1,Study 'number(s)' for treatment 1,Treatment name 2 ,Study 'number(s)' for treatment 2,Type of population-adjusted indirect comparisons performed,Anchored comparison?,Form of the indirect comparison,Definition of a single primary outcome for the indirect comparison,Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined),Primary outcome: variable type,Justification for selecting variables to be included in the adjustment model (in the main text),Inclusion of prognostic factors in the adjustment/matching model,Inclusion of treatment-effect modifiers in the adjustment/matching model,"Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)",Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale),Sample size of the population of interest in the non IPD treatment arm ,"If anchored comparison, sample size of the population of interest in the non IPD treatment anchor arm",Initial sample size of the population of interest in the IPD treatment arm,"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC","If anchored comparison, initial sample size of the population of interest in the IPD anchor arm","If anchored comparison, effective sample size after reweighting for MAIC; or sample size used in the regression model for STC in the IPD anchor arm",Reporting of a weights' distribution evaluation (MAIC),Reporting of the list of the covariates adjusted for/matched on,Number of covariates adjusted for/matched on,Covariates adjusted for/matched on in the indirect comparison,Primary outcome: treatment effect contrast,Direction of the treatment effect contrast: IPD treatment is:,Primary outcome: unadjusted treatment effect,"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])",Primary outcome: adjusted treatment effect,"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])",Notes,Original Timestamp
,18/08/2022 16:41:06,1,10.5152/eurjrheum.2019.19057,ASL,psoriatic arthritis,USA,UK,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT01752634,,,International,3,2 or more,2,Yes,Yes,NCT01989468,,,International,3,2 or more,3,Yes,Yes,NCT02404350,,,International,3,2 or more,4,No,Yes,NCT00317499,,,unknown,3,2 or more,,,,,,,,,,secukinumab 150 mg,1;2;3,etanercept,4,MAIC,Yes,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",ACR 20 (American College of Rheumatology ) response rates at week 12,Binary (eg rates),"Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",No,Yes,No,No,101,104,458,104,567,159,Not mentioned,Yes,11,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Past treatments for the disease of interest, Other(s)",OR,"Numerator if ratio, or left side if difference",NA,NA,0.57,0.186,Attempt to evaluate the remaining bias as per NICE recommendations,
,18/08/2022 16:44:20,2,10.5152/eurjrheum.2019.19057,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secukinumab 150 mg,1.2.3,etanercept,4,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",ACR 20 (American College of Rheumatology ) response rates at week 24,Binary (eg rates),"Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",No,Yes,No,No,101,104,458,104,567,159,Not mentioned,Yes,11,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Past treatments for the disease of interest, Other(s)",OR,"Numerator if ratio, or left side if difference",NA,NA,1.47,0.173,,
,18/08/2022 16:47:53,3,10.5152/eurjrheum.2019.19057,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secukinumab 300mg,1;2;3,etanercept,4,MAIC,Yes,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",ACR 20 (American College of Rheumatology ) response rates at week 12,Binary (eg rates),"Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",No,Yes,No,No,101,104,461,75,567,159,Not mentioned,Yes,11,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Past treatments for the disease of interest, Other(s)",OR,"Numerator if ratio, or left side if difference",NA,NA,0.86,0.722,,
,18/08/2022 16:50:29,4,10.5152/eurjrheum.2019.19057,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secukinumab 300mg,1;2;3,etanercept,4,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",ACR 20 (American College of Rheumatology ) response rates at week 24,Binary (eg rates),"Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",No,Yes,No,No,101,104,461,75,567,159,Not mentioned,Yes,11,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Past treatments for the disease of interest, Other(s)",OR,"Numerator if ratio, or left side if difference",NA,NA,3.28,<0.001,,
,18/08/2022 17:01:14,1,10.1093/europace/euy160,BZ,Non-valvular atrial fibrillation,UK,Canada,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,No,NCT01606995,,,International,,,2,No,Yes,NCT00403767,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rivaroxaban,1,Rivaroxaban,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Annualized incidence rate of major bleeding,Binary (eg rates),"Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,7061,,4020,2492,,,Not mentioned,Yes,2,"Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)",RR,"Numerator if ratio, or left side if difference",,,0.86,[0.67;1.12],"To compare results from RWD and a clinical trial

""CHADS2 score and gender were selected as relevant variables for adjustment, as these encompass most of the relevant risk factors for stroke whilst also including a large enough number of patients to enable a meaningful analysis. ""  ==> risk factors and not prognostic factors ???",
,18/08/2022 17:31:23,1,10.1007/s40273-019-00812-6,ASL,relapsed or refractory (R/R) B-cell precursor acute lymphoblastic leukemi,USA,Switzerland,"Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT02013167,,,International,3,2 or more,2,No,Yes,NCT01564784,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,blinatumomab,1,inotuzumab,2,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Overall Survival,Time-to-event,"Nothing mentioned, not reported",,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,NA,NA,NA,NA,NA,NA,Not mentioned,No,,,HR,,NA,NA,NA,NA,"Associated with a medical economics analysis. Doesn't report numerical results, sample size, and adjustment informations, so might be excluded",
,18/08/2022 17:55:12,1,10.2147/JBM.S104074,BZ,Severe hemophilia A,USA,USA,"Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT01029340,,,International,3,2 or more,2,Yes,No,NCT01233258,,,International,3,2 or more,3,No,Yes,,,Tarantino et al. (2004),International,,,4,No,Yes,NCT00243386,,,International,4,2 or more,5,No,Yes,NCT00840086,,,International,3,1,BAY 81-8973,1;2,rAHF-PFM,4,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Square root transformed ABR : annualized bleed rates at 1 year (All bleed),"Continuous (count, mean, ...)","Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,66,,121,NA,,,Not mentioned,Yes,3,"Age, Race/ethnicity, Other(s)",Means difference,"Numerator if ratio, or left side if difference",0.1,[-0.3;0.4],0.1,[-0.3;0.4],Weight = other covariate,
,18/08/2022 18:00:45,2,10.2147/JBM.S104074,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY 81-8973,1;2,rAHF-PFM,3,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Annualized bleed rates at 1 year,"Continuous (count, mean, ...)","Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,107,,121,NA,,,Not mentioned,Yes,3,"Age, Race/ethnicity, Other(s)",Means difference,"Numerator if ratio, or left side if difference",-1.9,[-3.5;-0.4]   p<0.05,-1.5,[-3.7;-0.7] ,,
,18/08/2022 18:04:36,3,10.2147/JBM.S104074,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY 81-8973,1;2,turoctocog alfa,5,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Annualized bleed rates at 1 year,"Continuous (count, mean, ...)","Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,107,,121,NA,,,Not mentioned,Yes,3,"Age, Race/ethnicity, Other(s)",Means difference,"Numerator if ratio, or left side if difference",-2.1,[-3.3;-1.0]   p<0.05,-2.2,[-3.4;-1.0]   p<0.05,,
,18/08/2022 19:53:18,1,10.1007/s12325-019-00991-w,ASL,Relapsed or Refractory Acute Lymphoblastic Leukemia,Canada,Germany,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT01564784,,,International,3,2 or more,2,No,Yes,NCT02013167,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,inotuzumab ozogamicin,1,blinatumomab,2,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",remission rate,Binary (eg rates),"Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",No,Yes,No,No,271,134,164,53,162,53,Not mentioned,Yes,6,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest",OR,"Numerator if ratio, or left side if difference",2.63,[1.35;5.12],2.81,[1.12;7.05],"Similar MAIC conducted with opposed IPD/nonIPD: https://doi.org/10.1007/s1232 5-019-0873-7
A good and simple example of an anchored MAIC overall (although missing weights distribution information).
",
,18/08/2022 19:55:40,2,10.1007/s12325-019-00991-w,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inotuzumab ozogamicin,1,blinatumomab,2,STC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",remission rate,Binary (eg rates),"Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",No,Yes,,No,271,134,164,138,162,53,,Yes,6,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest",OR,"Numerator if ratio, or left side if difference",2.63,[1.35;5.12],3.91,[1.53;9.99],,
,19/08/2022 08:05:32,1,10.1080/03007995.2019.1605239,ASL,chronic myeloid leukemia,USA,USA,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,,NCT00261846,,,International,"1, 2",1,2,No,Yes,NCT00123474,,,International,3,1,3,No,Yes,NCT00109707,,,International,"1, 2",1,,,,,,,,,,,,,,,,,,,bosutinib,1,dasatinib,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Overall Survival,Time-to-event,Status of prognostic factor/treatment effect modified assessed in the IPD dataset,No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,Yes,167,NA,283,NA,NA,NA,Not mentioned,Yes,3,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Other(s)",HR,"Numerator if ratio, or left side if difference",NA,NA,0.82,0.37,Discuss the scale of the outcome ,
,19/08/2022 08:08:26,2,10.1080/03007995.2019.1605239,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bosutinib,1,nilotinib,3,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Overall Survival,Time-to-event,Status of prognostic factor/treatment effect modified assessed in the IPD dataset,No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,Yes,321,NA,283,NA,NA,NA,Not mentioned,Yes,3,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Other(s)",HR,"Numerator if ratio, or left side if difference",NA,NA,0.72,0.16,,
,19/08/2022 08:56:47,1,10.2217/imt-2018-0208,ASL,BRAF-mutant advanced melanoma,USA,USA,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT01844505,,,International,3,2 or more,2,Yes,Yes,NCT01927419,,,International,2,2 or more,3,No,Yes,NCT01584648,,,International,3,2 or more,4,No,Yes,NCT01597908,,,International,3,2 or more,5,No,Yes,NCT01689519,,,International,3,2 or more,nivolumab + ipilimumab,1;2,dabrafenib + trametinib,3;4,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Overall Survival,Time-to-event,"Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion)",Yes,Yes,No,No,563,NA,124,106.3,NA,NA,Not mentioned,Yes,7,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest",HR,"Numerator if ratio, or left side if difference",0.58,0.001,0.64,0.009,"“To ensure that the increase in uncertainty is reflected in the final relative effectiveness estimates, the index cohort weights were renormalized so they sum to the effective sample size.” (Atkins et al., 2019, p. 619): But no citation provided as to why this allows to carry uncertainty in final estimates. ",
,19/08/2022 09:01:52,2,10.2217/imt-2018-0208,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nivolumab + ipilimumab,1;2,vemurafenib + cobimetinib,5,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Overall Survival,Time-to-event,"Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion)",Yes,Yes,No,No,247,NA,124,59.2,NA,NA,Not mentioned,Yes,8,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Other(s)",HR,"Numerator if ratio, or left side if difference",0.53,<0.001,0.56,0.014,,
,19/08/2022 09:57:46,1,10.2217/cer-2018-0141,ASL,psoriatic arthritis,USA,UK,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT01752634,,,International,3,2 or more,2,Yes,Yes,NCT01989468,,,International,3,2 or more,3,No,Yes,NCT00051623,,,unknown,3,2 or more,,,,,,,,,,,,,,,,,,,secukinumab 150mg,1;2,infliximab,3,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",American College of Rheumatology (ACR) responses rate at week 24,Binary (eg rates),"Nothing mentioned, not reported",Yes,Yes,No,No,100,NA,238,84,NA,NA,Not mentioned,Yes,11,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Past treatments for the disease of interest, Other(s)",OR,"Numerator if ratio, or left side if difference",NA,NA,2.31,0.008,,
,19/08/2022 10:00:54,2,10.2217/cer-2018-0141,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secukinumab 300mg,1;2,infliximab,3,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",American College of Rheumatology (ACR) responses at week 54,Binary (eg rates),"Nothing mentioned, not reported",Yes,Yes,No,No,100,NA,239,70,NA,NA,Not mentioned,Yes,11,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Past treatments for the disease of interest, Other(s)",OR,"Numerator if ratio, or left side if difference",NA,NA,2.72,0.006,,
,19/08/2022 12:33:59,1,10.2147/CEOR.S203482,BZ,Acute myeloid leukemia,USA,UK,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT01546038,,,International,2,2 or more,2,No,Yes,NCT01074047,,,International,3,2 or more,3,No,Yes,NCT00260832,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,Glasdegib + low-dose cytarabine.,1,Azacitidine,2,STC,Yes,Simple (ie treatments effects extracted from two studies),Yes,Overall survival,Time-to-event,"Statistical imbalanced between treatment groups (independently of the status of prognostic/effect modifier), Status of prognostic factor/treatment effect modified assessed in the IPD dataset, Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",Yes,Yes,No,No,241,158,78,78,38,38,,Yes,3,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)",HR,"Numerator if ratio, or left side if difference",0.514,[0.310;0.852],0.424,[0.228;0.789],"Results are for the stepwise exponential approach ""as the chosen optimal model from following DSU guidance (Table 3), the stepwise exponential approach....""

HR (CI95) for full exponential STC : 0.446  [0.231;0.860]
",
,19/08/2022 12:43:22,2,10.2147/CEOR.S203482,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glasdegib + low-dose cytarabine.,1,decitabine,3,STC,Yes,Simple (ie treatments effects extracted from two studies),Yes,Overall survival,Time-to-event,"Statistical imbalanced between treatment groups (independently of the status of prognostic/effect modifier), Status of prognostic factor/treatment effect modified assessed in the IPD dataset, Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",Yes,Yes,No,No,242,215,78,78,38,38,Not mentioned,Yes,5,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...)",HR,"Numerator if ratio, or left side if difference",0.565,[0.351;0.909],0.505,[0.269;0.949],"""Results are for the stepwise exponential approach """"as the chosen optimal model from following DSU guidance (Table 3), the stepwise exponential approach....""""

HR (CI95) for full exponential STC : 0.490  [0.259;0.924]
""",
,19/08/2022 14:09:38,1,10.1080/03007995.2018.1520696,BZ,Anaplastic lymphoma kinase-positive non-small cell lung cancer,USA,USA,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT02094573,,,International,2,2 or more,2,No,Yes,NCT01283516,,,International,1,1,3,No,Yes,NCT01685060,,,International,2,1,4,No,Yes,NCT01871805,,,International,"1, 2",1,5,No,Yes,NCT01801111,,,International,"1, 2",1,brigatinib,1,ceritinib,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Objective response rate,Binary (eg rates),"A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",Yes,Yes,No,No,163,,110,75.8,,,"Yes, mentions that the weights distribution has been studied, but weights distribution not reported",Yes,7,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest, Other(s)",OR,"Numerator if ratio, or left side if difference",0.96,0.872,0.88,0.659,Smoker status = other covariate,
,19/08/2022 14:18:01,2,10.1080/03007995.2018.1520696,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brigatinib,1,ceritinib,3,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Objective response rate,Binary (eg rates),"A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",Yes,Yes,No,No,140,,110,50.8,,,"Yes, mentions that the weights distribution has been studied, but weights distribution not reported",Yes,7,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest",OR,"Numerator if ratio, or left side if difference",2.16,0.003,2.17,0.02,"""We mitigated these potential biases by matching on as many effect modifiers
and prognostic factors""  ==> idem pour tous les autres formulaires.

",
,19/08/2022 14:22:12,3,10.1080/03007995.2018.1520696,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brigatinib,1,alectinib,4,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Objective response rate,Binary (eg rates),"A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",Yes,Yes,No,No,87,,110,77.5,,,"Yes, mentions that the weights distribution has been studied, but weights distribution not reported",Yes,7,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest, Other(s)",OR,"Numerator if ratio, or left side if difference",1.78,0.047,1.69,0.096,Smoking status = other,
