"doi";"PMID";"section";"ITC num";"Ind studies num";"questions";"answer"
"10.1111/dom.14497";"34286894";"study_information";"";"3";"Patient-level data used";"No"
"10.1111/dom.14497";"34286894";"study_information";"";"3";"Clinical Trial";"Yes"
"10.1111/dom.14497";"34286894";"study_information";"";"3";"NCT (only for clinical trial registered on clinicaltrials.gov)";"NCT03495102"
"10.1111/dom.14497";"34286894";"study_information";"";"3";"Country where the clinical trial/observational study was conducted (international if more than one)";"international"
"10.1111/dom.14497";"34286894";"study_information";"";"3";"Phase of the clinical trial (clinical trial only)";"3"
"10.1111/dom.14497";"34286894";"study_information";"";"3";"Number of treatment arms (clinical trial only)";"2 or more"
"10.1111/dom.14497";"34286894";"methodology";"1";"";"Treatment name 1";"semaglutide 1.0mg"
"10.1111/dom.14497";"34286894";"methodology";"1";"";"Study 'number(s)' for treatment 1";"1"
"10.1111/dom.14497";"34286894";"methodology";"1";"";"Treatment name 2";"dulaglutide 3.0mg"
"10.1111/dom.14497";"34286894";"methodology";"1";"";"Study 'number(s)' for treatment 2";"2"
"10.1111/dom.14497";"34286894";"methodology";"1";"";"Type of population-adjusted indirect comparisons performed";"MAIC"
"10.1111/dom.14497";"34286894";"methodology";"1";"";"Anchored comparison?";"Yes"
"10.1111/dom.14497";"34286894";"methodology";"1";"";"Form of the indirect comparison";"Simple (ie treatments effects extracted from two studies)"
"10.1111/dom.14497";"34286894";"methodology";"1";"";"Definition of a single primary outcome for the indirect comparison";"No primary outcome defined, or multiple primary outcomes without any clear distinction between them"
"10.1111/dom.14497";"34286894";"methodology";"1";"";"Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)";"change from baseline hba1c"
"10.1111/dom.14497";"34286894";"methodology";"1";"";"Primary outcome: variable type";"Continuous (count, mean, ...)"
"10.1111/dom.14497";"34286894";"methodology";"1";"";"Justification for selecting variables to be included in the adjustment model (in the main text)";"Status of prognostic factor/treatment effect modified assessed in the IPD dataset"
"10.1111/dom.14497";"34286894";"methodology";"1";"";"Inclusion of prognostic factors in the adjustment/matching model";"No"
"10.1111/dom.14497";"34286894";"methodology";"1";"";"Inclusion of treatment-effect modifiers in the adjustment/matching model";"Yes"
"10.1111/dom.14497";"34286894";"methodology";"1";"";"Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)";"No"
"10.1111/dom.14497";"34286894";"methodology";"1";"";"Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)";"No"
"10.1111/dom.14497";"34286894";"methodology";"2";"";"Treatment name 1";"semaglutide 1.0mg"
"10.1111/dom.14497";"34286894";"methodology";"2";"";"Study 'number(s)' for treatment 1";"1"
"10.1111/dom.14497";"34286894";"methodology";"2";"";"Treatment name 2";"dulaglutide 4.5mg"
"10.1111/dom.14497";"34286894";"methodology";"2";"";"Study 'number(s)' for treatment 2";"2"
"10.1111/dom.14497";"34286894";"methodology";"2";"";"Type of population-adjusted indirect comparisons performed";"MAIC"
"10.1111/dom.14497";"34286894";"methodology";"2";"";"Anchored comparison?";"Yes"
"10.1111/dom.14497";"34286894";"methodology";"2";"";"Form of the indirect comparison";"Simple (ie treatments effects extracted from two studies)"
"10.1111/dom.14497";"34286894";"methodology";"2";"";"Definition of a single primary outcome for the indirect comparison";"No primary outcome defined, or multiple primary outcomes without any clear distinction between them"
"10.1111/dom.14497";"34286894";"methodology";"2";"";"Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)";"change from baseline hba1c"
"10.1111/dom.14497";"34286894";"methodology";"2";"";"Primary outcome: variable type";"Continuous (count, mean, ...)"
"10.1111/dom.14497";"34286894";"methodology";"2";"";"Justification for selecting variables to be included in the adjustment model (in the main text)";"Status of prognostic factor/treatment effect modified assessed in the IPD dataset"
"10.1111/dom.14497";"34286894";"methodology";"2";"";"Inclusion of prognostic factors in the adjustment/matching model";"No"
"10.1111/dom.14497";"34286894";"methodology";"2";"";"Inclusion of treatment-effect modifiers in the adjustment/matching model";"Yes"
"10.1111/dom.14497";"34286894";"methodology";"2";"";"Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)";"No"
"10.1111/dom.14497";"34286894";"methodology";"2";"";"Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)";"No"
"10.1111/dom.14497";"34286894";"results";"1";"";"Sample size of the population of interest in the non IPD treatment arm";"616"
"10.1111/dom.14497";"34286894";"results";"1";"";"If anchored comparison, sample size of the population of interest in the non IPD treatment anchor arm";"612"
"10.1111/dom.14497";"34286894";"results";"1";"";"Initial sample size of the population of interest in the IPD treatment arm";"300"
"10.1111/dom.14497";"34286894";"results";"1";"";"If anchored comparison, initial sample size of the population of interest in the IPD anchor arm";"299"
"10.1111/dom.14497";"34286894";"results";"1";"";"Reporting of a weights' distribution evaluation (MAIC)";"Not mentioned"
"10.1111/dom.14497";"34286894";"results";"1";"";"Reporting of the list of the covariates adjusted for/matched on";"Yes"
"10.1111/dom.14497";"34286894";"results";"1";"";"Number of covariates adjusted for/matched on";"3"
"10.1111/dom.14497";"34286894";"results";"1";"";"Covariates adjusted for/matched on in the indirect comparison";"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Other(s)"
"10.1111/dom.14497";"34286894";"results";"1";"";"Primary outcome: treatment effect contrast";"Means difference"
"10.1111/dom.14497";"34286894";"results";"1";"";"Direction of the treatment effect contrast: IPD treatment is:";"Numerator if ratio, or left side if difference"
"10.1111/dom.14497";"34286894";"results";"1";"";"Primary outcome: unadjusted treatment effect";"-0.24"
"10.1111/dom.14497";"34286894";"results";"1";"";"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])";"0.016"
"10.1111/dom.14497";"34286894";"results";"1";"";"Primary outcome: adjusted treatment effect";"-0.26"
"10.1111/dom.14497";"34286894";"results";"1";"";"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])";"0.047"
"10.1111/dom.14497";"34286894";"results";"2";"";"Sample size of the population of interest in the non IPD treatment arm";"614"
"10.1111/dom.14497";"34286894";"results";"2";"";"If anchored comparison, sample size of the population of interest in the non IPD treatment anchor arm";"612"
"10.1111/dom.14497";"34286894";"results";"2";"";"Initial sample size of the population of interest in the IPD treatment arm";"300"
"10.1111/dom.14497";"34286894";"results";"2";"";"If anchored comparison, initial sample size of the population of interest in the IPD anchor arm";"299"
"10.1111/dom.14497";"34286894";"results";"2";"";"Reporting of a weights' distribution evaluation (MAIC)";"Not mentioned"
"10.1111/dom.14497";"34286894";"results";"2";"";"Reporting of the list of the covariates adjusted for/matched on";"Yes"
"10.1111/dom.14497";"34286894";"results";"2";"";"Number of covariates adjusted for/matched on";"3"
"10.1111/dom.14497";"34286894";"results";"2";"";"Covariates adjusted for/matched on in the indirect comparison";"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Other(s)"
"10.1111/dom.14497";"34286894";"results";"2";"";"Primary outcome: treatment effect contrast";"Means difference"
"10.1111/dom.14497";"34286894";"results";"2";"";"Direction of the treatment effect contrast: IPD treatment is:";"Numerator if ratio, or left side if difference"
"10.1111/dom.14497";"34286894";"results";"2";"";"Primary outcome: unadjusted treatment effect";"-0.07"
"10.1111/dom.14497";"34286894";"results";"2";"";"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])";"0.484"
"10.1111/dom.14497";"34286894";"results";"2";"";"Primary outcome: adjusted treatment effect";"-0.08"
"10.1111/dom.14497";"34286894";"results";"2";"";"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])";"0.523"
"10.1111/head.14128";"34021585";"general_information";"";"";"Medical Condition of Interest Name";"migraine"
"10.1111/head.14128";"34021585";"general_information";"";"";"Countries of first author affiliations";"canada"
"10.1111/head.14128";"34021585";"general_information";"";"";"Countries of last author affiliations";"usa"
"10.1111/head.14128";"34021585";"general_information";"";"";"Positions of study investigators (for any authors of the article, any that applies)";"Academic, Pharmaceutical Industry, Private Data Analysis Company"
"10.1111/head.14128";"34021585";"general_information";"";"";"At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company";"Yes"
"10.1111/head.14128";"34021585";"general_information";"";"";"Mentioned sources of funding";"Pharmaceutical Industry"
"10.1111/head.14128";"34021585";"general_information";"";"";"Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article";"Yes"
"10.1111/head.14128";"34021585";"general_information";"";"";"Mention of a systematic review to find the studies to compare treatments of interest";"No"
"10.1111/head.14128";"34021585";"study_information";"";"1";"Patient-level data used";"Yes"
"10.1111/head.14128";"34021585";"study_information";"";"1";"Clinical Trial";"Yes"
"10.1111/head.14128";"34021585";"study_information";"";"1";"NCT (only for clinical trial registered on clinicaltrials.gov)";"NCT03266588"
"10.1111/head.14128";"34021585";"study_information";"";"1";"Country where the clinical trial/observational study was conducted (international if more than one)";"usa"
"10.1111/head.14128";"34021585";"study_information";"";"1";"Phase of the clinical trial (clinical trial only)";"2, 3"
"10.1111/head.14128";"34021585";"study_information";"";"1";"Number of treatment arms (clinical trial only)";"1"
"10.1111/head.14128";"34021585";"study_information";"";"2";"Patient-level data used";"No"
"10.1111/head.14128";"34021585";"study_information";"";"2";"Clinical Trial";"Yes"
"10.1111/head.14128";"34021585";"study_information";"";"2";"NCT (only for clinical trial registered on clinicaltrials.gov)";"NCT02614183"
"10.1111/head.14128";"34021585";"study_information";"";"2";"Country where the clinical trial/observational study was conducted (international if more than one)";"international"
"10.1111/head.14128";"34021585";"study_information";"";"2";"Phase of the clinical trial (clinical trial only)";"3"
"10.1111/head.14128";"34021585";"study_information";"";"2";"Number of treatment arms (clinical trial only)";"2 or more"
"10.1111/head.14128";"34021585";"study_information";"";"3";"Patient-level data used";"No"
"10.1111/head.14128";"34021585";"study_information";"";"3";"Clinical Trial";"Yes"
"10.1111/head.14128";"34021585";"study_information";"";"3";"NCT (only for clinical trial registered on clinicaltrials.gov)";"NCT02614196"
"10.1111/head.14128";"34021585";"study_information";"";"3";"Country where the clinical trial/observational study was conducted (international if more than one)";"international"
"10.1111/head.14128";"34021585";"study_information";"";"3";"Phase of the clinical trial (clinical trial only)";"3"
"10.1111/head.14128";"34021585";"study_information";"";"3";"Number of treatment arms (clinical trial only)";"2 or more"
"10.1111/head.14128";"34021585";"study_information";"";"4";"Patient-level data used";"No"
"10.1111/head.14128";"34021585";"study_information";"";"4";"Clinical Trial";"Yes"
"10.1111/head.14128";"34021585";"study_information";"";"4";"NCT (only for clinical trial registered on clinicaltrials.gov)";"NCT02456740"
"10.1111/head.14128";"34021585";"study_information";"";"4";"Country where the clinical trial/observational study was conducted (international if more than one)";"international"
"10.1111/head.14128";"34021585";"study_information";"";"4";"Phase of the clinical trial (clinical trial only)";"3"
"10.1111/head.14128";"34021585";"study_information";"";"4";"Number of treatment arms (clinical trial only)";"2 or more"
"10.1111/head.14128";"34021585";"methodology";"1";"";"Treatment name 1";"rimegepant"
"10.1111/head.14128";"34021585";"methodology";"1";"";"Study 'number(s)' for treatment 1";"1"
"10.1111/head.14128";"34021585";"methodology";"1";"";"Treatment name 2";"placebo"
"10.1111/head.14128";"34021585";"methodology";"1";"";"Study 'number(s)' for treatment 2";"2;3"
"10.1111/head.14128";"34021585";"methodology";"1";"";"Type of population-adjusted indirect comparisons performed";"MAIC"
"10.1111/head.14128";"34021585";"methodology";"1";"";"Anchored comparison?";"No"
"10.1111/head.14128";"34021585";"methodology";"1";"";"Form of the indirect comparison";"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)"
"10.1111/head.14128";"34021585";"methodology";"1";"";"Definition of a single primary outcome for the indirect comparison";"No primary outcome defined, or multiple primary outcomes without any clear distinction between them"
"10.1111/head.14128";"34021585";"methodology";"1";"";"Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)";"migraine disability assessment test"
"10.1111/head.14128";"34021585";"methodology";"1";"";"Primary outcome: variable type";"Continuous (count, mean, ...)"
"10.1111/head.14128";"34021585";"methodology";"1";"";"Justification for selecting variables to be included in the adjustment model (in the main text)";"Statistical imbalanced between treatment groups (independently of the status of prognostic/effect modifier)"
"10.1111/head.14128";"34021585";"methodology";"1";"";"Inclusion of prognostic factors in the adjustment/matching model";"No discussion (in the main text) of the status of prognostic factors of the variables"
"10.1111/head.14128";"34021585";"methodology";"1";"";"Inclusion of treatment-effect modifiers in the adjustment/matching model";"No discussion (in the main text) of the status of treatment-effect modifiers of the variables"
"10.1111/head.14128";"34021585";"methodology";"1";"";"Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)";"Yes"
"10.1111/head.14128";"34021585";"methodology";"1";"";"Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)";"No"
"10.1111/head.14128";"34021585";"methodology";"2";"";"Treatment name 1";"rimegepant"
"10.1111/head.14128";"34021585";"methodology";"2";"";"Study 'number(s)' for treatment 1";"1"
"10.1111/head.14128";"34021585";"methodology";"2";"";"Treatment name 2";"galcanezumab"
"10.1111/head.14128";"34021585";"methodology";"2";"";"Study 'number(s)' for treatment 2";"2.3"
"10.1111/head.14128";"34021585";"methodology";"2";"";"Type of population-adjusted indirect comparisons performed";"MAIC"
"10.1111/head.14128";"34021585";"methodology";"2";"";"Anchored comparison?";"No"
"10.1111/head.14128";"34021585";"methodology";"2";"";"Form of the indirect comparison";"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)"
"10.1111/head.14128";"34021585";"methodology";"2";"";"Definition of a single primary outcome for the indirect comparison";"No primary outcome defined, or multiple primary outcomes without any clear distinction between them"
"10.1111/head.14128";"34021585";"methodology";"2";"";"Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)";"migraine disability assessment test"
"10.1111/head.14128";"34021585";"methodology";"2";"";"Primary outcome: variable type";"Continuous (count, mean, ...)"
"10.1111/head.14128";"34021585";"methodology";"2";"";"Justification for selecting variables to be included in the adjustment model (in the main text)";"Statistical imbalanced between treatment groups (independently of the status of prognostic/effect modifier)"
"10.1111/head.14128";"34021585";"methodology";"2";"";"Inclusion of prognostic factors in the adjustment/matching model";"No discussion (in the main text) of the status of prognostic factors of the variables"
"10.1111/head.14128";"34021585";"methodology";"2";"";"Inclusion of treatment-effect modifiers in the adjustment/matching model";"No discussion (in the main text) of the status of treatment-effect modifiers of the variables"
"10.1111/head.14128";"34021585";"methodology";"2";"";"Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)";"Yes"
"10.1111/head.14128";"34021585";"methodology";"2";"";"Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)";"No"
"10.1111/head.14128";"34021585";"methodology";"3";"";"Treatment name 1";"rimegepant"
"10.1111/head.14128";"34021585";"methodology";"3";"";"Study 'number(s)' for treatment 1";"1"
"10.1111/head.14128";"34021585";"methodology";"3";"";"Treatment name 2";"placebo"
"10.1111/head.14128";"34021585";"methodology";"3";"";"Study 'number(s)' for treatment 2";"4"
"10.1111/head.14128";"34021585";"methodology";"3";"";"Type of population-adjusted indirect comparisons performed";"MAIC"
"10.1111/head.14128";"34021585";"methodology";"3";"";"Anchored comparison?";"No"
"10.1111/head.14128";"34021585";"methodology";"3";"";"Form of the indirect comparison";"Simple (ie treatments effects extracted from two studies)"
"10.1111/head.14128";"34021585";"methodology";"3";"";"Definition of a single primary outcome for the indirect comparison";"No primary outcome defined, or multiple primary outcomes without any clear distinction between them"
"10.1111/head.14128";"34021585";"methodology";"3";"";"Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)";"migraine disability assessment test"
"10.1111/head.14128";"34021585";"methodology";"3";"";"Primary outcome: variable type";"Continuous (count, mean, ...)"
"10.1111/head.14128";"34021585";"methodology";"3";"";"Justification for selecting variables to be included in the adjustment model (in the main text)";"Statistical imbalanced between treatment groups (independently of the status of prognostic/effect modifier)"
"10.1111/head.14128";"34021585";"methodology";"3";"";"Inclusion of prognostic factors in the adjustment/matching model";"No discussion (in the main text) of the status of prognostic factors of the variables"
"10.1111/head.14128";"34021585";"methodology";"3";"";"Inclusion of treatment-effect modifiers in the adjustment/matching model";"No discussion (in the main text) of the status of treatment-effect modifiers of the variables"
"10.1111/head.14128";"34021585";"methodology";"3";"";"Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)";"Yes"
"10.1111/head.14128";"34021585";"methodology";"3";"";"Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)";"No"
"10.1111/head.14128";"34021585";"methodology";"4";"";"Treatment name 1";"rimegepant"
"10.1111/head.14128";"34021585";"methodology";"4";"";"Study 'number(s)' for treatment 1";"1"
"10.1111/head.14128";"34021585";"methodology";"4";"";"Treatment name 2";"erenumab"
"10.1111/head.14128";"34021585";"methodology";"4";"";"Study 'number(s)' for treatment 2";"4"
"10.1111/head.14128";"34021585";"methodology";"4";"";"Type of population-adjusted indirect comparisons performed";"MAIC"
"10.1111/head.14128";"34021585";"methodology";"4";"";"Anchored comparison?";"No"
"10.1111/head.14128";"34021585";"methodology";"4";"";"Form of the indirect comparison";"Simple (ie treatments effects extracted from two studies)"
"10.1111/head.14128";"34021585";"methodology";"4";"";"Definition of a single primary outcome for the indirect comparison";"No primary outcome defined, or multiple primary outcomes without any clear distinction between them"
"10.1111/head.14128";"34021585";"methodology";"4";"";"Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)";"migraine disability assessment testmigraine disability assessment test"
"10.1111/head.14128";"34021585";"methodology";"4";"";"Primary outcome: variable type";"Continuous (count, mean, ...)"
"10.1111/head.14128";"34021585";"methodology";"4";"";"Justification for selecting variables to be included in the adjustment model (in the main text)";"Statistical imbalanced between treatment groups (independently of the status of prognostic/effect modifier)"
"10.1111/head.14128";"34021585";"methodology";"4";"";"Inclusion of prognostic factors in the adjustment/matching model";"No discussion (in the main text) of the status of prognostic factors of the variables"
"10.1111/head.14128";"34021585";"methodology";"4";"";"Inclusion of treatment-effect modifiers in the adjustment/matching model";"No discussion (in the main text) of the status of treatment-effect modifiers of the variables"
"10.1111/head.14128";"34021585";"methodology";"4";"";"Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)";"Yes"
"10.1111/head.14128";"34021585";"methodology";"4";"";"Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)";"No"
"10.1111/head.14128";"34021585";"results";"1";"";"Sample size of the population of interest in the non IPD treatment arm";"1773"
"10.1111/head.14128";"34021585";"results";"1";"";"Initial sample size of the population of interest in the IPD treatment arm";"257"
"10.1111/head.14128";"34021585";"results";"1";"";"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC";"169"
"10.1111/head.14128";"34021585";"results";"1";"";"Reporting of a weights' distribution evaluation (MAIC)";"Yes, mentions that the weights distribution has been studied, and weights distribution reported in main article or supplemental materials"
"10.1111/head.14128";"34021585";"results";"1";"";"Reporting of the list of the covariates adjusted for/matched on";"Yes"
"10.1111/head.14128";"34021585";"results";"1";"";"Number of covariates adjusted for/matched on";"6"
"10.1111/head.14128";"34021585";"results";"1";"";"Covariates adjusted for/matched on in the indirect comparison";"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity"
"10.1111/head.14128";"34021585";"results";"1";"";"Primary outcome: treatment effect contrast";"Means difference"
"10.1111/head.14128";"34021585";"results";"1";"";"Direction of the treatment effect contrast: IPD treatment is:";"Numerator if ratio, or left side if difference"
"10.1111/head.14128";"34021585";"results";"1";"";"Primary outcome: unadjusted treatment effect";"-3.97"
"10.1111/head.14128";"34021585";"results";"1";"";"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])";"0.12"
"10.1111/head.14128";"34021585";"results";"1";"";"Primary outcome: adjusted treatment effect";"-5.54"
"10.1111/head.14128";"34021585";"results";"1";"";"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])";"0.026"
"10.1111/head.14128";"34021585";"results";"2";"";"Initial sample size of the population of interest in the IPD treatment arm";"257"
"10.1111/head.14128";"34021585";"results";"2";"";"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC";"169"
"10.1111/head.14128";"34021585";"results";"2";"";"Reporting of a weights' distribution evaluation (MAIC)";"Yes, mentions that the weights distribution has been studied, and weights distribution reported in main article or supplemental materials"
"10.1111/head.14128";"34021585";"results";"2";"";"Reporting of the list of the covariates adjusted for/matched on";"Yes"
"10.1111/head.14128";"34021585";"results";"2";"";"Number of covariates adjusted for/matched on";"6"
"10.1111/head.14128";"34021585";"results";"2";"";"Covariates adjusted for/matched on in the indirect comparison";"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity"
"10.1111/head.14128";"34021585";"results";"2";"";"Primary outcome: treatment effect contrast";"Means difference"
"10.1111/head.14128";"34021585";"results";"2";"";"Direction of the treatment effect contrast: IPD treatment is:";"Numerator if ratio, or left side if difference"
"10.1111/head.14128";"34021585";"results";"2";"";"Primary outcome: unadjusted treatment effect";"3.48"
"10.1111/head.14128";"34021585";"results";"2";"";"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])";"0.172"
"10.1111/head.14128";"34021585";"results";"2";"";"Primary outcome: adjusted treatment effect";"-5.54"
"10.1111/head.14128";"34021585";"results";"2";"";"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])";"0.026"
"10.1111/head.14128";"34021585";"results";"2";"";"Sample size of the population of interest in the non IPD treatment arm";"1773"
"10.1111/head.14128";"34021585";"results";"3";"";"Initial sample size of the population of interest in the IPD treatment arm";"257"
"10.1111/head.14128";"34021585";"results";"3";"";"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC";"214"
"10.1111/head.14128";"34021585";"results";"3";"";"Reporting of a weights' distribution evaluation (MAIC)";"Yes, mentions that the weights distribution has been studied, and weights distribution reported in main article or supplemental materials"
"10.1111/head.14128";"34021585";"results";"3";"";"Reporting of the list of the covariates adjusted for/matched on";"Yes"
"10.1111/head.14128";"34021585";"results";"3";"";"Number of covariates adjusted for/matched on";"4"
"10.1111/head.14128";"34021585";"results";"3";"";"Covariates adjusted for/matched on in the indirect comparison";"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity"
"10.1111/head.14128";"34021585";"results";"3";"";"Primary outcome: treatment effect contrast";"Means difference"
"10.1111/head.14128";"34021585";"results";"3";"";"Direction of the treatment effect contrast: IPD treatment is:";"Numerator if ratio, or left side if difference"
"10.1111/head.14128";"34021585";"results";"3";"";"Primary outcome: unadjusted treatment effect";"-5.57"
"10.1111/head.14128";"34021585";"results";"3";"";"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])";"0.026"
"10.1111/head.14128";"34021585";"results";"3";"";"Primary outcome: adjusted treatment effect";"-7.37"
"10.1111/head.14128";"34021585";"results";"3";"";"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])";"0.009"
"10.1111/head.14128";"34021585";"results";"3";"";"Sample size of the population of interest in the non IPD treatment arm";"955"
"10.1111/head.14128";"34021585";"results";"4";"";"Initial sample size of the population of interest in the IPD treatment arm";"257"
"10.1111/head.14128";"34021585";"results";"4";"";"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC";"214"
"10.1111/head.14128";"34021585";"results";"4";"";"Reporting of a weights' distribution evaluation (MAIC)";"Yes, mentions that the weights distribution has been studied, and weights distribution reported in main article or supplemental materials"
"10.1111/head.14128";"34021585";"results";"4";"";"Reporting of the list of the covariates adjusted for/matched on";"Yes"
"10.1111/head.14128";"34021585";"results";"4";"";"Number of covariates adjusted for/matched on";"4"
"10.1111/head.14128";"34021585";"results";"4";"";"Covariates adjusted for/matched on in the indirect comparison";"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity"
"10.1111/head.14128";"34021585";"results";"4";"";"Primary outcome: treatment effect contrast";"Means difference"
"10.1111/head.14128";"34021585";"results";"4";"";"Direction of the treatment effect contrast: IPD treatment is:";"Numerator if ratio, or left side if difference"
"10.1111/head.14128";"34021585";"results";"4";"";"Primary outcome: unadjusted treatment effect";"1.75"
"10.1111/head.14128";"34021585";"results";"4";"";"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])";"0.528"
"10.1111/head.14128";"34021585";"results";"4";"";"Primary outcome: adjusted treatment effect";"-0.09"
"10.1111/head.14128";"34021585";"results";"4";"";"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])";"0.979"
"10.1111/head.14128";"34021585";"results";"4";"";"Sample size of the population of interest in the non IPD treatment arm";"955"
"10.1111/j.1743-7563.2011.01400.x";"21585706";"general_information";"";"";"Medical Condition of Interest Name";"non-small cell lung cancer"
"10.1111/j.1743-7563.2011.01400.x";"21585706";"general_information";"";"";"Countries of first author affiliations";"taiwan"
"10.1111/j.1743-7563.2011.01400.x";"21585706";"general_information";"";"";"Countries of last author affiliations";"switzerland"
"10.1111/j.1743-7563.2011.01400.x";"21585706";"general_information";"";"";"Positions of study investigators (for any authors of the article, any that applies)";"Academic, Pharmaceutical Industry, Private Data Analysis Company"
"10.1111/j.1743-7563.2011.01400.x";"21585706";"general_information";"";"";"At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company";"Yes"
"10.1111/j.1743-7563.2011.01400.x";"21585706";"general_information";"";"";"Mentioned sources of funding";"Pharmaceutical Industry"
"10.1111/j.1743-7563.2011.01400.x";"21585706";"general_information";"";"";"Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article";"Yes"
"10.1111/j.1743-7563.2011.01400.x";"21585706";"general_information";"";"";"Mention of a systematic review to find the studies to compare treatments of interest";"Yes"
"10.1111/j.1743-7563.2011.01400.x";"21585706";"study_information";"";"1";"Patient-level data used";"Yes"
"10.1111/j.1743-7563.2011.01400.x";"21585706";"study_information";"";"1";"Clinical Trial";"Yes"
"10.1111/j.1743-7563.2011.01400.x";"21585706";"study_information";"";"1";"NCT (only for clinical trial registered on clinicaltrials.gov)";"NCT00451906"
"10.1111/j.1743-7563.2011.01400.x";"21585706";"study_information";"";"1";"Country where the clinical trial/observational study was conducted (international if more than one)";"international"
"10.1111/j.1743-7563.2011.01400.x";"21585706";"study_information";"";"1";"Phase of the clinical trial (clinical trial only)";"4"
"10.1111/j.1743-7563.2011.01400.x";"21585706";"study_information";"";"1";"Number of treatment arms (clinical trial only)";"1"
