doi	section	n_itc	study_number	questions	answer
10.1080/10428194.2019.1675881	results	1	NA	ci_cutoff	1
10.1080/10428194.2019.1675881	results	1	NA	significant	FALSE
10.1080/10428194.2019.1675881	study_information	NA	1	Patient-level data used	Yes
10.1080/10428194.2019.1675881	study_information	NA	1	Clinical Trial	Yes
10.1080/10428194.2019.1675881	study_information	NA	1	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT00111319
10.1080/10428194.2019.1675881	study_information	NA	1	Country where the clinical trial/observational study was conducted (international if more than one)	usa
10.1080/10428194.2019.1675881	study_information	NA	1	Phase of the clinical trial (clinical trial only)	3
10.1080/10428194.2019.1675881	study_information	NA	1	Number of treatment arms (clinical trial only)	2 or more
10.1080/10428194.2019.1675881	study_information	NA	2	Patient-level data used	No
10.1080/10428194.2019.1675881	study_information	NA	2	Clinical Trial	Yes
10.1080/10428194.2019.1675881	study_information	NA	2	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT02195479
10.1080/10428194.2019.1675881	study_information	NA	2	Country where the clinical trial/observational study was conducted (international if more than one)	international
10.1080/10428194.2019.1675881	study_information	NA	2	Phase of the clinical trial (clinical trial only)	3
10.1080/10428194.2019.1675881	study_information	NA	2	Number of treatment arms (clinical trial only)	2 or more
10.1080/10428194.2019.1675881	study_information	NA	3	Patient-level data used	No
10.1080/10428194.2019.1675881	study_information	NA	3	Clinical Trial	Yes
10.1080/10428194.2019.1675881	study_information	NA	3	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT01063179
10.1080/10428194.2019.1675881	study_information	NA	3	Country where the clinical trial/observational study was conducted (international if more than one)	italy
10.1080/10428194.2019.1675881	study_information	NA	3	Phase of the clinical trial (clinical trial only)	3
10.1080/10428194.2019.1675881	study_information	NA	3	Number of treatment arms (clinical trial only)	2 or more
10.1080/10428194.2019.1682571	general_information	NA	NA	Medical Condition of Interest Name	multiple myeloma
10.1080/10428194.2019.1682571	general_information	NA	NA	Countries of first author affiliations	greece
10.1080/10428194.2019.1682571	general_information	NA	NA	Countries of last author affiliations	usa
10.1080/10428194.2019.1682571	general_information	NA	NA	Positions of study investigators (for any authors of the article, any that applies)	Academic, Pharmaceutical Industry, Private Data Analysis Company
10.1080/10428194.2019.1682571	general_information	NA	NA	At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company	Yes
10.1080/10428194.2019.1682571	general_information	NA	NA	Mentioned sources of funding	Pharmaceutical Industry
10.1080/10428194.2019.1682571	general_information	NA	NA	Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article	Yes
10.1080/10428194.2019.1682571	general_information	NA	NA	Mention of a systematic review to find the studies to compare treatments of interest	No
10.1080/10428194.2019.1682571	methodology	1	NA	Treatment name 1	daratumumab�bortezomib�melphalan�prednisone
10.1080/10428194.2019.1682571	methodology	1	NA	Study 'number(s)' for treatment 1	1
10.1080/10428194.2019.1682571	methodology	1	NA	Treatment name 2	lenalidomide�dexamethasone continuous
10.1080/10428194.2019.1682571	methodology	1	NA	Study 'number(s)' for treatment 2	2
10.1080/10428194.2019.1682571	methodology	1	NA	Type of population-adjusted indirect comparisons performed	MAIC
10.1080/10428194.2019.1682571	methodology	1	NA	Anchored comparison?	No
10.1080/10428194.2019.1682571	methodology	1	NA	Form of the indirect comparison	Simple (ie treatments effects extracted from two studies)
10.1080/10428194.2019.1682571	methodology	1	NA	Definition of a single primary outcome for the indirect comparison	No primary outcome defined, or multiple primary outcomes without any clear distinction between them
10.1080/10428194.2019.1682571	methodology	1	NA	Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)	overall survival
10.1080/10428194.2019.1682571	methodology	1	NA	Primary outcome: variable type	Time-to-event
10.1080/10428194.2019.1682571	methodology	1	NA	Justification for selecting variables to be included in the adjustment model (in the main text)	Nothing mentioned, not reported
10.1080/10428194.2019.1682571	methodology	1	NA	Inclusion of prognostic factors in the adjustment/matching model	No discussion (in the main text) of the status of prognostic factors of the variables
10.1080/10428194.2019.1682571	methodology	1	NA	Inclusion of treatment-effect modifiers in the adjustment/matching model	No discussion (in the main text) of the status of treatment-effect modifiers of the variables
10.1080/10428194.2019.1682571	methodology	1	NA	Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)	No
10.1080/10428194.2019.1682571	methodology	1	NA	Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)	No
10.1080/10428194.2019.1682571	methodology	2	NA	Treatment name 1	daratumumab�bortezomib�melphalan�prednisone
10.1080/10428194.2019.1682571	methodology	2	NA	Study 'number(s)' for treatment 1	1
10.1080/10428194.2019.1682571	methodology	2	NA	Treatment name 2	lenalidomide�dexamethasone 18 months (rd18)
10.1080/10428194.2019.1682571	methodology	2	NA	Study 'number(s)' for treatment 2	2
10.1080/10428194.2019.1682571	methodology	2	NA	Type of population-adjusted indirect comparisons performed	MAIC
10.1080/10428194.2019.1682571	methodology	2	NA	Anchored comparison?	No
10.1080/10428194.2019.1682571	methodology	2	NA	Form of the indirect comparison	Simple (ie treatments effects extracted from two studies)
10.1080/10428194.2019.1682571	methodology	2	NA	Definition of a single primary outcome for the indirect comparison	No primary outcome defined, or multiple primary outcomes without any clear distinction between them
10.1080/10428194.2019.1682571	methodology	2	NA	Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)	overall survival
10.1080/10428194.2019.1682571	methodology	2	NA	Primary outcome: variable type	Time-to-event
10.1080/10428194.2019.1682571	methodology	2	NA	Justification for selecting variables to be included in the adjustment model (in the main text)	Nothing mentioned, not reported
10.1080/10428194.2019.1682571	methodology	2	NA	Inclusion of prognostic factors in the adjustment/matching model	No discussion (in the main text) of the status of prognostic factors of the variables
10.1080/10428194.2019.1682571	methodology	2	NA	Inclusion of treatment-effect modifiers in the adjustment/matching model	No discussion (in the main text) of the status of treatment-effect modifiers of the variables
10.1080/10428194.2019.1682571	methodology	2	NA	Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)	No
10.1080/10428194.2019.1682571	methodology	2	NA	Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)	No
10.1080/10428194.2019.1682571	methodology	3	NA	Treatment name 1	daratumumab�bortezomib�melphalan�prednisone
10.1080/10428194.2019.1682571	methodology	3	NA	Study 'number(s)' for treatment 1	1
10.1080/10428194.2019.1682571	methodology	3	NA	Treatment name 2	melphalan�prednisone�thalidomide
10.1080/10428194.2019.1682571	methodology	3	NA	Study 'number(s)' for treatment 2	2
10.1080/10428194.2019.1682571	methodology	3	NA	Type of population-adjusted indirect comparisons performed	MAIC
10.1080/10428194.2019.1682571	methodology	3	NA	Anchored comparison?	No
10.1080/10428194.2019.1682571	methodology	3	NA	Form of the indirect comparison	Simple (ie treatments effects extracted from two studies)
10.1080/10428194.2019.1682571	methodology	3	NA	Definition of a single primary outcome for the indirect comparison	No primary outcome defined, or multiple primary outcomes without any clear distinction between them
10.1080/10428194.2019.1682571	methodology	3	NA	Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)	overall survival
10.1080/10428194.2019.1682571	methodology	3	NA	Primary outcome: variable type	Time-to-event
10.1080/10428194.2019.1682571	methodology	3	NA	Justification for selecting variables to be included in the adjustment model (in the main text)	Nothing mentioned, not reported
10.1080/10428194.2019.1682571	methodology	3	NA	Inclusion of prognostic factors in the adjustment/matching model	No discussion (in the main text) of the status of prognostic factors of the variables
10.1080/10428194.2019.1682571	methodology	3	NA	Inclusion of treatment-effect modifiers in the adjustment/matching model	No discussion (in the main text) of the status of treatment-effect modifiers of the variables
10.1080/10428194.2019.1682571	methodology	3	NA	Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)	No
10.1080/10428194.2019.1682571	methodology	3	NA	Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)	No
10.1080/10428194.2019.1682571	results	1	NA	Sample size of the population of interest in the non IPD treatment arm	535
10.1080/10428194.2019.1682571	results	1	NA	Initial sample size of the population of interest in the IPD treatment arm	350
10.1080/10428194.2019.1682571	results	1	NA	Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC	248
10.1080/10428194.2019.1682571	results	1	NA	Reporting of a weights' distribution evaluation (MAIC)	Not mentioned
10.1080/10428194.2019.1682571	results	1	NA	Reporting of the list of the covariates adjusted for/matched on	Yes
10.1080/10428194.2019.1682571	results	1	NA	Number of covariates adjusted for/matched on	7
10.1080/10428194.2019.1682571	results	1	NA	Covariates adjusted for/matched on in the indirect comparison	Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Comorbidities and medical history (beside pathology/disease of interest in the comparison)
10.1080/10428194.2019.1682571	results	1	NA	Primary outcome: treatment effect contrast	HR
10.1080/10428194.2019.1682571	results	1	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference
10.1080/10428194.2019.1682571	results	1	NA	Primary outcome: unadjusted treatment effect	0.88
10.1080/10428194.2019.1682571	results	1	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	0.51
10.1080/10428194.2019.1682571	results	1	NA	Primary outcome: adjusted treatment effect	0.68
10.1080/10428194.2019.1682571	results	1	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	0.086
10.1080/10428194.2019.1682571	results	1	NA	lb_ci	NA
10.1080/10428194.2019.1682571	results	1	NA	ub_ci	NA
10.1080/10428194.2019.1682571	results	1	NA	pval	0.51
10.1080/10428194.2019.1682571	results	1	NA	num_pval	0.51
10.1080/10428194.2019.1682571	results	1	NA	ci_cutoff	1
10.1080/10428194.2019.1682571	results	1	NA	significant	FALSE
10.1080/10428194.2019.1682571	results	1	NA	lb_ci	NA
10.1080/10428194.2019.1682571	results	1	NA	ub_ci	NA
10.1080/10428194.2019.1682571	results	1	NA	pval	0.086
10.1080/10428194.2019.1682571	results	1	NA	num_pval	0.086
10.1080/10428194.2019.1682571	results	1	NA	ci_cutoff	1
10.1080/10428194.2019.1682571	results	1	NA	significant	FALSE
10.1080/10428194.2019.1682571	results	2	NA	Sample size of the population of interest in the non IPD treatment arm	541
10.1080/10428194.2019.1682571	results	2	NA	Initial sample size of the population of interest in the IPD treatment arm	350
10.1080/10428194.2019.1682571	results	2	NA	Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC	246
10.1080/10428194.2019.1682571	results	2	NA	Reporting of a weights' distribution evaluation (MAIC)	Not mentioned
10.1080/10428194.2019.1682571	results	2	NA	Reporting of the list of the covariates adjusted for/matched on	Yes
10.1080/10428194.2019.1682571	results	2	NA	Number of covariates adjusted for/matched on	7
10.1080/10428194.2019.1682571	results	2	NA	Covariates adjusted for/matched on in the indirect comparison	Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Comorbidities and medical history (beside pathology/disease of interest in the comparison)
10.1080/10428194.2019.1682571	results	2	NA	Primary outcome: treatment effect contrast	HR
10.1080/10428194.2019.1682571	results	2	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference
10.1080/10428194.2019.1682571	results	2	NA	Primary outcome: unadjusted treatment effect	0.78
10.1080/10428194.2019.1682571	results	2	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	0.16
10.1080/10428194.2019.1682571	results	2	NA	Primary outcome: adjusted treatment effect	0.6
10.1080/10428194.2019.1682571	results	2	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	0.02
10.1080/10428194.2019.1682571	results	2	NA	lb_ci	NA
10.1080/10428194.2019.1682571	results	2	NA	ub_ci	NA
10.1080/10428194.2019.1682571	results	2	NA	pval	0.16
10.1080/10428194.2019.1682571	results	2	NA	num_pval	0.16
10.1080/10428194.2019.1682571	results	2	NA	ci_cutoff	1
10.1080/10428194.2019.1682571	results	2	NA	significant	FALSE
10.1080/10428194.2019.1682571	results	2	NA	lb_ci	NA
10.1080/10428194.2019.1682571	results	2	NA	ub_ci	NA
10.1080/10428194.2019.1682571	results	2	NA	pval	0.02
10.1080/10428194.2019.1682571	results	2	NA	num_pval	0.02
10.1080/10428194.2019.1682571	results	2	NA	ci_cutoff	1
10.1080/10428194.2019.1682571	results	2	NA	significant	TRUE
10.1080/10428194.2019.1682571	results	3	NA	Sample size of the population of interest in the non IPD treatment arm	547
10.1080/10428194.2019.1682571	results	3	NA	Initial sample size of the population of interest in the IPD treatment arm	350
10.1080/10428194.2019.1682571	results	3	NA	Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC	248
10.1080/10428194.2019.1682571	results	3	NA	Reporting of a weights' distribution evaluation (MAIC)	Not mentioned
10.1080/10428194.2019.1682571	results	3	NA	Reporting of the list of the covariates adjusted for/matched on	Yes
10.1080/10428194.2019.1682571	results	3	NA	Number of covariates adjusted for/matched on	7
10.1080/10428194.2019.1682571	results	3	NA	Covariates adjusted for/matched on in the indirect comparison	Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Comorbidities and medical history (beside pathology/disease of interest in the comparison)
10.1080/10428194.2019.1682571	results	3	NA	Primary outcome: treatment effect contrast	HR
10.1080/10428194.2019.1682571	results	3	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference
10.1080/10428194.2019.1682571	results	3	NA	Primary outcome: unadjusted treatment effect	0.68
10.1080/10428194.2019.1682571	results	3	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	0.024
10.1080/10428194.2019.1682571	results	3	NA	Primary outcome: adjusted treatment effect	0.53
10.1080/10428194.2019.1682571	results	3	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	0.003
10.1080/10428194.2019.1682571	results	3	NA	lb_ci	NA
10.1080/10428194.2019.1682571	results	3	NA	ub_ci	NA
10.1080/10428194.2019.1682571	results	3	NA	pval	0.024
10.1080/10428194.2019.1682571	results	3	NA	num_pval	0.024
10.1080/10428194.2019.1682571	results	3	NA	ci_cutoff	1
10.1080/10428194.2019.1682571	results	3	NA	significant	TRUE
10.1080/10428194.2019.1682571	results	3	NA	lb_ci	NA
10.1080/10428194.2019.1682571	results	3	NA	ub_ci	NA
10.1080/10428194.2019.1682571	results	3	NA	pval	0.003
10.1080/10428194.2019.1682571	results	3	NA	num_pval	0.003
10.1080/10428194.2019.1682571	results	3	NA	ci_cutoff	1
10.1080/10428194.2019.1682571	results	3	NA	significant	TRUE
10.1080/10428194.2019.1682571	study_information	NA	1	Patient-level data used	Yes
10.1080/10428194.2019.1682571	study_information	NA	1	Clinical Trial	Yes
10.1080/10428194.2019.1682571	study_information	NA	1	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT02195479
10.1080/10428194.2019.1682571	study_information	NA	1	Country where the clinical trial/observational study was conducted (international if more than one)	international
10.1080/10428194.2019.1682571	study_information	NA	1	Phase of the clinical trial (clinical trial only)	3
10.1080/10428194.2019.1682571	study_information	NA	1	Number of treatment arms (clinical trial only)	2 or more
10.1080/10428194.2019.1682571	study_information	NA	2	Patient-level data used	No
10.1080/10428194.2019.1682571	study_information	NA	2	Clinical Trial	Yes
10.1080/10428194.2019.1682571	study_information	NA	2	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT00689936
10.1080/10428194.2019.1682571	study_information	NA	2	Country where the clinical trial/observational study was conducted (international if more than one)	international
10.1080/10428194.2019.1682571	study_information	NA	2	Phase of the clinical trial (clinical trial only)	3
10.1080/10428194.2019.1682571	study_information	NA	2	Number of treatment arms (clinical trial only)	2 or more
10.1080/10428194.2021.1913143	general_information	NA	NA	Medical Condition of Interest Name	relapsed and refractory multiple myeloma
10.1080/10428194.2021.1913143	general_information	NA	NA	Countries of first author affiliations	spain
10.1080/10428194.2021.1913143	general_information	NA	NA	Countries of last author affiliations	switzerland
10.1080/10428194.2021.1913143	general_information	NA	NA	Positions of study investigators (for any authors of the article, any that applies)	Academic, Pharmaceutical Industry, Private Data Analysis Company
10.1080/10428194.2021.1913143	general_information	NA	NA	At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company	Yes
10.1080/10428194.2021.1913143	general_information	NA	NA	Mentioned sources of funding	Pharmaceutical Industry
10.1080/10428194.2021.1913143	general_information	NA	NA	Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article	Yes
10.1080/10428194.2021.1913143	general_information	NA	NA	Mention of a systematic review to find the studies to compare treatments of interest	Yes
10.1080/10428194.2021.1913143	methodology	1	NA	Treatment name 1	idecabtagene vicleucel
10.1080/10428194.2021.1913143	methodology	1	NA	Study 'number(s)' for treatment 1	1
10.1080/10428194.2021.1913143	methodology	1	NA	Treatment name 2	selinexor + dexamethasone
10.1080/10428194.2021.1913143	methodology	1	NA	Study 'number(s)' for treatment 2	2
10.1080/10428194.2021.1913143	methodology	1	NA	Type of population-adjusted indirect comparisons performed	MAIC
10.1080/10428194.2021.1913143	methodology	1	NA	Anchored comparison?	No
10.1080/10428194.2021.1913143	methodology	1	NA	Form of the indirect comparison	Simple (ie treatments effects extracted from two studies)
10.1080/10428194.2021.1913143	methodology	1	NA	Definition of a single primary outcome for the indirect comparison	No primary outcome defined, or multiple primary outcomes without any clear distinction between them
10.1080/10428194.2021.1913143	methodology	1	NA	Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)	overall response rate
10.1080/10428194.2021.1913143	methodology	1	NA	Primary outcome: variable type	Binary (eg rates)
10.1080/10428194.2021.1913143	methodology	1	NA	Justification for selecting variables to be included in the adjustment model (in the main text)	Statistical imbalanced between treatment groups (independently of the status of prognostic/effect modifier), A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)
10.1080/10428194.2021.1913143	methodology	1	NA	Inclusion of prognostic factors in the adjustment/matching model	Yes
10.1080/10428194.2021.1913143	methodology	1	NA	Inclusion of treatment-effect modifiers in the adjustment/matching model	No discussion (in the main text) of the status of treatment-effect modifiers of the variables
10.1080/10428194.2021.1913143	methodology	1	NA	Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)	No
10.1080/10428194.2021.1913143	methodology	1	NA	Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)	No
10.1080/10428194.2021.1913143	methodology	2	NA	Treatment name 1	idecabtagene + vicleucel
10.1080/10428194.2021.1913143	methodology	2	NA	Study 'number(s)' for treatment 1	1
10.1080/10428194.2021.1913143	methodology	2	NA	Treatment name 2	belantamab mafodotin
10.1080/10428194.2021.1913143	methodology	2	NA	Study 'number(s)' for treatment 2	3
10.1080/10428194.2021.1913143	methodology	2	NA	Type of population-adjusted indirect comparisons performed	MAIC
10.1080/10428194.2021.1913143	methodology	2	NA	Anchored comparison?	No
10.1080/10428194.2021.1913143	methodology	2	NA	Form of the indirect comparison	Simple (ie treatments effects extracted from two studies)
10.1080/10428194.2021.1913143	methodology	2	NA	Definition of a single primary outcome for the indirect comparison	No primary outcome defined, or multiple primary outcomes without any clear distinction between them
10.1080/10428194.2021.1913143	methodology	2	NA	Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)	overall response rate
10.1080/10428194.2021.1913143	methodology	2	NA	Primary outcome: variable type	Binary (eg rates)
10.1080/10428194.2021.1913143	methodology	2	NA	Justification for selecting variables to be included in the adjustment model (in the main text)	Statistical imbalanced between treatment groups (independently of the status of prognostic/effect modifier), A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)
10.1080/10428194.2021.1913143	methodology	2	NA	Inclusion of prognostic factors in the adjustment/matching model	Yes
10.1080/10428194.2021.1913143	methodology	2	NA	Inclusion of treatment-effect modifiers in the adjustment/matching model	No discussion (in the main text) of the status of treatment-effect modifiers of the variables
10.1080/10428194.2021.1913143	methodology	2	NA	Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)	No
10.1080/10428194.2021.1913143	methodology	2	NA	Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)	No
10.1080/10428194.2021.1913143	results	1	NA	Sample size of the population of interest in the non IPD treatment arm	122
10.1080/10428194.2021.1913143	results	1	NA	Initial sample size of the population of interest in the IPD treatment arm	128
10.1080/10428194.2021.1913143	results	1	NA	Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC	56
10.1080/10428194.2021.1913143	results	1	NA	Reporting of a weights' distribution evaluation (MAIC)	Not mentioned
10.1080/10428194.2021.1913143	results	1	NA	Reporting of the list of the covariates adjusted for/matched on	Yes
10.1080/10428194.2021.1913143	results	1	NA	Number of covariates adjusted for/matched on	6
10.1080/10428194.2021.1913143	results	1	NA	Covariates adjusted for/matched on in the indirect comparison	Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest
10.1080/10428194.2021.1913143	results	1	NA	Primary outcome: treatment effect contrast	OR
10.1080/10428194.2021.1913143	results	1	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference
10.1080/10428194.2021.1913143	results	1	NA	Primary outcome: unadjusted treatment effect	7.78
10.1080/10428194.2021.1913143	results	1	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	[4.43;13.65]
10.1080/10428194.2021.1913143	results	1	NA	Primary outcome: adjusted treatment effect	7.74
10.1080/10428194.2021.1913143	results	1	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX	[3.83;15.62]
10.1080/10428194.2021.1913143	results	1	NA	lb_ci	4.43
10.1080/10428194.2021.1913143	results	1	NA	ub_ci	13.65
10.1080/10428194.2021.1913143	results	1	NA	pval	NA
10.1080/10428194.2021.1913143	results	1	NA	num_pval	NA
10.1080/10428194.2021.1913143	results	1	NA	ci_cutoff	1
10.1080/10428194.2021.1913143	results	1	NA	significant	FALSE
10.1080/10428194.2021.1913143	results	2	NA	Sample size of the population of interest in the non IPD treatment arm	97
10.1080/10428194.2021.1913143	results	2	NA	Initial sample size of the population of interest in the IPD treatment arm	128
10.1080/10428194.2021.1913143	results	2	NA	Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC	45
10.1080/10428194.2021.1913143	results	2	NA	Reporting of a weights' distribution evaluation (MAIC)	Not mentioned
10.1080/10428194.2021.1913143	results	2	NA	Reporting of the list of the covariates adjusted for/matched on	Yes
10.1080/10428194.2021.1913143	results	2	NA	Number of covariates adjusted for/matched on	6
10.1080/10428194.2021.1913143	results	2	NA	Covariates adjusted for/matched on in the indirect comparison	Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest
10.1080/10428194.2021.1913143	results	2	NA	Primary outcome: treatment effect contrast	OR
10.1080/10428194.2021.1913143	results	2	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference
10.1080/10428194.2021.1913143	results	2	NA	Primary outcome: unadjusted treatment effect	6.17
10.1080/10428194.2021.1913143	results	2	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	[3.45;11.05]
10.1080/10428194.2021.1913143	results	2	NA	Primary outcome: adjusted treatment effect	5.12
10.1080/10428194.2021.1913143	results	2	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX	[2.35;11.13]
10.1080/10428194.2021.1913143	results	2	NA	lb_ci	3.45
10.1080/10428194.2021.1913143	results	2	NA	ub_ci	11.05
10.1080/10428194.2021.1913143	results	2	NA	pval	NA
10.1080/10428194.2021.1913143	results	2	NA	num_pval	NA
10.1080/10428194.2021.1913143	results	2	NA	ci_cutoff	1
10.1080/10428194.2021.1913143	results	2	NA	significant	FALSE
10.1080/10428194.2021.1913143	study_information	NA	1	Patient-level data used	Yes
10.1080/10428194.2021.1913143	study_information	NA	1	Clinical Trial	Yes
10.1080/10428194.2021.1913143	study_information	NA	1	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT03361748
10.1080/10428194.2021.1913143	study_information	NA	1	Country where the clinical trial/observational study was conducted (international if more than one)	international
10.1080/10428194.2021.1913143	study_information	NA	1	Phase of the clinical trial (clinical trial only)	2
10.1080/10428194.2021.1913143	study_information	NA	1	Number of treatment arms (clinical trial only)	1
10.1080/10428194.2021.1913143	study_information	NA	2	Patient-level data used	No
10.1080/10428194.2021.1913143	study_information	NA	2	Clinical Trial	Yes
10.1080/10428194.2021.1913143	study_information	NA	2	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT02336815
10.1080/10428194.2021.1913143	study_information	NA	2	Country where the clinical trial/observational study was conducted (international if more than one)	international
10.1080/10428194.2021.1913143	study_information	NA	2	Phase of the clinical trial (clinical trial only)	2
10.1080/10428194.2021.1913143	study_information	NA	2	Number of treatment arms (clinical trial only)	1
10.1080/10428194.2021.1913143	study_information	NA	3	Patient-level data used	No
10.1080/10428194.2021.1913143	study_information	NA	3	Clinical Trial	Yes
10.1080/10428194.2021.1913143	study_information	NA	3	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT03525678
10.1080/10428194.2021.1913143	study_information	NA	3	Country where the clinical trial/observational study was conducted (international if more than one)	international
10.1080/10428194.2021.1913143	study_information	NA	3	Phase of the clinical trial (clinical trial only)	2
10.1080/10428194.2021.1913143	study_information	NA	3	Number of treatment arms (clinical trial only)	1
10.1080/10428194.2021.1913144	general_information	NA	NA	Medical Condition of Interest Name	chronic lymphocytic leukemia
10.1080/10428194.2021.1913144	general_information	NA	NA	Countries of first author affiliations	usa
10.1080/10428194.2021.1913144	general_information	NA	NA	Countries of last author affiliations	uk
10.1080/10428194.2021.1913144	general_information	NA	NA	Positions of study investigators (for any authors of the article, any that applies)	Academic, Pharmaceutical Industry
10.1080/10428194.2021.1913144	general_information	NA	NA	At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company	Not mentioned
10.1080/10428194.2021.1913144	general_information	NA	NA	Mentioned sources of funding	Pharmaceutical Industry
10.1080/10428194.2021.1913144	general_information	NA	NA	Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article	Yes
10.1080/10428194.2021.1913144	general_information	NA	NA	Mention of a systematic review to find the studies to compare treatments of interest	Yes
10.1080/10428194.2021.1913144	methodology	1	NA	Treatment name 1	acalabrutinib + obinutuzumab
10.1080/10428194.2021.1913144	methodology	1	NA	Study 'number(s)' for treatment 1	1
10.1080/10428194.2021.1913144	methodology	1	NA	Treatment name 2	ibrutinib
