doi	section	n_itc	study_number	questions	answer	ttt_parsed	others	car_t_cells	atc_code	concept_class_id	concept_name	concept_code_ancestor_ATC 1st	concept_code_ancestor_ATC 2nd	concept_code_ancestor_ATC 3rd	concept_code_ancestor_ATC 4th	concept_name_ancestor_ATC 1st	concept_name_ancestor_ATC 2nd	concept_name_ancestor_ATC 3rd	concept_name_ancestor_ATC 4th
10.1111/jdv.15369	methodology	2	NA	treatment_name_nonipd	methotrexate	methotrexate	NA	FALSE	L01BA01	ATC 5th	methotrexate; systemic (folic acid analog.)	L	L01	L01B	L01BA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ANTIMETABOLITES	Folic acid analogues
10.1111/jdv.15369	methodology	3	NA	treatment_name_ipd	calcipotriol + betamethasone dipropionate aerosol foam	calcipotriol	NA	FALSE	D05AX02	ATC 5th	calcipotriol; topical	D	D05	D05A	D05AX	DERMATOLOGICALS	ANTIPSORIATICS	ANTIPSORIATICS FOR TOPICAL USE	Other antipsoriatics for topical use
10.1111/jdv.15369	methodology	3	NA	treatment_name_ipd	calcipotriol + betamethasone dipropionate aerosol foam	betamethasone dipropionate aerosol foam	NA	FALSE	D07XC01	ATC 5th	betamethasone, combinations; topical	D	D07	D07X	D07XC	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, OTHER COMBINATIONS	Corticosteroids, potent, other combinations
10.1111/jdv.15369	methodology	3	NA	treatment_name_nonipd	acitretin	acitretin	NA	FALSE	D05BB02	ATC 5th	acitretin; oral	D	D05	D05B	D05BB	DERMATOLOGICALS	ANTIPSORIATICS	ANTIPSORIATICS FOR SYSTEMIC USE	Retinoids for treatment of psoriasis
10.1111/jdv.15369	methodology	4	NA	treatment_name_ipd	calcipotriol + betamethasone dipropionate aerosol foam	calcipotriol	NA	FALSE	D05AX02	ATC 5th	calcipotriol; topical	D	D05	D05A	D05AX	DERMATOLOGICALS	ANTIPSORIATICS	ANTIPSORIATICS FOR TOPICAL USE	Other antipsoriatics for topical use
10.1111/jdv.15369	methodology	4	NA	treatment_name_ipd	calcipotriol + betamethasone dipropionate aerosol foam	betamethasone dipropionate aerosol foam	NA	FALSE	D07XC01	ATC 5th	betamethasone, combinations; topical	D	D07	D07X	D07XC	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, OTHER COMBINATIONS	Corticosteroids, potent, other combinations
10.1111/jdv.15369	methodology	4	NA	treatment_name_nonipd	fumaric acid esters	fumaric acid esters	NA	FALSE	D05BX51	ATC 5th	fumaric acid derivatives, combinations; systemic	D	D05	D05B	D05BX	DERMATOLOGICALS	ANTIPSORIATICS	ANTIPSORIATICS FOR SYSTEMIC USE	Other antipsoriatics for systemic use
10.1136/rmdopen-2019-001131	methodology	1	NA	treatment_name_ipd	baricitinib	baricitinib	NA	FALSE	L04AA37	ATC 5th	baricitinib; oral	L	L04	L04A	L04AA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
10.1136/rmdopen-2019-001131	methodology	1	NA	treatment_name_nonipd	adalimumab	adalimumab	NA	FALSE	L04AB04	ATC 5th	adalimumab; parenteral	L	L04	L04A	L04AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Tumor necrosis factor alpha (TNF-a) inhibitors
10.1136/rmdopen-2019-001131	methodology	2	NA	treatment_name_ipd	baricitinib	baricitinib	NA	FALSE	L04AA37	ATC 5th	baricitinib; oral	L	L04	L04A	L04AA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
10.1136/rmdopen-2019-001131	methodology	2	NA	treatment_name_nonipd	tocilizumab	tocilizumab	NA	FALSE	L04AC07	ATC 5th	tocilizumab; parenteral	L	L04	L04A	L04AC	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Interleukin inhibitors
10.1136/rmdopen-2019-001131	methodology	3	NA	treatment_name_ipd	baricitinib	baricitinib	NA	FALSE	L04AA37	ATC 5th	baricitinib; oral	L	L04	L04A	L04AA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
10.1136/rmdopen-2019-001131	methodology	3	NA	treatment_name_nonipd	tofacitinib	tofacitinib	NA	FALSE	L04AA29	ATC 5th	tofacitinib; oral	L	L04	L04A	L04AA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
10.1155/2017/6121760	methodology	1	NA	treatment_name_ipd	sonidegib	sonidegib	NA	FALSE	L01XJ02	ATC 5th	sonidegib; oral	L	L01	L01X	L01XJ	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Hedgehog pathway inhibitors
10.1155/2017/6121760	methodology	1	NA	treatment_name_nonipd	vismodegib	vismodegib	NA	FALSE	L01XJ01	ATC 5th	vismodegib; oral	L	L01	L01X	L01XJ	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Hedgehog pathway inhibitors
10.1177/1756286420975916	methodology	1	NA	treatment_name_ipd	peginterferon beta-1a	peginterferon beta-1a	NA	FALSE	L03AB13	ATC 5th	peginterferon beta-1a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.1177/1756286420975916	methodology	1	NA	treatment_name_nonipd	glatiramer acetate	glatiramer acetate	NA	FALSE	L03AX13	ATC 5th	glatiramer acetate; parenteral	L	L03	L03A	L03AX	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Other immunostimulants
10.1177/17588359211049639	methodology	1	NA	treatment_name_ipd	olaparib + bevacizumab	olaparib	NA	FALSE	L01XK01	ATC 5th	olaparib; oral	L	L01	L01X	L01XK	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Poly (ADP-ribose) polymerase (PARP) inhibitors
10.1177/17588359211049639	methodology	1	NA	treatment_name_ipd	olaparib + bevacizumab	bevacizumab	NA	FALSE	L01XC07	ATC 5th	bevacizumab; ophthalmic, parenteral	L	L01	L01X	L01XC	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Monoclonal antibodies
10.1177/17588359211049639	methodology	1	NA	treatment_name_nonipd	niraparib	niraparib	NA	FALSE	L01XK02	ATC 5th	niraparib; oral	L	L01	L01X	L01XK	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Poly (ADP-ribose) polymerase (PARP) inhibitors
10.1177/17588359211049639	methodology	2	NA	treatment_name_ipd	bevacizumab + placebo	bevacizumab	NA	FALSE	L01XC07	ATC 5th	bevacizumab; ophthalmic, parenteral	L	L01	L01X	L01XC	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Monoclonal antibodies
10.1177/17588359211049639	methodology	2	NA	treatment_name_ipd	bevacizumab + placebo	placebo	placebo	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.1177/17588359211049639	methodology	2	NA	treatment_name_nonipd	niraparib	niraparib	NA	FALSE	L01XK02	ATC 5th	niraparib; oral	L	L01	L01X	L01XK	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Poly (ADP-ribose) polymerase (PARP) inhibitors
10.1177/17588359211049639	methodology	3	NA	treatment_name_ipd	olaparib + bevacizumab	olaparib	NA	FALSE	L01XK01	ATC 5th	olaparib; oral	L	L01	L01X	L01XK	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Poly (ADP-ribose) polymerase (PARP) inhibitors
10.1177/17588359211049639	methodology	3	NA	treatment_name_ipd	olaparib + bevacizumab	bevacizumab	NA	FALSE	L01XC07	ATC 5th	bevacizumab; ophthalmic, parenteral	L	L01	L01X	L01XC	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Monoclonal antibodies
10.1177/17588359211049639	methodology	3	NA	treatment_name_nonipd	placebo	placebo	placebo	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.1177/17588359211049639	methodology	4	NA	treatment_name_ipd	placebo + bevacizumab	placebo	placebo	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.1177/17588359211049639	methodology	4	NA	treatment_name_ipd	placebo + bevacizumab	bevacizumab	NA	FALSE	L01XC07	ATC 5th	bevacizumab; ophthalmic, parenteral	L	L01	L01X	L01XC	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Monoclonal antibodies
10.1177/17588359211049639	methodology	4	NA	treatment_name_nonipd	placebo	placebo	placebo	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.1183/13993003.01393-2018	methodology	1	NA	treatment_name_ipd	benralizumab	benralizumab	NA	FALSE	R03DX10	ATC 5th	benralizumab; systemic	R	R03	R03D	R03DX	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	Other systemic drugs for obstructive airway diseases
10.1183/13993003.01393-2018	methodology	1	NA	treatment_name_nonipd	mepolizumab	mepolizumab	NA	FALSE	R03DX09	ATC 5th	mepolizumab; parenteral	R	R03	R03D	R03DX	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	Other systemic drugs for obstructive airway diseases
10.1185/03007995.2011.576238	methodology	1	NA	treatment_name_ipd	nilotinib	nilotinib	NA	FALSE	L01EA03	ATC 5th	nilotinib; oral	L	L01	L01E	L01EA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Bcr-abl tyrosine kinase inhibitors
10.1185/03007995.2011.576238	methodology	1	NA	treatment_name_nonipd	dasatinib	dasatinib	NA	FALSE	L01EA02	ATC 5th	dasatinib; oral	L	L01	L01E	L01EA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Bcr-abl tyrosine kinase inhibitors
10.1185/03007995.2014.977992	methodology	1	NA	treatment_name_ipd	nilotinib	nilotinib	NA	FALSE	L01EA03	ATC 5th	nilotinib; oral	L	L01	L01E	L01EA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Bcr-abl tyrosine kinase inhibitors
10.1185/03007995.2014.977992	methodology	1	NA	treatment_name_nonipd	dasatinib	dasatinib	NA	FALSE	L01EA02	ATC 5th	dasatinib; oral	L	L01	L01E	L01EA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Bcr-abl tyrosine kinase inhibitors
10.1185/03007995.2015.1106934	methodology	1	NA	treatment_name_ipd	simeprevir + peginterferon alfa-2a + ribavirin	simeprevir	NA	FALSE	J05AP05	ATC 5th	simeprevir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.1185/03007995.2015.1106934	methodology	1	NA	treatment_name_ipd	simeprevir + peginterferon alfa-2a + ribavirin	peginterferon alfa-2a	NA	FALSE	L03AB11	ATC 5th	peginterferon alfa-2a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.1185/03007995.2015.1106934	methodology	1	NA	treatment_name_ipd	simeprevir + peginterferon alfa-2a + ribavirin	ribavirin	NA	FALSE	J05AP01	ATC 5th	ribavirin; inhalant, oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.1185/03007995.2015.1106934	methodology	1	NA	treatment_name_nonipd	peginterferon alfa-2a + ribavirin	peginterferon alfa-2a	NA	FALSE	L03AB11	ATC 5th	peginterferon alfa-2a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.1185/03007995.2015.1106934	methodology	1	NA	treatment_name_nonipd	peginterferon alfa-2a + ribavirin	ribavirin	NA	FALSE	J05AP01	ATC 5th	ribavirin; inhalant, oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.1185/03007995.2015.1106934	methodology	2	NA	treatment_name_ipd	simeprevir + peginterferon alfa-2a + ribavirin	simeprevir	NA	FALSE	J05AP05	ATC 5th	simeprevir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.1185/03007995.2015.1106934	methodology	2	NA	treatment_name_ipd	simeprevir + peginterferon alfa-2a + ribavirin	peginterferon alfa-2a	NA	FALSE	L03AB11	ATC 5th	peginterferon alfa-2a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.1185/03007995.2015.1106934	methodology	2	NA	treatment_name_ipd	simeprevir + peginterferon alfa-2a + ribavirin	ribavirin	NA	FALSE	J05AP01	ATC 5th	ribavirin; inhalant, oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.1185/03007995.2015.1106934	methodology	2	NA	treatment_name_nonipd	peginterferon alfa-2a + ribavirin	peginterferon alfa-2a	NA	FALSE	L03AB11	ATC 5th	peginterferon alfa-2a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.1185/03007995.2015.1106934	methodology	2	NA	treatment_name_nonipd	peginterferon alfa-2a + ribavirin	ribavirin	NA	FALSE	J05AP01	ATC 5th	ribavirin; inhalant, oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.1185/03007995.2015.1106934	methodology	3	NA	treatment_name_ipd	simeprevir + peginterferon alfa-2a + ribavirin	simeprevir	NA	FALSE	J05AP05	ATC 5th	simeprevir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.1185/03007995.2015.1106934	methodology	3	NA	treatment_name_ipd	simeprevir + peginterferon alfa-2a + ribavirin	peginterferon alfa-2a	NA	FALSE	L03AB11	ATC 5th	peginterferon alfa-2a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.1185/03007995.2015.1106934	methodology	3	NA	treatment_name_ipd	simeprevir + peginterferon alfa-2a + ribavirin	ribavirin	NA	FALSE	J05AP01	ATC 5th	ribavirin; inhalant, oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.1185/03007995.2015.1106934	methodology	3	NA	treatment_name_nonipd	peginterferon alfa-2a + ribavirin	peginterferon alfa-2a	NA	FALSE	L03AB11	ATC 5th	peginterferon alfa-2a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.1185/03007995.2015.1106934	methodology	3	NA	treatment_name_nonipd	peginterferon alfa-2a + ribavirin	ribavirin	NA	FALSE	J05AP01	ATC 5th	ribavirin; inhalant, oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.1185/03007995.2015.1106934	methodology	4	NA	treatment_name_ipd	simeprevir + peginterferon alfa-2a + ribavirin	simeprevir	NA	FALSE	J05AP05	ATC 5th	simeprevir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.1185/03007995.2015.1106934	methodology	4	NA	treatment_name_ipd	simeprevir + peginterferon alfa-2a + ribavirin	peginterferon alfa-2a	NA	FALSE	L03AB11	ATC 5th	peginterferon alfa-2a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.1185/03007995.2015.1106934	methodology	4	NA	treatment_name_ipd	simeprevir + peginterferon alfa-2a + ribavirin	ribavirin	NA	FALSE	J05AP01	ATC 5th	ribavirin; inhalant, oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.1185/03007995.2015.1106934	methodology	4	NA	treatment_name_nonipd	peginterferon alfa-2a + ribavirin	peginterferon alfa-2a	NA	FALSE	L03AB11	ATC 5th	peginterferon alfa-2a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.1185/03007995.2015.1106934	methodology	4	NA	treatment_name_nonipd	peginterferon alfa-2a + ribavirin	ribavirin	NA	FALSE	J05AP01	ATC 5th	ribavirin; inhalant, oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.1185/03007995.2015.1106934	methodology	5	NA	treatment_name_ipd	simeprevir + peginterferon alfa-2a + ribavirin	simeprevir	NA	FALSE	J05AP05	ATC 5th	simeprevir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.1185/03007995.2015.1106934	methodology	5	NA	treatment_name_ipd	simeprevir + peginterferon alfa-2a + ribavirin	peginterferon alfa-2a	NA	FALSE	L03AB11	ATC 5th	peginterferon alfa-2a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.1185/03007995.2015.1106934	methodology	5	NA	treatment_name_ipd	simeprevir + peginterferon alfa-2a + ribavirin	ribavirin	NA	FALSE	J05AP01	ATC 5th	ribavirin; inhalant, oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.1185/03007995.2015.1106934	methodology	5	NA	treatment_name_nonipd	peginterferon alfa-2a + ribavirin	peginterferon alfa-2a	NA	FALSE	L03AB11	ATC 5th	peginterferon alfa-2a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.1185/03007995.2015.1106934	methodology	5	NA	treatment_name_nonipd	peginterferon alfa-2a + ribavirin	ribavirin	NA	FALSE	J05AP01	ATC 5th	ribavirin; inhalant, oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.1186/2162-3619-2-32	methodology	1	NA	treatment_name_ipd	everolimus	everolimus	NA	FALSE	L01EG02	ATC 5th	everolimus; oral (mammalian target of rapamycin kinase inhibitors (mtor))	L	L01	L01E	L01EG	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Mammalian target of rapamycin (mTOR) kinase inhibitors
10.1186/2162-3619-2-32	methodology	1	NA	treatment_name_nonipd	sunitinib	sunitinib	NA	FALSE	L01EX01	ATC 5th	L01EX01	L	L01	L01E	L01EX	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Other protein kinase inhibitors
10.1186/2162-3619-2-32	methodology	2	NA	treatment_name_ipd	everolimus	everolimus	NA	FALSE	L01EG02	ATC 5th	everolimus; oral (mammalian target of rapamycin kinase inhibitors (mtor))	L	L01	L01E	L01EG	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Mammalian target of rapamycin (mTOR) kinase inhibitors
10.1186/2162-3619-2-32	methodology	2	NA	treatment_name_nonipd	placebo	placebo	placebo	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.1186/2162-3619-2-32	methodology	3	NA	treatment_name_ipd	everolimus	everolimus	NA	FALSE	L01EG02	ATC 5th	everolimus; oral (mammalian target of rapamycin kinase inhibitors (mtor))	L	L01	L01E	L01EG	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Mammalian target of rapamycin (mTOR) kinase inhibitors
10.1186/2162-3619-2-32	methodology	3	NA	treatment_name_nonipd	sunitinib	sunitinib	NA	FALSE	L01EX01	ATC 5th	L01EX01	L	L01	L01E	L01EX	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Other protein kinase inhibitors
10.1186/s12885-018-5157-0	methodology	1	NA	treatment_name_ipd	axitinib	axitinib	NA	FALSE	L01EK01	ATC 5th	axitinib; oral	L	L01	L01E	L01EK	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors
10.1186/s12885-018-5157-0	methodology	1	NA	treatment_name_nonipd	cabozantinib	cabozantinib	NA	FALSE	L01EX07	ATC 5th	L01EX07	L	L01	L01E	L01EX	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Other protein kinase inhibitors
10.1186/s12885-018-5157-0	methodology	2	NA	treatment_name_ipd	axitinib	axitinib	NA	FALSE	L01EK01	ATC 5th	axitinib; oral	L	L01	L01E	L01EK	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors
10.1186/s12885-018-5157-0	methodology	2	NA	treatment_name_nonipd	everolimus	everolimus	NA	FALSE	L01EG02	ATC 5th	everolimus; oral (mammalian target of rapamycin kinase inhibitors (mtor))	L	L01	L01E	L01EG	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Mammalian target of rapamycin (mTOR) kinase inhibitors
10.1186/s13045-021-01144-9	methodology	1	NA	treatment_name_ipd	lisocabtagene maraleucel	lisocabtagene maraleucel	NA	TRUE	L01XL	NA	NA	L	L01	L01X	L01XL	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC CELL AND GENE THERAPY
10.1186/s13045-021-01144-9	methodology	1	NA	treatment_name_nonipd	axicabtagene ciloleucel	axicabtagene ciloleucel	NA	TRUE	L01XX70	ATC 5th	axicabtagene ciloleucel; parenteral	L	L01	L01X	L01XX	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Other antineoplastic agents
10.1186/s40164-022-00268-z	methodology	1	NA	treatment_name_ipd	lisocabtagene maraleucel	lisocabtagene maraleucel	NA	TRUE	L01XL	NA	NA	L	L01	L01X	L01XL	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC CELL AND GENE THERAPY
10.1186/s40164-022-00268-z	methodology	1	NA	treatment_name_nonipd	tisagenlecleucel	tisagenlecleucel	NA	FALSE	L01XX71	ATC 5th	tisagenlecleucel; parenteral	L	L01	L01X	L01XX	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Other antineoplastic agents
10.1186/s40734-017-0051-5	methodology	1	NA	treatment_name_ipd	deutetrabenazine	deutetrabenazine	NA	FALSE	N07XX16	ATC 5th	deutetrabenazine; oral	N	N07	N07X	N07XX	NERVOUS SYSTEM	OTHER NERVOUS SYSTEM DRUGS	OTHER NERVOUS SYSTEM DRUGS	Other nervous system drugs
10.1186/s40734-017-0051-5	methodology	1	NA	treatment_name_nonipd	tetrabenazine	tetrabenazine	NA	FALSE	N07XX06	ATC 5th	tetrabenazine; oral	N	N07	N07X	N07XX	NERVOUS SYSTEM	OTHER NERVOUS SYSTEM DRUGS	OTHER NERVOUS SYSTEM DRUGS	Other nervous system drugs
10.1210/clinem/dgab905	methodology	1	NA	treatment_name_ipd	semaglutide 2.0 mg	semaglutide 2.0 mg	NA	FALSE	A10BJ06	ATC 5th	semaglutide; parenteral	A	A10	A10B	A10BJ	ALIMENTARY TRACT AND METABOLISM	DRUGS USED IN DIABETES	BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS	Glucagon-like peptide-1 (GLP-1) analogues
