doi,PMID,included,full_article,exclusion_reasons,third,during_extraction
10.1371/journal.pone.0092508,24671099,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s40256-014-0071-6,24659260,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1155/2014/932721,24653837,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s40273-014-0150-1,24643323,FALSE,FALSE,no_itc,FALSE,FALSE
10.1111/bph.12634,24640991,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.jval.2014.01.004,24636374,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1185/03007995.2014.904772,24627974,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1111/bcp.12376,24617578,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1093/rheumatology/ket492,24599922,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1002/hed.23661,24596112,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1371/journal.pone.0090313,24587319,FALSE,FALSE,no_paitc,FALSE,FALSE
10.3748/wjg.v20.i2.584,24574729,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.clinthera.2013.12.011,24508420,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1002/bjs.9418,24493117,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.crohns.2014.01.010,24491514,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1111/ijcp.12343,24460615,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1186/2162-3619-2-32,24314093,TRUE,TRUE,NA,FALSE,FALSE
10.3111/13696998.2013.873044,24308372,FALSE,TRUE,no_paitc,FALSE,FALSE
10.1093/ajh/hpt210,24304656,FALSE,FALSE,no_paitc,FALSE,FALSE
10.12809/hkmj133986,24281768,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1371/journal.pone.0077694,24204920,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s00198-013-2498-z,24114396,FALSE,FALSE,not_original_article,FALSE,FALSE
10.1111/pme.12233,24112715,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1185/03007995.2013.850067,24083626,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1684/epd.2013.0601,23981687,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s40263-013-0102-x,23975660,TRUE,TRUE,NA,FALSE,FALSE
10.1177/1355819613498379,23945680,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.ijcard.2013.06.081,23890909,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1097/ijg.0b013e3182a075e6,23881267,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.clinthera.2013.05.011,23870607,FALSE,FALSE,no_paitc,FALSE,FALSE
10.2147/clep.s44273,23843702,FALSE,FALSE,no_paitc,FALSE,FALSE
NA,23801205,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1111/apt.12349,23718547,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1111/pme.12091,23691937,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1186/2046-4053-2-22,23618535,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1111/bcp.12150,23617453,FALSE,FALSE,methodological,FALSE,FALSE
10.1007/s40258-013-0025-1,23592392,FALSE,FALSE,not_original_article,FALSE,FALSE
10.1111/jcpt.12045,23590560,FALSE,FALSE,no_paitc,FALSE,FALSE
NA,27905751,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/s2221-1691(12)60018-5,23569909,FALSE,FALSE,wrong_topic,FALSE,FALSE
10.1016/j.jaci.2013.02.013,23557834,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1177/0272989x13481110,23549384,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s40258-013-0024-2,23539190,FALSE,FALSE,not_original_article,FALSE,FALSE
10.1378/chest.12-2634,23519234,FALSE,FALSE,no_paitc,FALSE,FALSE
NA,23638487,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1111/jcpt.12044,23442134,FALSE,FALSE,no_paitc,FALSE,FALSE
10.3111/13696998.2013.768530,23339434,TRUE,TRUE,NA,FALSE,FALSE
10.1016/j.jval.2012.06.001,23244817,FALSE,FALSE,methodological,FALSE,FALSE
10.1259/bjr.20120272,23239696,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s00228-012-1456-6,23196824,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.jclinepi.2012.06.022,23186991,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.medcli.2012.09.013,23177302,FALSE,FALSE,methodological,FALSE,FALSE
10.1186/1741-7015-10-142,23167972,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1186/1471-2288-12-173,23163976,FALSE,FALSE,no_itc,FALSE,FALSE
10.1136/bmj.e7498,23150473,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.ejca.2012.10.011,23140823,FALSE,FALSE,not_original_article,FALSE,FALSE
10.1136/bmj.e7097,23129490,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/bf03261873,23113551,TRUE,TRUE,NA,FALSE,FALSE
10.1345/aph.1r203,23092868,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s00228-012-1396-1,23011014,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.jval.2012.05.004,22999145,FALSE,FALSE,methodological,FALSE,FALSE
10.1002/sim.5584,22987606,FALSE,FALSE,methodological,FALSE,FALSE
10.1186/1471-2288-12-138,22970794,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1136/heartjnl-2012-302519,22949487,FALSE,FALSE,no_paitc,FALSE,FALSE
10.2165/11597110-000000000-00000,22924967,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1161/circoutcomes.112.966572,22912382,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1160/th12-06-0388,22898892,FALSE,TRUE,no_paitc,FALSE,FALSE
10.1002/sim.5541,22865774,FALSE,FALSE,wrong_topic,FALSE,FALSE
10.1007/s00198-012-2068-9,22832638,FALSE,FALSE,no_paitc,FALSE,FALSE
10.2165/11633830-000000000-00000,22788256,FALSE,FALSE,wrong_topic,FALSE,FALSE
10.1161/circoutcomes.112.965988,22787066,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1002/sim.5470,22786621,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1093/qjmed/hcs114,22771555,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1002/sim.5442,22764016,FALSE,FALSE,methodological,FALSE,FALSE
10.1371/journal.pone.0037976,22701591,FALSE,FALSE,no_human,FALSE,FALSE
10.1136/bmj.e3675,22700784,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1002/pbc.24228,22693038,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.clinthera.2012.05.001,22657254,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1038/sc.2012.46,22641255,FALSE,FALSE,no_itc,FALSE,FALSE
10.1016/j.jval.2012.01.009,22583463,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1186/1475-2875-11-147,22554024,FALSE,FALSE,no_paitc,FALSE,FALSE
10.2147/oarrr.s14569,27790010,FALSE,FALSE,no_itc,FALSE,FALSE
10.1038/ajg.2012.108,22525304,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1093/fampra/cms029,22516128,FALSE,FALSE,no_paitc,FALSE,FALSE
10.3899/jrheum.111345,22505698,FALSE,FALSE,no_paitc,FALSE,FALSE
10.3310/hta15suppl1/08,21609655,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1185/03007995.2012.681637,22462530,FALSE,FALSE,no_paitc,FALSE,FALSE
NA,27905717,FALSE,FALSE,methodological,FALSE,FALSE
NA,22696776,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1185/03007995.2012.675880,22414178,FALSE,FALSE,no_paitc,FALSE,FALSE
10.4414/smw.2012.13518,22407741,FALSE,FALSE,no_paitc,FALSE,FALSE
10.2147/bctt.s37003,24367204,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.ijpharm.2011.12.012,22197769,FALSE,FALSE,wrong_topic,FALSE,FALSE
10.1038/clpt.2011.235,22048230,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.cardfail.2011.05.010,21962424,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.lungcan.2011.07.011,21937141,FALSE,TRUE,no_paitc,FALSE,FALSE
10.2147/ceor.s16118,21935329,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1093/qjmed/hcr158,21920996,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1128/jb.05412-11,21856857,FALSE,FALSE,wrong_topic,FALSE,FALSE
10.2165/11589310-000000000-00000,21854080,FALSE,FALSE,not_original_article,FALSE,FALSE
10.2165/11592490-000000000-00000,21819162,TRUE,TRUE,NA,FALSE,FALSE
10.1016/j.ijcard.2011.06.036,21741714,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.clinthera.2011.05.003,21704235,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s00393-011-0827-1,21698473,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1111/j.1365-2133.2011.10468.x,21692768,FALSE,FALSE,wrong_topic,FALSE,FALSE
10.1111/j.1742-1241.2011.02685.x,21676119,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.jval.2011.01.011,21669367,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.jval.2011.04.002,21669366,FALSE,FALSE,no_paitc,FALSE,FALSE
NA,21977547,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1517/14656566.2011.587119,21599551,FALSE,TRUE,no_paitc,FALSE,FALSE
10.1111/j.1743-7563.2011.01398.x,21585704,FALSE,TRUE,no_paitc,FALSE,FALSE
NA,21594220,FALSE,TRUE,no_paitc,FALSE,FALSE
10.1186/1471-2288-11-61,21548941,FALSE,FALSE,methodological,FALSE,FALSE
10.1185/03007995.2011.576238,21524239,TRUE,TRUE,NA,FALSE,FALSE
10.1186/1742-6405-8-14,21388558,FALSE,FALSE,no_paitc,FALSE,FALSE
NA,21375022,FALSE,FALSE,no_itc,FALSE,FALSE
NA,21375020,FALSE,FALSE,no_itc,FALSE,FALSE
10.1016/j.ijcard.2011.02.011,21367471,FALSE,FALSE,not_original_article,FALSE,FALSE
10.1016/j.jclinepi.2010.10.016,21330105,FALSE,FALSE,no_paitc,FALSE,FALSE
10.3899/jrheum.100665,21239748,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1111/j.1533-2500.2010.00441.x,21199320,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1111/j.1365-2710.2010.01162.x,21198726,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1093/cid/ciq143,21189424,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1592/phco.31.1.39,21182357,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1136/ard.2010.132134,21097801,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1093/rheumatology/keq354,21078630,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1136/oem.2010.057778,20935294,FALSE,FALSE,wrong_topic,FALSE,FALSE
10.2165/11537420-000000000-00000,20831304,FALSE,FALSE,methodological,FALSE,FALSE
10.2165/11535790-000000000-00000,20831287,FALSE,FALSE,not_original_article,FALSE,FALSE
10.1016/j.ijcard.2010.08.035,20828843,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1111/j.1365-2133.2010.10016.x,20825406,FALSE,FALSE,wrong_topic,FALSE,FALSE
10.1016/s0169-5002(10)70132-x,20727460,FALSE,TRUE,no_paitc,FALSE,FALSE
10.1136/bmj.c3929,20713583,FALSE,FALSE,no_paitc,FALSE,FALSE
10.3310/hta14suppl1/07,20507803,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.jpain.2010.01.002,20418173,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1002/sim.3869,20191599,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.jhep.2009.12.004,20149473,FALSE,FALSE,no_paitc,FALSE,FALSE
10.4244/eijv5i7a143,20142203,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1097/yco.0b013e328336666b,20084004,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s40273-021-01015-8,34080140,TRUE,TRUE,Mention d'une MAIC dans le r�sum�,TRUE,FALSE
10.2217/fon-2020-0823,33052055,TRUE,TRUE,Mention d'une comparaison indirecte dans le r�sum� / utilisation MAIC + STC dans le full text,TRUE,FALSE
10.7399/fh.11419,32853126,FALSE,TRUE,no_paitc,TRUE,FALSE
10.1016/j.clgc.2020.07.006,32826180,TRUE,TRUE,Mention d'une STC dans le r�sum� et le full text,TRUE,FALSE
10.1080/03007995.2020.1747998,32216597,FALSE,TRUE,methodological,TRUE,FALSE
10.1007/s40744-018-0117-3,29858770,FALSE,TRUE,not_original_article,TRUE,FALSE
10.3324/haematol.2018.189837,29674504,FALSE,TRUE,"MAIC dans le r�sum�, mais tr�s douteux dans le full text",TRUE,FALSE
10.1586/14737167.2016.1165609,26967930,FALSE,TRUE,methodological,TRUE,FALSE
10.1007/s12325-014-0167-z,25414048,TRUE,TRUE,NA,TRUE,FALSE
10.1016/j.jval.2014.08.1959,27201950,FALSE,FALSE,methodological,TRUE,FALSE
10.3111/13696998.2012.720319,22881362,FALSE,TRUE,Je comprends qu'il n'y a pas de donn�es individuelles (juste des simus),TRUE,FALSE
10.1002/pds.3246,22552988,FALSE,TRUE,methodological,TRUE,FALSE
10.2165/11538370-000000000-00000,20831302,FALSE,TRUE,methodological,TRUE,FALSE
10.1177/17588359221075495,35237351,FALSE,TRUE,no_paitc,FALSE,TRUE
10.1016/j.ejca.2021.08.023,34597975,FALSE,TRUE,no_paitc,FALSE,TRUE
10.1016/j.jval.2021.03.004,34372979,FALSE,TRUE,methodological,FALSE,TRUE
10.1007/s00464-021-08542-7,34031743,FALSE,TRUE,no_paitc,FALSE,TRUE
10.2147/ceor.s295605,33603419,FALSE,TRUE,result_not_described,FALSE,TRUE
10.1002/cam4.3470,32969597,FALSE,TRUE,no_paitc,FALSE,TRUE
10.1080/09546634.2019.1707754,31940225,FALSE,TRUE,other_paitc,FALSE,TRUE
10.1080/10428194.2019.1648806,31640435,FALSE,TRUE,no_paitc,FALSE,TRUE
10.1007/s40273-019-00812-6,31218655,FALSE,TRUE,result_not_described,FALSE,TRUE
10.1016/j.jval.2014.08.2170,27202160,FALSE,TRUE,not_original_article,FALSE,TRUE
10.1016/j.jval.2014.08.2163,27202151,FALSE,TRUE,not_original_article,FALSE,TRUE
10.1111/j.1743-7563.2011.01400.x,21585706,FALSE,TRUE,other_paitc,FALSE,TRUE
10.1097/coc.0000000000000884,34991104,FALSE,TRUE,no_paitc,FALSE,TRUE
NA,32550696,FALSE,TRUE,no_paitc,FALSE,TRUE
10.1007/s40273-018-0750-2,30547369,FALSE,TRUE,other_paitc,FALSE,TRUE
