doi,PMID,section,ITC num,Ind studies num,questions,reviewer 1,reviewer 2,decision,identical,Notes reviewer 1,Notes reviewer 2,reviewer
10.2217/fon-2020-0823,33052055,results,16,NA,Initial sample size of the population of interest in the IPD treatment arm,NA,NA,193,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,16,NA,"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC",NA,NA,193,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,16,NA,Reporting of the list of the covariates adjusted for/matched on,NA,NA,Yes,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,16,NA,Number of covariates adjusted for/matched on,8,4,8,FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,16,NA,Covariates adjusted for/matched on in the indirect comparison,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest","Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)","Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest",FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,16,NA,Primary outcome: treatment effect contrast,NA,NA,HR,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,16,NA,Direction of the treatment effect contrast: IPD treatment is:,NA,NA,"Numerator if ratio, or left side if difference",TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,16,NA,Primary outcome: unadjusted treatment effect,NA,NA,0.41,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,16,NA,"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])",NA,NA,[0.20;0.87],TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,16,NA,Primary outcome: adjusted treatment effect,NA,NA,0.21,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,16,NA,"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])",NA,NA,[0.09;0.48],TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,17,NA,Sample size of the population of interest in the non IPD treatment arm,NA,NA,105,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,17,NA,Reporting of a weights' distribution evaluation (MAIC),Not mentioned,"Yes, mentions that the weights distribution has been studied, but weights distribution not reported","Yes, mentions that the weights distribution has been studied, but weights distribution not reported",FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,17,NA,Reporting of the list of the covariates adjusted for/matched on,NA,NA,Yes,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,17,NA,Number of covariates adjusted for/matched on,7,4,8,FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,17,NA,Covariates adjusted for/matched on in the indirect comparison,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest","Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)","Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest",FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,17,NA,Primary outcome: treatment effect contrast,NA,NA,HR,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,17,NA,Direction of the treatment effect contrast: IPD treatment is:,NA,NA,"Numerator if ratio, or left side if difference",TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,17,NA,Primary outcome: unadjusted treatment effect,NA,NA,0.4,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,17,NA,"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])",NA,NA,[0.25;0.63],TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,17,NA,Primary outcome: adjusted treatment effect,NA,NA,0.52,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,17,NA,"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])",NA,NA,[0.34;0.80],TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,17,NA,Initial sample size of the population of interest in the IPD treatment arm,193,NA,193,FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,18,NA,Sample size of the population of interest in the non IPD treatment arm,NA,NA,105,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,18,NA,Initial sample size of the population of interest in the IPD treatment arm,NA,NA,193,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,18,NA,"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC",NA,NA,193,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,18,NA,Reporting of the list of the covariates adjusted for/matched on,NA,NA,Yes,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,18,NA,Number of covariates adjusted for/matched on,8,4,8,FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,18,NA,Covariates adjusted for/matched on in the indirect comparison,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest","Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)","Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest",FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,18,NA,Primary outcome: treatment effect contrast,NA,NA,HR,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,18,NA,Direction of the treatment effect contrast: IPD treatment is:,NA,NA,"Numerator if ratio, or left side if difference",TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,18,NA,Primary outcome: unadjusted treatment effect,NA,NA,0.4,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,18,NA,"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])",NA,NA,[0.25;0.63],TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,18,NA,Primary outcome: adjusted treatment effect,NA,NA,0.26,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,18,NA,"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])",NA,NA,[0.16;0.42],TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,19,NA,Sample size of the population of interest in the non IPD treatment arm,NA,NA,58,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,19,NA,Reporting of a weights' distribution evaluation (MAIC),Not mentioned,"Yes, mentions that the weights distribution has been studied, but weights distribution not reported","Yes, mentions that the weights distribution has been studied, but weights distribution not reported",FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,19,NA,Reporting of the list of the covariates adjusted for/matched on,NA,NA,Yes,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,19,NA,Number of covariates adjusted for/matched on,8,4,8,FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,19,NA,Covariates adjusted for/matched on in the indirect comparison,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest","Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)","Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest",FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,19,NA,Primary outcome: treatment effect contrast,NA,NA,HR,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,19,NA,Direction of the treatment effect contrast: IPD treatment is:,NA,NA,"Numerator if ratio, or left side if difference",TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,19,NA,Primary outcome: unadjusted treatment effect,NA,NA,0.34,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,19,NA,"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])",[0.21;0.55],[0.21.0.55],[0.21;0.55],FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,19,NA,Primary outcome: adjusted treatment effect,NA,NA,0.29,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,19,NA,"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])",NA,NA,[0.16;0.54],TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,19,NA,Initial sample size of the population of interest in the IPD treatment arm,193,NA,193,FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,2,NA,Sample size of the population of interest in the non IPD treatment arm,NA,NA,39,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,2,NA,Initial sample size of the population of interest in the IPD treatment arm,NA,NA,193,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,2,NA,"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC",NA,NA,193,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,2,NA,Reporting of the list of the covariates adjusted for/matched on,NA,NA,Yes,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,2,NA,Number of covariates adjusted for/matched on,8,4,8,FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,2,NA,Covariates adjusted for/matched on in the indirect comparison,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest","Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)","Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest",FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,2,NA,Primary outcome: treatment effect contrast,NA,NA,HR,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,2,NA,Direction of the treatment effect contrast: IPD treatment is:,NA,NA,"Numerator if ratio, or left side if difference",TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,2,NA,Primary outcome: unadjusted treatment effect,NA,NA,0.28,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,2,NA,"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])",NA,NA,[0.16;0.50],TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,2,NA,Primary outcome: adjusted treatment effect,NA,NA,0.23,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,2,NA,"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])",NA,NA,[0.14;0.39],TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,20,NA,Sample size of the population of interest in the non IPD treatment arm,NA,NA,58,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,20,NA,Initial sample size of the population of interest in the IPD treatment arm,NA,NA,193,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,20,NA,"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC",NA,NA,193,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,20,NA,Reporting of the list of the covariates adjusted for/matched on,NA,NA,Yes,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,20,NA,Number of covariates adjusted for/matched on,8,4,8,FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,20,NA,Covariates adjusted for/matched on in the indirect comparison,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest","Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)","Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest",FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,20,NA,Primary outcome: treatment effect contrast,NA,NA,HR,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,20,NA,Direction of the treatment effect contrast: IPD treatment is:,NA,NA,"Numerator if ratio, or left side if difference",TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,20,NA,Primary outcome: unadjusted treatment effect,NA,NA,0.34,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,20,NA,"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])",[0.21;0.55],[0.21.0.55],[0.21;0.55],FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,20,NA,Primary outcome: adjusted treatment effect,NA,NA,0.19,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,20,NA,"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])",NA,NA,[0.11;0.31],TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,3,NA,Sample size of the population of interest in the non IPD treatment arm,25,18,18,FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,3,NA,Reporting of a weights' distribution evaluation (MAIC),Not mentioned,"Yes, mentions that the weights distribution has been studied, but weights distribution not reported","Yes, mentions that the weights distribution has been studied, but weights distribution not reported",FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,3,NA,Reporting of the list of the covariates adjusted for/matched on,NA,NA,Yes,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,3,NA,Number of covariates adjusted for/matched on,NA,NA,4,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,3,NA,Covariates adjusted for/matched on in the indirect comparison,NA,NA,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)",TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,3,NA,Primary outcome: treatment effect contrast,NA,NA,HR,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,3,NA,Direction of the treatment effect contrast: IPD treatment is:,NA,NA,"Numerator if ratio, or left side if difference",TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,3,NA,Primary outcome: unadjusted treatment effect,NA,NA,0.3,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,3,NA,"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])",NA,NA,[0.16;0.58],TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,3,NA,Primary outcome: adjusted treatment effect,NA,NA,0.19,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,3,NA,"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])",[0.10;0.39],[0.1;0.39],[0.10;0.39],FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,3,NA,Initial sample size of the population of interest in the IPD treatment arm,193,NA,193,FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,4,NA,Sample size of the population of interest in the non IPD treatment arm,25,18,18,FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,4,NA,Initial sample size of the population of interest in the IPD treatment arm,193,139,193,FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,4,NA,"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC",193,139,193,FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,4,NA,Reporting of the list of the covariates adjusted for/matched on,NA,NA,Yes,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,4,NA,Number of covariates adjusted for/matched on,NA,NA,4,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,4,NA,Covariates adjusted for/matched on in the indirect comparison,NA,NA,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)",TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,4,NA,Primary outcome: treatment effect contrast,NA,NA,HR,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,4,NA,Direction of the treatment effect contrast: IPD treatment is:,NA,NA,"Numerator if ratio, or left side if difference",TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,4,NA,Primary outcome: unadjusted treatment effect,NA,NA,0.3,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,4,NA,"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])",NA,NA,[0.16;0.58],TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,4,NA,Primary outcome: adjusted treatment effect,NA,NA,0.17,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,4,NA,"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])",NA,NA,[0.09;0.33],TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,5,NA,Sample size of the population of interest in the non IPD treatment arm,NA,NA,36,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,5,NA,Reporting of a weights' distribution evaluation (MAIC),Not mentioned,"Yes, mentions that the weights distribution has been studied, but weights distribution not reported","Yes, mentions that the weights distribution has been studied, but weights distribution not reported",FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,5,NA,Reporting of the list of the covariates adjusted for/matched on,NA,NA,Yes,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,5,NA,Number of covariates adjusted for/matched on,8,4,8,FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,5,NA,Covariates adjusted for/matched on in the indirect comparison,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest","Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)","Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest",FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,5,NA,Primary outcome: treatment effect contrast,NA,NA,HR,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,5,NA,Direction of the treatment effect contrast: IPD treatment is:,NA,NA,"Numerator if ratio, or left side if difference",TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,5,NA,Primary outcome: unadjusted treatment effect,NA,NA,0.25,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,5,NA,"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])",NA,NA,[0.13;0.46],TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,5,NA,Primary outcome: adjusted treatment effect,0.11,0.25,0.25,FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,5,NA,"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])",NA,NA,[0.13;0.49],TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,5,NA,Initial sample size of the population of interest in the IPD treatment arm,193,NA,193,FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,6,NA,Sample size of the population of interest in the non IPD treatment arm,25,36,36,FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,6,NA,Initial sample size of the population of interest in the IPD treatment arm,NA,NA,193,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,6,NA,"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC",NA,NA,193,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,6,NA,Reporting of the list of the covariates adjusted for/matched on,NA,NA,Yes,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,6,NA,Number of covariates adjusted for/matched on,8,4,8,FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,6,NA,Covariates adjusted for/matched on in the indirect comparison,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest","Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)","Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest",FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,6,NA,Primary outcome: treatment effect contrast,NA,NA,HR,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,6,NA,Direction of the treatment effect contrast: IPD treatment is:,NA,NA,"Numerator if ratio, or left side if difference",TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,6,NA,Primary outcome: unadjusted treatment effect,NA,NA,0.25,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,6,NA,"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])",NA,NA,[0.13;0.46],TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,6,NA,Primary outcome: adjusted treatment effect,NA,NA,0.11,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,6,NA,"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])",NA,NA,[0.05;0.22],TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,7,NA,Sample size of the population of interest in the non IPD treatment arm,NA,NA,31,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,7,NA,Reporting of a weights' distribution evaluation (MAIC),Not mentioned,"Yes, mentions that the weights distribution has been studied, but weights distribution not reported","Yes, mentions that the weights distribution has been studied, but weights distribution not reported",FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,7,NA,Reporting of the list of the covariates adjusted for/matched on,NA,NA,Yes,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,7,NA,Number of covariates adjusted for/matched on,8,4,8,FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,7,NA,Covariates adjusted for/matched on in the indirect comparison,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest","Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)","Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest",FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,7,NA,Primary outcome: treatment effect contrast,NA,NA,HR,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,7,NA,Direction of the treatment effect contrast: IPD treatment is:,NA,NA,"Numerator if ratio, or left side if difference",TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,7,NA,Primary outcome: unadjusted treatment effect,NA,NA,0.28,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,7,NA,"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])",NA,NA,[0.16;0.50],TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,7,NA,Primary outcome: adjusted treatment effect,NA,NA,0.37,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,7,NA,"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])",NA,NA,[0.20;0.69],TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,7,NA,Initial sample size of the population of interest in the IPD treatment arm,193,NA,193,FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,8,NA,Sample size of the population of interest in the non IPD treatment arm,NA,NA,31,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,8,NA,Initial sample size of the population of interest in the IPD treatment arm,NA,NA,193,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,8,NA,"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC",NA,NA,193,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,8,NA,Reporting of the list of the covariates adjusted for/matched on,NA,NA,Yes,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,8,NA,Number of covariates adjusted for/matched on,8,4,8,FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,8,NA,Covariates adjusted for/matched on in the indirect comparison,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest","Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)","Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest",FALSE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,8,NA,Primary outcome: treatment effect contrast,NA,NA,HR,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,8,NA,Direction of the treatment effect contrast: IPD treatment is:,NA,NA,"Numerator if ratio, or left side if difference",TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,8,NA,Primary outcome: unadjusted treatment effect,NA,NA,0.28,TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,8,NA,"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])",NA,NA,[0.16;0.50],TRUE,NA,NA,NA
10.2217/fon-2020-0823,33052055,results,8,NA,Primary outcome: adjusted treatment effect,NA,NA,0.25,TRUE,NA,NA,NA
